tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Collections,,date established,date,,,,,,,,,"Date when the data source was first established. If the exact day of the month is not known, please enter 15. If the exact month is not known, please enter 15/06","DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging,NetworksStaging"
Collections,,start data collection,date,,,,,,,,dcat:startDate,"The date when data started to be collected or extracted. If the exact day of the month is not known, please enter 15. If the exact month is not known, please enter 15/06","DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging"
Collections,,end data collection,date,,,,,,,,dcat:endDate,"If data collection in the data source has ceased, on what date did new records last enter the data source? If the exact day of the month is not known, please enter 15. If the exact month is not known, please enter 15/06","DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging"
Collections,,contact email,,,,,,,,,dcat:contactPoint,Contact e-mail address ,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,logo,file,,,,,,,,,"Logo of the collection, for use on homepages etc.","DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,status,ontology,,,CatalogueOntologies,Study status,,,,,Status of the study,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,license,hyperlink,,,,,,,,dct:license,A legal document under which this catalogue record is made available,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,design and structure,heading,,,,,,,,,Structure of the collection,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,design type,ontology,,,CatalogueOntologies,Cohort designs,,,,,"The study design of this cohort, i.e. cross-sectional or longitudinal","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,design description,text,,,,,,,,,Short description of the study or data source design,"DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging"
Collections,,design schematic,file,,,,,,,,,A schematic depiction of the study design of this cohort,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,data collection type,ontology_array,,,CatalogueOntologies,Cohort collection types,,,,,Retrospective or prospective data collection,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,data collection description,text,,,,,,,,,Describe the process of collection and recording of data,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,reason sustained,text,,,,,,,,,"Description of the reason why the data bank is sustained by the organisation (e.g. for surveillance, clinical purposes, financial or administrative purposes, research purposes)","DataCatalogueFlat,RWEStaging"
Collections,,unit of observation,text,,,,,,,,,"Based on the prompt, what is the unit(s) of observation of a record (e.g. person, prescription)?","DataCatalogueFlat,RWEStaging"
Collections,,record trigger,text,,,,,,,,,"What triggers the creation of a record in the data bank? e.g. planned collection events, hospital discharge, specialist encounter, dispensation of a medicinal product, recording of a congenital anomaly","DataCatalogueFlat,EMA,RWEStaging"
Collections,,subcohorts,refback,,,,Collection subcohorts,,collection,,,List of subcohorts or subpopulations defined in this collection if applicable,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,collection events,refback,,,,Collection events,,collection,,dcterms:hasPart,List of data/sample collection events defined for this collection if applicable,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,datasets,refback,,,,Collection datasets,,collection,,,List of datasets contained in this collection if applicable,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging"
Collections,,samplesets,refback,,,,Collection samplesets,,collection,,,List of samples sets contained in this collection if applicable,"DataCatalogueFlat,CohortsStaging,RWEStaging,StudiesStaging"
Collections,,collections,ref_array,,,,Collections,,,,dct:dataset,List of other collections included in this collection,"DataCatalogueFlat,EMA"
Collections,,collections,ref_array,,,CatalogueFlat,Collections,,,,,"List of other collections included in this network, e.g. cohorts, biobanks or other networks",NetworksStaging
Collections,,population,heading,,,,,,,,,Description of the population that is sampled in this collection,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,number of participants,int,,,,,,,,,Total number of individuals for which data is collected,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,number of participants with samples,int,,,,,,,,,Number of individuals for which samples are collected,"DataCatalogueFlat,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,underlying population,text,,,,,,,,,Provide a summary description of the underlying population from which participants are sampled,"DataCatalogueFlat,RWEStaging"
Collections,,population description,text,,,,,,,,,A short description of the study population,EMA
Collections,,population of interest,ontology_array,,,CatalogueOntologies,Population of interest,,,,,Select population of interest,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,population of interest other,text,,,,,,,,,"If population of interest is 'Other', please specify which other population has been studied","DataCatalogueFlat,EMA,StudiesStaging"
Collections,,countries,ontology_array,,,CatalogueOntologies,Countries,,,,dct:spatial,Countries where data from this collection largely originate from,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,regions,ontology_array,,,CatalogueOntologies,Regions,,,,dct:spatial,Geographical regions where data from this collection largely originate from,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,population age groups,ontology_array,,,CatalogueOntologies,Age groups,,,,,Which population age groups are captured in this collection? Select all that are relevant,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,inclusion criteria,ontology_array,,,CatalogueOntologies,Inclusion criteria,,,,,Inclusion criteria applied to the participants of this collection,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,other inclusion criteria,text,,,,,,,,,Other inclusion criteria applied to the participants of this collection,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,population entry,ontology_array,,,CatalogueOntologies,Population entry,,,,,Select the possible causes / events that trigger the registration of a person in the data source,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,population entry other,text,,,,,,,,,"If other, specify the causes of entry to the underlying population","DataCatalogueFlat,EMA,RWEStaging"
Collections,,population exit,ontology_array,,,CatalogueOntologies,Population exit,,,,,Select the possible causes / events that trigger the de-registration of a person in the data source,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,population exit other,text,,,,,,,,,"If other, specify the causes of exit from the underlying population","DataCatalogueFlat,EMA,RWEStaging"
Collections,,population disease,ontology_array,,,CatalogueOntologies,Diseases,,,,,Is information on a specific disease subpopulation collected (e.g. as in a disease-specific registry or cohort)?,"DataCatalogueFlat,CohortsStaging,RWEStaging"
Collections,,population oncology topology,ontology_array,,,CatalogueOntologies,ICDO topologies,,,,,"Is information on on specific cancer subtype(s) collected? If yes, select topology specifications","DataCatalogueFlat,CohortsStaging,RWEStaging"
Collections,,population oncology morphology,ontology_array,,,CatalogueOntologies,ICDO morphologies,,,,,"Is information on specific cancer subtype(s) collected? If yes, select morphology specifications","DataCatalogueFlat,CohortsStaging,RWEStaging"
Collections,,population coverage,text,,,,,,,,,Estimated percentage of the population covered by the data source in the catchment area. Please describe the denominator,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,population not covered,text,,,,,,,,,"Description of the population covered by the data source in the catchment area whose data are not collected, where applicable (e.g. people who are registered only for private care) ","DataCatalogueFlat,EMA,RWEStaging"
Collections,,counts,refback,,,,Collection counts,,collection,,,Counts of e.g. samples defined for this collection,"DataCatalogueFlat,RWEStaging,StudiesStaging"
Collections,,contributors,heading,,,,,,,,,List of relevant collaborations,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,people involved,refback,,,,Collection contacts,,collection,,dcat:contactPoint,Persons involved and their role(s),"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,organisations involved,refback,,,,Collection organisations,,collection,,,Organisations involved and their role(s),"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,NetworksStaging"
Collections,,networks involved,refback,,,,Collections,,collections,,,The consortia or networks that this collection is part of,"DataCatalogueFlat,EMA"
Collections,,networks other,text,,,,,,,,,List the names of any other networks that are not listed and this collection is involved in,EMA
Collections,,available data and samples,heading,,,,,,,,,Data model and contents,"DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging"
Collections,,areas of information,ontology_array,,,CatalogueOntologies,Areas of information cohorts,,,,,Areas of information that were collected,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,areas of information rwd,ontology_array,,,CatalogueOntologies,Areas of information ds,,,,,Areas of information that were collected,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,quality of life other,text,,,,,,,,,"If other, specify additional quality of life measures","DataCatalogueFlat,EMA,RWEStaging"
Collections,,cause of death code other,text,,,,,,,,,"If 'other,' what cause of death vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,indication vocabulary other,text,,,,,,,,,"If 'other,' what indication for use vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,genetic data vocabulary other,text,,,,,,,,,"If 'other,' what genetic data vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,care setting other,text,,,,,,,,,"If 'other,' description of the setting of care","DataCatalogueFlat,EMA,RWEStaging"
Collections,,medicinal product vocabulary other,text,,,,,,,,,"If 'other,' description of the medicinal product vocabulary","DataCatalogueFlat,EMA,RWEStaging"
Collections,,prescriptions vocabulary other,text,,,,,,,,,"If 'other,' what prescriptions vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,dispensings vocabulary other,text,,,,,,,,,"If 'other,' what dispensings vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,procedures vocabulary other,text,,,,,,,,,"If 'other,' what procedures vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,biomarker data vocabulary other,text,,,,,,,,,"If 'other,' what biomarker data vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,diagnosis medical event vocabulary other,text,,,,,,,,,"If 'other,' what diagnosis medical event vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,data dictionary available,bool,,,,,,,,,Are a data dictionary and a data model available?,"DataCatalogueFlat,RWEStaging"
Collections,,disease details,ontology_array,,,CatalogueOntologies,MedDRA,,,,,"If data on a specific disease is collected, which diseases does the data source collect information on","DataCatalogueFlat,EMA,RWEStaging"
Collections,,disease details other,text,,,,,,,,,Specify disease details if not present in MedDRA,EMA
Collections,,biospecimen collected,ontology_array,,,CatalogueOntologies,Biospecimens,,,,,"If the data bank contains biospecimens, what types of specimen","DataCatalogueFlat,RWEStaging"
Collections,,languages,ontology_array,,,CatalogueOntologies,Languages,,,,,Languages that the records are recorded in (ISO 639),"DataCatalogueFlat,EMA,RWEStaging"
Collections,,multiple entries,bool,,,,,,,,,Can there be multiple entries for a single person in the data bank?,"DataCatalogueFlat,RWEStaging"
Collections,,linkage,heading,,,,,,,,,Data linkage,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,has identifier,bool,,,,,,,,,Is there a unique identifier for a person in the data bank?,"DataCatalogueFlat,RWEStaging"
Collections,,identifier description,text,,,,,,,,,"Describe the variable that is used as a unique identifier for a person in the data bank. If the unique identifier is not at level of a person (for example hospital encounter), describe how this translated to an individual level","DataCatalogueFlat,RWEStaging"
Collections,,prelinked,bool,,,,,,,,,Is the data from this data source linked to other data sources?,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging"
Collections,,linkage options,text,,,,,,,,,Linkage options with additional data resources that are available for this collection,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,linkage description,text,,,,,,,,,Provide a high-level description of the linkages that are currently available for this data collection,EMA
Collections,,linkage possibility,bool,,,,,,,,,Can this data source be linked to other data sources?,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging"
Collections,,linkage possibility description,text,,,,,,,,,Description of data sources that can be linked to this data source,EMA
Collections,,linked collections,refback,,,,Collection linkages,,collection,,,List of collections that are or can be linked to this main collection,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,access conditions,heading,,,,,,,,,Access and validation information,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging"
Collections,,informed consent type,ontology,,,CatalogueOntologies,Informed consent types,,,,,What type of informed consent was given for data collection?,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,informed consent required,ontology,,,CatalogueOntologies,Informed consent required,,,,,Is informed consent required for use of the data for research purposes?,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,informed consent other,text,,,,,,,,,"If other, describe the conditions when informed consent is required","DataCatalogueFlat,EMA,RWEStaging"
Collections,,data access conditions,ontology_array,,,CatalogueOntologies,Data access conditions,,,,,Codes defining data access terms and conditions,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,data use conditions,ontology_array,,,CatalogueOntologies,Data use conditions,,,,,Codes defining data use terms and conditions,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,data access conditions description,text,,,,,,,,,Description of data access terms and use conditions,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,data access fee,bool,,,,,,,,,Does a fee apply to gain access to data of this cohort?,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,access identifiable data,text,,,,,,,,,Can identifiable data be accessed in the data bank (including patient/practitioner name/practice name)?,"DataCatalogueFlat,RWEStaging"
Collections,,access identifiable data route,text,,,,,,,,,"If yes above, what is the route to access or process this information? What permission is required?","DataCatalogueFlat,RWEStaging"
Collections,,access subject details,bool,,,,,,,,,Can individual patients/practitioners/practices be contacted in the data bank?,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,access subject details route,text,,,,,,,,,"If yes to the above, what is the route to access or process this information? What permission is required?","DataCatalogueFlat,RWEStaging"
Collections,,access third party,bool,,,,,,,,,Can (an extract of) the data bank be accessed with permission by a third party?,"DataCatalogueFlat,RWEStaging"
Collections,,access third party conditions,text,,,,,,,,,"If above is 'yes', describe the conditions under which third-party access may be granted","DataCatalogueFlat,RWEStaging"
Collections,,access non EU,bool,,,,,,,,,Can (an extract of) the data bank be accessed with permission by a non-EU/EEA institution?,"DataCatalogueFlat,RWEStaging"
Collections,,access non EU conditions,text,,,,,,,,,"If yes to the above, describe the conditions under which non-EU/EEA access may be granted","DataCatalogueFlat,RWEStaging"
Collections,,biospecimen access,bool,,,,,,,,,"If the data bank contains biospecimens (e.g. tissue samples), can these be retrieved?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,biospecimen access conditions,text,,,,,,,,,"If yes to the above, describe the conditions under which permission to retrieve biospecimens may be granted","DataCatalogueFlat,EMA,RWEStaging"
Collections,,governance details,text,,,,,,,,,"If available, provide a link to documents or webpages that describe the overall governance of the data source bank (governing data access or utilisation for research purposes by existing DAPs)","DataCatalogueFlat,RWEStaging"
Collections,,approval for publication,bool,,,,,,,,,Is an approval needed to publish the results of a study using the data,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,DAPs,refback,,,,Collection DAPs,,collection,,,List of DAPs that are listed in the catalogue as having (conditional) permission to access (an extract of) the data source,"DataCatalogueFlat,RWEStaging"
Collections,,updates,heading,,,,,,,,,Information on the regularity of updates and time lags,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,release type,ontology,,,CatalogueOntologies,Release types,,,,,Select whether this collection is a closed dataset or whether new data is released continuously or at a termly basis,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,release description,text,,,,,,,,,Description of the release cycle of this collection,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging"
Collections,,number of records,int,,,,,,,,,Total number of unique records captured in the data bank (most recent count),"DataCatalogueFlat,RWEStaging"
Collections,,release frequency,int,,,,,,,,,Refreshing rate (in months),"DataCatalogueFlat,EMA,RWEStaging"
Collections,,refresh time,int,,,,,,,,,Average number of days between refresh of data bank with new records,"DataCatalogueFlat,RWEStaging"
Collections,,lag time,int,,,,,,,,,How many days is the lag time after refresh before a record can be extracted? (e.g. a lag time may occur if the originator conducts quality checks),"DataCatalogueFlat,RWEStaging"
Collections,,refresh period,ontology_array,,,CatalogueOntologies,Refresh periods,,,,,"If data are refreshed on fixed dates (e.g. every June and December), when are the refreshes scheduled? Select all that apply from the following:","DataCatalogueFlat,EMA,RWEStaging"
Collections,,preservation,bool,,,,,,,,,Are records preserved in the data bank indefinitely?,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,preservation duration,int,,,,,,,,,"If no to the above, for how long (in years) are records preserved in the data bank?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,quality,heading,,,,,,,,,List of relevant studies conducted using the data bank,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,standard operating procedures,bool,,,,,,,,,Is there a standard operating procedure document that defines the processes and procedures for data capture and management?,"DataCatalogueFlat,RWEStaging"
Collections,,qualification,bool,,,,,,,,,"Has the data source successfully undergone a formal qualification process (e.g. from the EMA, ISO or other certifications)?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,qualifications description,text,,,,,,,,,"Has the data source successfully undergone a qualification process (e.g. from the EMA)? If yes, describe the qualification(s) granted","DataCatalogueFlat,EMA,RWEStaging"
Collections,,audit possible,bool,,,,,,,,,"Are external parties allowed to audit the data? For example, is it possible for an external party to audit the quality or validity of the data source?","DataCatalogueFlat,RWEStaging"
Collections,,completeness,text,,,,,,,,,Describe the completeness of the data bank (e.g. variables with more or fewer missing values),"DataCatalogueFlat,RWEStaging"
Collections,,completeness over time,text,,,,,,,,,Describe any changes in completeness of the data bank (e.g. variables with more or fewer missing values) that have occurred  over time,"DataCatalogueFlat,RWEStaging"
Collections,,completeness results,text,,,,,,,,,What methods or processes are applied to check completeness of the data bank?,"DataCatalogueFlat,RWEStaging"
Collections,,quality description,text,,,,,,,,,Describe the quality of the data bank (e.g. variables with more or fewer missing values),"DataCatalogueFlat,RWEStaging"
Collections,,quality over time,text,,,,,,,,,Describe any changes in quality of the data bank that have occurred  over time,"DataCatalogueFlat,RWEStaging"
Collections,,access for validation,bool,,,,,,,,,"Can validity of the data in the data bank be verified, e.g. by review of origin medical charts?","DataCatalogueFlat,EMA,RWEStaging"
Collections,,quality validation frequency,text,,,,,,,,,How often are data quality checks and validation steps conducted on the data bank?,"DataCatalogueFlat,RWEStaging"
Collections,,quality validation methods,text,,,,,,,,,What methods or processes are applied for data quality checks and validation steps conducted on the data bank?,"DataCatalogueFlat,RWEStaging"
Collections,,correction methods,text,,,,,,,,,What methods or processes are applied to correct illogical values in the data bank?,"DataCatalogueFlat,RWEStaging"
Collections,,quality validation results,,,,,,,,,,"If available, provide a link to a publication of the data quality check and validation results","DataCatalogueFlat,RWEStaging"
Collections,,quality marks,ontology_array,,,CatalogueOntologies,Study quality marks,,,,,"Quality marks, such as ENCePP seal",EMA
Collections,,standards,heading,,,,,,,,,Use of standard data models and ontologies,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,mappings to common data models,refback,,,,Mapped datasets,,source,,,Overview of dataset mappings available,"DataCatalogueFlat,RWEStaging"
Collections,,common data models other,text,,,,,,,,,"If not in list above, give the name of cdm(s) used by this data source","DataCatalogueFlat,EMA,RWEStaging"
Collections,,ETL standard vocabularies,ontology_array,,,CatalogueOntologies,Vocabularies,,,,,"Are data mapped to standardised vocabularies during ETL to the CDM? If yes, what vocabularies are used for events, such as diagnoses?","DataCatalogueFlat,RWEStaging"
Collections,,ETL standard vocabularies other,text,,,,,,,,,"If other, what other vocabularies are used?","DataCatalogueFlat,RWEStaging"
Collections,,information,heading,,,,,,,,,Other information,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,publications,refback,,,,Collection publications,,collection,,,Publication(s) about this collection,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,funding sources,ontology_array,,,CatalogueOntologies,Funding types,,,,,Specify the main financial support sources for the data source in the last three years. Select all that apply,"DataCatalogueFlat,EMA,RWEStaging"
Collections,,funding scheme,ontology_array,,,CatalogueOntologies,Study funding,,,,,The source of funding for the study. Select all that apply,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,funding statement,text,,,,,,,,,Statement listing funding that was obtained for this collection,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,citation requirements,text,,,,,,,,,Citation regulation for this collection,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,acknowledgements,text,,,,,,,,,Acknowledgement statement and citation regulation for this collection,"DataCatalogueFlat,CohortsStaging,RWEStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,documentation,refback,,,,Collection documentation,,collection,,,"Descriptive document(s) available for this collection, e.g. informed consent","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging"
Collections,,supplementary information,text,,,,,,,,,Any other information that needs to be disclosed for this collection,"DataCatalogueFlat,CohortsStaging,RWEStaging"
Collections,,study details,heading,,,,,,,,,List of relevant collaborations,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,study requirements,ontology_array,,,CatalogueOntologies,Study requirements,,,,,Study requirements,EMA
Collections,,regulatory procedure number,string,,,,,,,,,"Regulatory procedure number, for RMP Category 1 and 2 studies only",EMA
Collections,,date of signing funding contract planned,date,,,,,,,,,"Date when funding contract was signed, planned",EMA
Collections,,date of signing funding contract actual,date,,,,,,,,,"Date when funding contract was signed, actual",EMA
Collections,,collection start planned,date,,,,,,,,,When was the data collection planned to start?,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,collection start actual,date,,,,,,,,,When was the data collection actually start?,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,analysis start planned,date,,,,,,,,,When was the data analysis planned to start?,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,analysis start actual,date,,,,,,,,,When did the data analysis actually start?,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,interim report planned,date,,,,,,,,,"Planned date of interim report, if expected",EMA
Collections,,interim report actual,date,,,,,,,,,"Actual date of interim report, if expected",EMA
Collections,,final report planned,date,,,,,,,,,"Date of final study report, planned",EMA
Collections,,final report actual,date,,,,,,,,,"Date of final study report, actual",EMA
Collections,,data sources,ref_array,,,,Collections,,,,,Data sources that provided data into this study,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,data sources other,text,,,,,,,,,Other not listed data sources that provided data into this study,EMA
Collections,,study features,ontology_array,,,CatalogueOntologies,Study features,,,,,Data features,EMA
Collections,,data characterisation details,text,,,,,,,,,Provide a summary description of the data characterisation or quality check process,EMA
Collections,,data source types,ontology_array,,,CatalogueOntologies,Study datasource types,,,,,Types of data sources used,EMA
Collections,,data source types other,text,,,,,,,,,"Sources of data, if other",EMA
Collections,,number of data sources,int,,,,,,,,,Total number of data sources included in the study,EMA
Collections,,medicines studied INN codes,ontology_array,,,CatalogueOntologies,INN,,,,,INN codes of medicines studied,EMA
Collections,,medicines studied ATC codes,ontology_array,,,CatalogueOntologies,ATC,,,,,ATC codes of medicines studied,EMA
Collections,,medicines studies brands,ontology_array,,,CatalogueOntologies,Medicine brand names,,,,,Brand names of the medicines studied,EMA
Collections,,medicines studied other,text,,,,,,,,,If the medicinal product information (e.g. brand name or active substance or ATC code) does not appear in the available look-ups please enter it here,EMA
Collections,,medical conditions studied,ontology_array,,,CatalogueOntologies,MedDRA,,,,,Codes of the medical conditions studied,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,medical conditions studied other,text,,,,,,,,,Codes of the medical conditions studied,EMA
Collections,,data extraction date,date,,,,,,,,,Date on which the study data was extracted,"DataCatalogueFlat,StudiesStaging"
Collections,,study methods,heading,,,,,,,,,Methodological aspects,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,analysis plan,text,,,,,,,,,"A brief summary of the analysis method (e.g. risk estimation, measures of risk, internal/external validity)","DataCatalogueFlat,StudiesStaging"
Collections,,objectives,text,,,,,,,,,A short description of the study objective,"DataCatalogueFlat,EMA,StudiesStaging"
Collections,,interventions,text,,,,,,,,,A short description of the study interventions,EMA
Collections,,comparators,text,,,,,,,,,A short description of the study comparators,EMA
Collections,,outcomes,text,,,,,,,,,A short description of the study outcomes,EMA
Collections,,results,text,,,,,,,,,A brief summary of the results of the study on study completion (e.g. from abstract),"DataCatalogueFlat,EMA,StudiesStaging"
