order,name,label,parent,codesystem,code,ontologyTermURI,definition
,Moving objects with lower extremities,d435. Moving objects with lower extremities,,ICF,d435,http://who.int/icf#d435,Moving objects with lower extremities
,Purposeful sensory experiences,d110-d129. Purposeful sensory experiences,,ICF,d110-d129,http://who.int/icf#d110-d129,Purposeful sensory experiences
,Pain,b280-b289. Pain,,ICF,b280-b289,http://who.int/icf#b280-b289,Pain
,Mobility of a single joint,b7100. Mobility of a single joint,,ICF,b7100,http://who.int/icf#b7100,Mobility of a single joint
,Lifting and carrying objects,d430. Lifting and carrying objects,,ICF,d430,http://who.int/icf#d430,Lifting and carrying objects
,Mobility of joints generalized,b7102. Mobility of joints generalized,,ICF,b7102,http://who.int/icf#b7102,Mobility of joints generalized
,Mobility of several joints,b7101. Mobility of several joints,,ICF,b7101,http://who.int/icf#b7101,Mobility of several joints
,Taste function,b250. Taste function,,ICF,b250,http://who.int/icf#b250,Taste function
,Carrying  moving and handling objects  other specified and unspecified,"d449. Carrying, moving and handling objects, other specified and unspecified",,ICF,d449,http://who.int/icf#d449,"Carrying, moving and handling objects, other specified and unspecified"
,Formal associations,d9101. Formal associations,,ICF,d9101,http://who.int/icf#d9101,Formal associations
,Touch function,b265. Touch function,,ICF,b265,http://who.int/icf#b265,Touch function
,Ceremonies,d9102. Ceremonies,,ICF,d9102,http://who.int/icf#d9102,Ceremonies
,Informal associations,d9100. Informal associations,,ICF,d9100,http://who.int/icf#d9100,Informal associations
,Hand and arm use,d445. Hand and arm use,,ICF,d445,http://who.int/icf#d445,Hand and arm use
,Proprioceptive function,b260. Proprioceptive function,,ICF,b260,http://who.int/icf#b260,Proprioceptive function
,Fine hand use,d440. Fine hand use,,ICF,d440,http://who.int/icf#d440,Fine hand use
,Community life  unspecified,"d9109. Community life, unspecified",,ICF,d9109,http://who.int/icf#d9109,"Community life, unspecified"
,Vibration,e255. Vibration,,ICF,e255,http://who.int/icf#e255,Vibration
,Community life  other specified,"d9108. Community life, other specified",,ICF,d9108,http://who.int/icf#d9108,"Community life, other specified"
,Additional sensory functions  other specified and unspecified,"b279. Additional sensory functions, other specified and unspecified",,ICF,b279,http://who.int/icf#b279,"Additional sensory functions, other specified and unspecified"
,Moving around,d455. Moving around,,ICF,d455,http://who.int/icf#d455,Moving around
,Domestic life  other specified,"d698. Domestic life, other specified",,ICF,d698,http://who.int/icf#d698,"Domestic life, other specified"
,Domestic life  unspecified,"d699. Domestic life, unspecified",,ICF,d699,http://who.int/icf#d699,"Domestic life, unspecified"
,Walking,d450. Walking,,ICF,d450,http://who.int/icf#d450,Walking
,Sensory functions related to temperature and other stimuli,b270. Sensory functions related to temperature and other stimuli,,ICF,b270,http://who.int/icf#b270,Sensory functions related to temperature and other stimuli
,Undertaking a single task,d210. Undertaking a single task,,ICF,d210,http://who.int/icf#d210,Undertaking a single task
,Hearing and vestibular functions,b230-b249. Hearing and vestibular functions,,ICF,b230-b249,http://who.int/icf#b230-b249,Hearing and vestibular functions
,Assistive products and technology for communication,e1251. Assistive products and technology for communication,,ICF,e1251,http://who.int/icf#e1251,Assistive products and technology for communication
,General products and technology for communication,e1250. General products and technology for communication,,ICF,e1250,http://who.int/icf#e1250,General products and technology for communication
,Land forms,e2100. Land forms,,ICF,e2100,http://who.int/icf#e2100,Land forms
,Functions of the respiratory system  other specified and unspecified,"b449. Functions of the respiratory system, other specified and unspecified",,ICF,b449,http://who.int/icf#b449,"Functions of the respiratory system, other specified and unspecified"
,Functions of the respiratory system,b440-b449. Functions of the respiratory system,,ICF,b440-b449,http://who.int/icf#b440-b449,Functions of the respiratory system
,Bodies of water,e2101. Bodies of water,,ICF,e2101,http://who.int/icf#e2101,Bodies of water
,Acquisition of necessities  other specified and unspecified,"d629. Acquisition of necessities, other specified and unspecified",,ICF,d629,http://who.int/icf#d629,"Acquisition of necessities, other specified and unspecified"
,Complex economic transactions,d865. Complex economic transactions,,ICF,d865,http://who.int/icf#d865,Complex economic transactions
,Products and technology for communication  unspecified,"e1259. Products and technology for communication, unspecified",,ICF,e1259,http://who.int/icf#e1259,"Products and technology for communication, unspecified"
,Products and technology for communication  other specified,"e1258. Products and technology for communication, other specified",,ICF,e1258,http://who.int/icf#e1258,"Products and technology for communication, other specified"
,Sensations associated with the digestive system  other specified,"b5358. Sensations associated with the digestive system, other specified",,ICF,b5358,http://who.int/icf#b5358,"Sensations associated with the digestive system, other specified"
,Physical geography  other specified,"e2108. Physical geography, other specified",,ICF,e2108,http://who.int/icf#e2108,"Physical geography, other specified"
,Sensations associated with the digestive system  unspecified,"b5359. Sensations associated with the digestive system, unspecified",,ICF,b5359,http://who.int/icf#b5359,"Sensations associated with the digestive system, unspecified"
,Urination functions  other specified,"b6208. Urination functions, other specified",,ICF,b6208,http://who.int/icf#b6208,"Urination functions, other specified"
,Acquisition of goods and services,d620. Acquisition of goods and services,,ICF,d620,http://who.int/icf#d620,Acquisition of goods and services
,Physical geography  unspecified,"e2109. Physical geography, unspecified",,ICF,e2109,http://who.int/icf#e2109,"Physical geography, unspecified"
,Respiratory muscle functions,b445. Respiratory muscle functions,,ICF,b445,http://who.int/icf#b445,Respiratory muscle functions
,Urination functions  unspecified,"b6209. Urination functions, unspecified",,ICF,b6209,http://who.int/icf#b6209,"Urination functions, unspecified"
,Sensation of nausea,b5350. Sensation of nausea,,ICF,b5350,http://who.int/icf#b5350,Sensation of nausea
,Feeling bloated,b5351. Feeling bloated,,ICF,b5351,http://who.int/icf#b5351,Feeling bloated
,Basic economic transactions,d860. Basic economic transactions,,ICF,d860,http://who.int/icf#d860,Basic economic transactions
,Respiration functions,b440. Respiration functions,,ICF,b440,http://who.int/icf#b440,Respiration functions
,Sensation of abdominal cramps,b5352. Sensation of abdominal cramps,,ICF,b5352,http://who.int/icf#b5352,Sensation of abdominal cramps
,Urination,b6200. Urination,,ICF,b6200,http://who.int/icf#b6200,Urination
,Urinary continence,b6202. Urinary continence,,ICF,b6202,http://who.int/icf#b6202,Urinary continence
,Frequency of urination,b6201. Frequency of urination,,ICF,b6201,http://who.int/icf#b6201,Frequency of urination
,Applying knowledge,d160-d179. Applying knowledge,,ICF,d160-d179,http://who.int/icf#d160-d179,Applying knowledge
,Movement functions,b750-b789. Movement functions,,ICF,b750-b789,http://who.int/icf#b750-b789,Movement functions
,Functions related to metabolism and the endocrine system,b540-b559. Functions related to metabolism and the endocrine system,,ICF,b540-b559,http://who.int/icf#b540-b559,Functions related to metabolism and the endocrine system
,Exercise tolerance functions,b455. Exercise tolerance functions,,ICF,b455,http://who.int/icf#b455,Exercise tolerance functions
,Power of muscles of all limbs,b7304. Power of muscles of all limbs,,ICF,b7304,http://who.int/icf#b7304,Power of muscles of all limbs
,Power of muscles in lower half of the body,b7303. Power of muscles in lower half of the body,,ICF,b7303,http://who.int/icf#b7303,Power of muscles in lower half of the body
,Power of all muscles of the body,b7306. Power of all muscles of the body,,ICF,b7306,http://who.int/icf#b7306,Power of all muscles of the body
,Seeing functions,b210. Seeing functions,,ICF,b210,http://who.int/icf#b210,Seeing functions
,Power of muscles of the trunk,b7305. Power of muscles of the trunk,,ICF,b7305,http://who.int/icf#b7305,Power of muscles of the trunk
,Economic life  other specified and unspecified,"d879. Economic life, other specified and unspecified",,ICF,d879,http://who.int/icf#d879,"Economic life, other specified and unspecified"
,Muscle power functions  other specified,"b7308. Muscle power functions, other specified",,ICF,b7308,http://who.int/icf#b7308,"Muscle power functions, other specified"
,Preparing meals,d630. Preparing meals,,ICF,d630,http://who.int/icf#d630,Preparing meals
,Functions of structures adjoining the eye,b215. Functions of structures adjoining the eye,,ICF,b215,http://who.int/icf#b215,Functions of structures adjoining the eye
,Genitourinary and reproductive functions  unspecified,"b699. Genitourinary and reproductive functions, unspecified",,ICF,b699,http://who.int/icf#b699,"Genitourinary and reproductive functions, unspecified"
,Genitourinary and reproductive functions  other specified,"b698. Genitourinary and reproductive functions, other specified",,ICF,b698,http://who.int/icf#b698,"Genitourinary and reproductive functions, other specified"
,Muscle power functions  unspecified,"b7309. Muscle power functions, unspecified",,ICF,b7309,http://who.int/icf#b7309,"Muscle power functions, unspecified"
,Economic self-sufficiency,d870. Economic self-sufficiency,,ICF,d870,http://who.int/icf#d870,Economic self-sufficiency
,Power of isolated muscles and muscle groups,b7300. Power of isolated muscles and muscle groups,,ICF,b7300,http://who.int/icf#b7300,Power of isolated muscles and muscle groups
,Additional respiratory functions,b450. Additional respiratory functions,,ICF,b450,http://who.int/icf#b450,Additional respiratory functions
,Power of muscles of one side of the body,b7302. Power of muscles of one side of the body,,ICF,b7302,http://who.int/icf#b7302,Power of muscles of one side of the body
,Power of muscles of one limb,b7301. Power of muscles of one limb,,ICF,b7301,http://who.int/icf#b7301,Power of muscles of one limb
,Seeing and related functions  other specified and unspecified,"b229. Seeing and related functions, other specified and unspecified",,ICF,b229,http://who.int/icf#b229,"Seeing and related functions, other specified and unspecified"
,Household tasks  other specified and unspecified,"d649. Household tasks, other specified and unspecified",,ICF,d649,http://who.int/icf#d649,"Household tasks, other specified and unspecified"
,Spirituality,d9301. Spirituality,,ICF,d9301,http://who.int/icf#d9301,Spirituality
,Terminating a job,d8452. Terminating a job,,ICF,d8452,http://who.int/icf#d8452,Terminating a job
,Organized religion,d9300. Organized religion,,ICF,d9300,http://who.int/icf#d9300,Organized religion
,Seeking employment,d8450. Seeking employment,,ICF,d8450,http://who.int/icf#d8450,Seeking employment
,Additional functions and sensations of the cardiovascular and respiratory systems  other specified and unspecified,"b469. Additional functions and sensations of the cardiovascular and respiratory systems, other specified and unspecified",,ICF,b469,http://who.int/icf#b469,"Additional functions and sensations of the cardiovascular and respiratory systems, other specified and unspecified"
,Maintaining a job,d8451. Maintaining a job,,ICF,d8451,http://who.int/icf#d8451,Maintaining a job
,Religion and spirituality  unspecified,"d9309. Religion and spirituality, unspecified",,ICF,d9309,http://who.int/icf#d9309,"Religion and spirituality, unspecified"
,Doing housework,d640. Doing housework,,ICF,d640,http://who.int/icf#d640,Doing housework
,Religion and spirituality  other specified,"d9308. Religion and spirituality, other specified",,ICF,d9308,http://who.int/icf#d9308,"Religion and spirituality, other specified"
,Sensations associated with the eye and adjoining structures,b220. Sensations associated with the eye and adjoining structures,,ICF,b220,http://who.int/icf#b220,Sensations associated with the eye and adjoining structures
,Acquiring  keeping and terminating a job  other specified,"d8458. Acquiring, keeping and terminating a job, other specified",,ICF,d8458,http://who.int/icf#d8458,"Acquiring, keeping and terminating a job, other specified"
,Acquiring  keeping and terminating a job  unspecified,"d8459. Acquiring, keeping and terminating a job, unspecified",,ICF,d8459,http://who.int/icf#d8459,"Acquiring, keeping and terminating a job, unspecified"
,Sensations associated with cardiovascular and respiratory functions,b460. Sensations associated with cardiovascular and respiratory functions,,ICF,b460,http://who.int/icf#b460,Sensations associated with cardiovascular and respiratory functions
,Vestibular functions,b235. Vestibular functions,,ICF,b235,http://who.int/icf#b235,Vestibular functions
,Manipulation of food in the mouth,b5103. Manipulation of food in the mouth,,ICF,b5103,http://who.int/icf#b5103,Manipulation of food in the mouth
,Major life areas  other specified,"d898. Major life areas, other specified",,ICF,d898,http://who.int/icf#d898,"Major life areas, other specified"
,Salivation,b5104. Salivation,,ICF,b5104,http://who.int/icf#b5104,Salivation
,Maintaining a body position,d415. Maintaining a body position,,ICF,d415,http://who.int/icf#d415,Maintaining a body position
,Major life areas  unspecified,"d899. Major life areas, unspecified",,ICF,d899,http://who.int/icf#d899,"Major life areas, unspecified"
,Swallowing,b5105. Swallowing,,ICF,b5105,http://who.int/icf#b5105,Swallowing
,Regurgitation and vomiting,b5106. Regurgitation and vomiting,,ICF,b5106,http://who.int/icf#b5106,Regurgitation and vomiting
,Caring for toenails,d5204. Caring for toenails,,ICF,d5204,http://who.int/icf#d5204,Caring for toenails
,Changing basic body position,d410. Changing basic body position,,ICF,d410,http://who.int/icf#d410,Changing basic body position
,Caring for teeth,d5201. Caring for teeth,,ICF,d5201,http://who.int/icf#d5201,Caring for teeth
,Ingestion functions  other specified,"b5108. Ingestion functions, other specified",,ICF,b5108,http://who.int/icf#b5108,"Ingestion functions, other specified"
,Ingestion functions  unspecified,"b5109. Ingestion functions, unspecified",,ICF,b5109,http://who.int/icf#b5109,"Ingestion functions, unspecified"
,Caring for household objects,d650. Caring for household objects,,ICF,d650,http://who.int/icf#d650,Caring for household objects
,Hearing functions,b230. Hearing functions,,ICF,b230,http://who.int/icf#b230,Hearing functions
,Sucking,b5100. Sucking,,ICF,b5100,http://who.int/icf#b5100,Sucking
,Biting,b5101. Biting,,ICF,b5101,http://who.int/icf#b5101,Biting
,Chewing,b5102. Chewing,,ICF,b5102,http://who.int/icf#b5102,Chewing
,Driving  other specified,"d4758. Driving, other specified",,ICF,d4758,http://who.int/icf#d4758,"Driving, other specified"
,Driving  unspecified,"d4759. Driving, unspecified",,ICF,d4759,http://who.int/icf#d4759,"Driving, unspecified"
,Products and technology for personal use in daily living,e115. Products and technology for personal use in daily living,,ICF,e115,http://who.int/icf#e115,Products and technology for personal use in daily living
,Products or substances for personal consumption,e110. Products or substances for personal consumption,,ICF,e110,http://who.int/icf#e110,Products or substances for personal consumption
,Driving human-powered transportation,d4750. Driving human-powered transportation,,ICF,d4750,http://who.int/icf#d4750,Driving human-powered transportation
,Driving motorized vehicles,d4751. Driving motorized vehicles,,ICF,d4751,http://who.int/icf#d4751,Driving motorized vehicles
,Driving animal-powered vehicles,d4752. Driving animal-powered vehicles,,ICF,d4752,http://who.int/icf#d4752,Driving animal-powered vehicles
,Walking  other specified,"d4508. Walking, other specified",,ICF,d4508,http://who.int/icf#d4508,"Walking, other specified"
,Walking  unspecified,"d4509. Walking, unspecified",,ICF,d4509,http://who.int/icf#d4509,"Walking, unspecified"
,Attention functions  other specified,"b1408. Attention functions, other specified",,ICF,b1408,http://who.int/icf#b1408,"Attention functions, other specified"
,Attention functions  unspecified,"b1409. Attention functions, unspecified",,ICF,b1409,http://who.int/icf#b1409,"Attention functions, unspecified"
,Higher-level cognitive functions  other specified,"b1648. Higher-level cognitive functions, other specified",,ICF,b1648,http://who.int/icf#b1648,"Higher-level cognitive functions, other specified"
,Higher-level cognitive functions  unspecified,"b1649. Higher-level cognitive functions, unspecified",,ICF,b1649,http://who.int/icf#b1649,"Higher-level cognitive functions, unspecified"
,Problem-solving,b1646. Problem-solving,,ICF,b1646,http://who.int/icf#b1646,Problem-solving
,Products and technology for communication,e125. Products and technology for communication,,ICF,e125,http://who.int/icf#e125,Products and technology for communication
,Dividing attention,b1402. Dividing attention,,ICF,b1402,http://who.int/icf#b1402,Dividing attention
,Insight,b1644. Insight,,ICF,b1644,http://who.int/icf#b1644,Insight
,Walking short distances,d4500. Walking short distances,,ICF,d4500,http://who.int/icf#d4500,Walking short distances
,Sharing attention,b1403. Sharing attention,,ICF,b1403,http://who.int/icf#b1403,Sharing attention
,Judgement,b1645. Judgement,,ICF,b1645,http://who.int/icf#b1645,Judgement
,Walking long distances,d4501. Walking long distances,,ICF,d4501,http://who.int/icf#d4501,Walking long distances
,Sustaining attention,b1400. Sustaining attention,,ICF,b1400,http://who.int/icf#b1400,Sustaining attention
,Time management,b1642. Time management,,ICF,b1642,http://who.int/icf#b1642,Time management
,Walking on different surfaces,d4502. Walking on different surfaces,,ICF,d4502,http://who.int/icf#d4502,Walking on different surfaces
,Shifting attention,b1401. Shifting attention,,ICF,b1401,http://who.int/icf#b1401,Shifting attention
,Cognitive flexibility,b1643. Cognitive flexibility,,ICF,b1643,http://who.int/icf#b1643,Cognitive flexibility
,Walking around obstacles,d4503. Walking around obstacles,,ICF,d4503,http://who.int/icf#d4503,Walking around obstacles
,Abstraction,b1640. Abstraction,,ICF,b1640,http://who.int/icf#b1640,Abstraction
,Organization and planning,b1641. Organization and planning,,ICF,b1641,http://who.int/icf#b1641,Organization and planning
,Products and technology for personal indoor and outdoor mobility and transportation,e120. Products and technology for personal indoor and outdoor mobility and transportation,,ICF,e120,http://who.int/icf#e120,Products and technology for personal indoor and outdoor mobility and transportation
,Sensory functions related to temperature and other stimuli  unspecified,"b2709. Sensory functions related to temperature and other stimuli, unspecified",,ICF,b2709,http://who.int/icf#b2709,"Sensory functions related to temperature and other stimuli, unspecified"
,Moving around in different locations,d460. Moving around in different locations,,ICF,d460,http://who.int/icf#d460,Moving around in different locations
,Sensory functions related to temperature and other stimuli  other specified,"b2708. Sensory functions related to temperature and other stimuli, other specified",,ICF,b2708,http://who.int/icf#b2708,"Sensory functions related to temperature and other stimuli, other specified"
,Sensitivity to a noxious stimulus,b2703. Sensitivity to a noxious stimulus,,ICF,b2703,http://who.int/icf#b2703,Sensitivity to a noxious stimulus
,Sensitivity to pressure,b2702. Sensitivity to pressure,,ICF,b2702,http://who.int/icf#b2702,Sensitivity to pressure
,Sensitivity to vibration,b2701. Sensitivity to vibration,,ICF,b2701,http://who.int/icf#b2701,Sensitivity to vibration
,Sensitivity to temperature,b2700. Sensitivity to temperature,,ICF,b2700,http://who.int/icf#b2700,Sensitivity to temperature
,Stability of joints generalized,b7152. Stability of joints generalized,,ICF,b7152,http://who.int/icf#b7152,Stability of joints generalized
,Products and technology for employment,e135. Products and technology for employment,,ICF,e135,http://who.int/icf#e135,Products and technology for employment
,Stability of joint functions  unspecified,"b7159. Stability of joint functions, unspecified",,ICF,b7159,http://who.int/icf#b7159,"Stability of joint functions, unspecified"
,Products and technology for education,e130. Products and technology for education,,ICF,e130,http://who.int/icf#e130,Products and technology for education
,Stability of joint functions  other specified,"b7158. Stability of joint functions, other specified",,ICF,b7158,http://who.int/icf#b7158,"Stability of joint functions, other specified"
,Carrying out daily routine  unspecified,"d2309. Carrying out daily routine, unspecified",,ICF,d2309,http://who.int/icf#d2309,"Carrying out daily routine, unspecified"
,Carrying out daily routine  other specified,"d2308. Carrying out daily routine, other specified",,ICF,d2308,http://who.int/icf#d2308,"Carrying out daily routine, other specified"
,SENSORY FUNCTIONS AND PAIN,b2. CHAPTER 2  SENSORY FUNCTIONS AND PAIN,,ICF,b2,http://who.int/icf#b2,SENSORY FUNCTIONS AND PAIN
,MENTAL FUNCTIONS,b1. CHAPTER 1  MENTAL FUNCTIONS,,ICF,b1,http://who.int/icf#b1,MENTAL FUNCTIONS
,FUNCTIONS OF THE CARDIOVASCULAR  HAEMATOLOGICAL  IMMUNOLOGICAL AND RESPIRATORY SYSTEMS,"b4. CHAPTER 4 FUNCTIONS OF THE CARDIOVASCULAR, HAEMATOLOGICAL, IMMUNOLOGICAL AND RESPIRATORY SYSTEMS",,ICF,b4,http://who.int/icf#b4,"FUNCTIONS OF THE CARDIOVASCULAR, HAEMATOLOGICAL, IMMUNOLOGICAL AND RESPIRATORY SYSTEMS"
,VOICE AND SPEECH FUNCTIONS,b3. CHAPTER 3 VOICE AND SPEECH FUNCTIONS,,ICF,b3,http://who.int/icf#b3,VOICE AND SPEECH FUNCTIONS
,GENITOURINARY AND REPRODUCTIVE FUNCTIONS,b6. CHAPTER 6  GENITOURINARY AND REPRODUCTIVE FUNCTIONS,,ICF,b6,http://who.int/icf#b6,GENITOURINARY AND REPRODUCTIVE FUNCTIONS
,Crawling,d4550. Crawling,,ICF,d4550,http://who.int/icf#d4550,Crawling
,FUNCTIONS OF THE DIGESTIVE  METABOLIC AND ENDOCRINE SYSTEMS,"b5. CHAPTER 5 FUNCTIONS OF THE DIGESTIVE, METABOLIC AND ENDOCRINE SYSTEMS",,ICF,b5,http://who.int/icf#b5,"FUNCTIONS OF THE DIGESTIVE, METABOLIC AND ENDOCRINE SYSTEMS"
,FUNCTIONS OF THE SKIN AND RELATED STRUCTURES,b8. CHAPTER 8 FUNCTIONS OF THE SKIN AND RELATED STRUCTURES,,ICF,b8,http://who.int/icf#b8,FUNCTIONS OF THE SKIN AND RELATED STRUCTURES
,General products and technology for culture  recreation and sport,"e1400. General products and technology for culture, recreation and sport",,ICF,e1400,http://who.int/icf#e1400,"General products and technology for culture, recreation and sport"
,NEUROMUSCULOSKELETAL AND MOVEMENT-RELATED FUNCTIONS,b7. CHAPTER 7 NEUROMUSCULOSKELETAL AND MOVEMENT-RELATED FUNCTIONS,,ICF,b7,http://who.int/icf#b7,NEUROMUSCULOSKELETAL AND MOVEMENT-RELATED FUNCTIONS
,Assistive products and technology for culture  recreation and sport,"e1401. Assistive products and technology for culture, recreation and sport",,ICF,e1401,http://who.int/icf#e1401,"Assistive products and technology for culture, recreation and sport"
,Products and technology for culture  recreation and sport  other specified,"e1408. Products and technology for culture, recreation and sport, other specified",,ICF,e1408,http://who.int/icf#e1408,"Products and technology for culture, recreation and sport, other specified"
,Products and technology for culture  recreation and sport  unspecified,"e1409. Products and technology for culture, recreation and sport, unspecified",,ICF,e1409,http://who.int/icf#e1409,"Products and technology for culture, recreation and sport, unspecified"
,General tasks and demands  other specified,"d298. General tasks and demands, other specified",,ICF,d298,http://who.int/icf#d298,"General tasks and demands, other specified"
,Products and technology for the practice of religion and spirituality,e145. Products and technology for the practice of religion and spirituality,,ICF,e145,http://who.int/icf#e145,Products and technology for the practice of religion and spirituality
,General tasks and demands  unspecified,"d299. General tasks and demands, unspecified",,ICF,d299,http://who.int/icf#d299,"General tasks and demands, unspecified"
,Managing one's own activity level,d2303. Managing one's own activity level,,ICF,d2303,http://who.int/icf#d2303,Managing one's own activity level
,Completing the daily routine,d2302. Completing the daily routine,,ICF,d2302,http://who.int/icf#d2302,Completing the daily routine
,Products and technology for culture  recreation and sport,"e140. Products and technology for culture, recreation and sport",,ICF,e140,http://who.int/icf#e140,"Products and technology for culture, recreation and sport"
,Managing daily routine,d2301. Managing daily routine,,ICF,d2301,http://who.int/icf#d2301,Managing daily routine
,PRODUCTS AND TECHNOLOGY,e1. CHAPTER 1  PRODUCTS AND TECHNOLOGY,,ICF,e1,http://who.int/icf#e1,PRODUCTS AND TECHNOLOGY
,NATURAL ENVIRONMENT AND HUMAN-MADE CHANGES TO ENVIRONMENT,e2. CHAPTER 2  NATURAL ENVIRONMENT AND HUMAN-MADE CHANGES TO ENVIRONMENT,,ICF,e2,http://who.int/icf#e2,NATURAL ENVIRONMENT AND HUMAN-MADE CHANGES TO ENVIRONMENT
,Tangible assets,e1651. Tangible assets,,ICF,e1651,http://who.int/icf#e1651,Tangible assets
,Financial assets,e1650. Financial assets,,ICF,e1650,http://who.int/icf#e1650,Financial assets
,Intangible assets,e1652. Intangible assets,,ICF,e1652,http://who.int/icf#e1652,Intangible assets
,Walking and moving  other specified and unspecified,"d469. Walking and moving, other specified and unspecified",,ICF,d469,http://who.int/icf#d469,"Walking and moving, other specified and unspecified"
,Sensation of pain  other specified and unspecified,"b289. Sensation of pain, other specified and unspecified",,ICF,b289,http://who.int/icf#b289,"Sensation of pain, other specified and unspecified"
,Moving around using equipment,d465. Moving around using equipment,,ICF,d465,http://who.int/icf#d465,Moving around using equipment
,Assets  unspecified,"e1659. Assets, unspecified",,ICF,e1659,http://who.int/icf#e1659,"Assets, unspecified"
,Assets  other specified,"e1658. Assets, other specified",,ICF,e1658,http://who.int/icf#e1658,"Assets, other specified"
,Undertaking multiple tasks,d220. Undertaking multiple tasks,,ICF,d220,http://who.int/icf#d220,Undertaking multiple tasks
,Sensation of pain,b280. Sensation of pain,,ICF,b280,http://who.int/icf#b280,Sensation of pain
,Thought functions  other specified,"b1608. Thought functions, other specified",,ICF,b1608,http://who.int/icf#b1608,"Thought functions, other specified"
,Thought functions  unspecified,"b1609. Thought functions, unspecified",,ICF,b1609,http://who.int/icf#b1609,"Thought functions, unspecified"
,Using transportation  other specified,"d4708. Using transportation, other specified",,ICF,d4708,http://who.int/icf#d4708,"Using transportation, other specified"
,Using transportation  unspecified,"d4709. Using transportation, unspecified",,ICF,d4709,http://who.int/icf#d4709,"Using transportation, unspecified"
,Using public motorized transportation,d4702. Using public motorized transportation,,ICF,d4702,http://who.int/icf#d4702,Using public motorized transportation
