name,definition,codesystem,code,ontologyTermURI
"construction of penis","construction of penis","GSSO","001645","http://purl.obolibrary.org/obo/GSSO_001645"
"repair of testis","repair of testis","GSSO","001646","http://purl.obolibrary.org/obo/GSSO_001646"
"excision of testis","excision of testis","GSSO","001647","http://purl.obolibrary.org/obo/GSSO_001647"
"orchiectomy","orchiectomy","GSSO","001648","http://purl.obolibrary.org/obo/GSSO_001648"
"partial orchiectomy","partial orchiectomy","GSSO","001650","http://purl.obolibrary.org/obo/GSSO_001650"
"radical orchiectomy","radical orchiectomy","GSSO","001651","http://purl.obolibrary.org/obo/GSSO_001651"
"simple orchiectomy","simple orchiectomy","GSSO","001652","http://purl.obolibrary.org/obo/GSSO_001652"
"labial surgical procedure","labial surgical procedure","GSSO","001653","http://purl.obolibrary.org/obo/GSSO_001653"
"surgical castration","surgical castration","GSSO","001655","http://purl.obolibrary.org/obo/GSSO_001655"
"oophorectomy","oophorectomy","GSSO","001657","http://purl.obolibrary.org/obo/GSSO_001657"
"salpingo-oophorectomy","salpingo-oophorectomy","GSSO","001658","http://purl.obolibrary.org/obo/GSSO_001658"
"ovarian surgical procedure","ovarian surgical procedure","GSSO","001659","http://purl.obolibrary.org/obo/GSSO_001659"
"excision of ovary","excision of ovary","GSSO","001660","http://purl.obolibrary.org/obo/GSSO_001660"
"release of chordee","release of chordee","GSSO","001661","http://purl.obolibrary.org/obo/GSSO_001661"
"repair of penis","repair of penis","GSSO","001662","http://purl.obolibrary.org/obo/GSSO_001662"
"phalloplasty","phalloplasty","GSSO","001669","http://purl.obolibrary.org/obo/GSSO_001669"
"uterine surgical procedure","uterine surgical procedure","GSSO","001670","http://purl.obolibrary.org/obo/GSSO_001670"
"excision of uterus","excision of uterus","GSSO","001671","http://purl.obolibrary.org/obo/GSSO_001671"
"hysterectomy","hysterectomy","GSSO","001672","http://purl.obolibrary.org/obo/GSSO_001672"
"insertion of testicular prosthesis","insertion of testicular prosthesis","GSSO","001673","http://purl.obolibrary.org/obo/GSSO_001673"
"insertion of penile prosthesis","insertion of penile prosthesis","GSSO","001675","http://purl.obolibrary.org/obo/GSSO_001675"
"penile augmentation surgery","penile augmentation surgery","GSSO","001680","http://purl.obolibrary.org/obo/GSSO_001680"
"repair of buried penis","repair of buried penis","GSSO","001686","http://purl.obolibrary.org/obo/GSSO_001686"
"clitoral surgical procedure","clitoral surgical procedure","GSSO","001701","http://purl.obolibrary.org/obo/GSSO_001701"
"clitoridectomy","clitoridectomy","GSSO","001702","http://purl.obolibrary.org/obo/GSSO_001702"
"clitoroplasty","clitoroplasty","GSSO","001703","http://purl.obolibrary.org/obo/GSSO_001703"
"vaginal surgical procedure","vaginal surgical procedure","GSSO","001704","http://purl.obolibrary.org/obo/GSSO_001704"
"repair of vagina","repair of vagina","GSSO","001705","http://purl.obolibrary.org/obo/GSSO_001705"
"vaginoplasty","vaginoplasty","GSSO","001706","http://purl.obolibrary.org/obo/GSSO_001706"
"construction of vagina","construction of vagina","GSSO","001707","http://purl.obolibrary.org/obo/GSSO_001707"
"reconstruction of vagina","reconstruction of vagina","GSSO","001708","http://purl.obolibrary.org/obo/GSSO_001708"
"intestinal vaginoplasty","intestinal vaginoplasty","GSSO","001709","http://purl.obolibrary.org/obo/GSSO_001709"
"colon vaginoplasty","colon vaginoplasty","GSSO","001710","http://purl.obolibrary.org/obo/GSSO_001710"
"ileocecal vaginoplasty","ileocecal vaginoplasty","GSSO","001711","http://purl.obolibrary.org/obo/GSSO_001711"
"ileal vaginoplasty","ileal vaginoplasty","GSSO","001712","http://purl.obolibrary.org/obo/GSSO_001712"
"cecal vaginoplasty","cecal vaginoplasty","GSSO","001713","http://purl.obolibrary.org/obo/GSSO_001713"
"sigmoid vaginoplasty","sigmoid vaginoplasty","GSSO","001714","http://purl.obolibrary.org/obo/GSSO_001714"
"rectosigmoid vaginoplasty","rectosigmoid vaginoplasty","GSSO","001715","http://purl.obolibrary.org/obo/GSSO_001715"
"peritoneal vaginoplasty","peritoneal vaginoplasty","GSSO","001716","http://purl.obolibrary.org/obo/GSSO_001716"
"buccal mucosa vaginoplasty","buccal mucosa vaginoplasty","GSSO","001717","http://purl.obolibrary.org/obo/GSSO_001717"
"rectal vaginoplasty","rectal vaginoplasty","GSSO","001718","http://purl.obolibrary.org/obo/GSSO_001718"
"penile inversion vaginoplasty","penile inversion vaginoplasty","GSSO","001719","http://purl.obolibrary.org/obo/GSSO_001719"
"penile-scrotal vaginoplasty","penile-scrotal vaginoplasty","GSSO","001720","http://purl.obolibrary.org/obo/GSSO_001720"
"penile-urethra vaginoplasty","penile-urethra vaginoplasty","GSSO","001721","http://purl.obolibrary.org/obo/GSSO_001721"
"skin graft vaginoplasty","skin graft vaginoplasty","GSSO","001722","http://purl.obolibrary.org/obo/GSSO_001722"
"repair of vaginal wall prolapse","repair of vaginal wall prolapse","GSSO","001723","http://purl.obolibrary.org/obo/GSSO_001723"
"neocolporrhaphy","neocolporrhaphy","GSSO","001724","http://purl.obolibrary.org/obo/GSSO_001724"
"rectosigmoid neocolporrhaphy","rectosigmoid neocolporrhaphy","GSSO","001725","http://purl.obolibrary.org/obo/GSSO_001725"
"zero depth vaginoplasty","zero depth vaginoplasty","GSSO","001726","http://purl.obolibrary.org/obo/GSSO_001726"
"pedicled flap phalloplasty","pedicled flap phalloplasty","GSSO","001727","http://purl.obolibrary.org/obo/GSSO_001727"
"free flap phalloplasty","free flap phalloplasty","GSSO","001728","http://purl.obolibrary.org/obo/GSSO_001728"
"radial forearm free flap phalloplasty","radial forearm free flap phalloplasty","GSSO","001729","http://purl.obolibrary.org/obo/GSSO_001729"
"anterior lateral thigh pedicled flap phalloplasty","anterior lateral thigh pedicled flap phalloplasty","GSSO","001730","http://purl.obolibrary.org/obo/GSSO_001730"
"abdominal phalloplasty","abdominal phalloplasty","GSSO","001731","http://purl.obolibrary.org/obo/GSSO_001731"
"musculocutaneous latissimus dorsi flap phalloplasty","musculocutaneous latissimus dorsi flap phalloplasty","GSSO","001732","http://purl.obolibrary.org/obo/GSSO_001732"
"random pattern flap phalloplasty","random pattern flap phalloplasty","GSSO","001733","http://purl.obolibrary.org/obo/GSSO_001733"
"osteocutaneous radial forearm free flap phalloplasty","osteocutaneous radial forearm free flap phalloplasty","GSSO","001734","http://purl.obolibrary.org/obo/GSSO_001734"
"lateral arm flap phalloplasty","lateral arm flap phalloplasty","GSSO","001735","http://purl.obolibrary.org/obo/GSSO_001735"
"fibula free flap phalloplasty","fibula free flap phalloplasty","GSSO","001736","http://purl.obolibrary.org/obo/GSSO_001736"
"osteocutaneous fibula free flap phalloplasty","osteocutaneous fibula free flap phalloplasty","GSSO","001737","http://purl.obolibrary.org/obo/GSSO_001737"
"anterolateral thigh flap phalloplasty","anterolateral thigh flap phalloplasty","GSSO","001738","http://purl.obolibrary.org/obo/GSSO_001738"
"free scapular flap phalloplasty","free scapular flap phalloplasty","GSSO","001739","http://purl.obolibrary.org/obo/GSSO_001739"
"re-innervated latissimus dorsi free flap phalloplasty","re-innervated latissimus dorsi free flap phalloplasty","GSSO","001740","http://purl.obolibrary.org/obo/GSSO_001740"
"island tensor fasciae latae free flap phalloplasty","island tensor fasciae latae free flap phalloplasty","GSSO","001741","http://purl.obolibrary.org/obo/GSSO_001741"
"conjoined bilateral pedicled groin flap phalloplasty","conjoined bilateral pedicled groin flap phalloplasty","GSSO","001742","http://purl.obolibrary.org/obo/GSSO_001742"
"Stanford bipedicled infraumbilical skin flap phalloplasty","Stanford bipedicled infraumbilical skin flap phalloplasty","GSSO","001743","http://purl.obolibrary.org/obo/GSSO_001743"
"vulvar surgical procedure","vulvar surgical procedure","GSSO","001744","http://purl.obolibrary.org/obo/GSSO_001744"
"labiaplasty","labiaplasty","GSSO","001754","http://purl.obolibrary.org/obo/GSSO_001754"
"construction of labia","construction of labia","GSSO","001775","http://purl.obolibrary.org/obo/GSSO_001775"
"corona glans clitoroplasty","corona glans clitoroplasty","GSSO","001776","http://purl.obolibrary.org/obo/GSSO_001776"
"masculinizing chest reconstruction","masculinizing chest reconstruction","GSSO","001777","http://purl.obolibrary.org/obo/GSSO_001777"
"facial gender confirmation surgery","facial gender confirmation surgery","GSSO","001788","http://purl.obolibrary.org/obo/GSSO_001788"
"chest wall surgical procedure","chest wall surgical procedure","GSSO","001837","http://purl.obolibrary.org/obo/GSSO_001837"
"repair of chest wall","repair of chest wall","GSSO","001838","http://purl.obolibrary.org/obo/GSSO_001838"
"reconstruction of chest wall","reconstruction of chest wall","GSSO","001952","http://purl.obolibrary.org/obo/GSSO_001952"
"reconstructive surgery","reconstructive surgery","GSSO","001958","http://purl.obolibrary.org/obo/GSSO_001958"
"body contouring surgery","body contouring surgery","GSSO","001959","http://purl.obolibrary.org/obo/GSSO_001959"
"chest contouring surgery","chest contouring surgery","GSSO","002028","http://purl.obolibrary.org/obo/GSSO_002028"
"masculinizing chest contouring surgery","masculinizing chest contouring surgery","GSSO","002034","http://purl.obolibrary.org/obo/GSSO_002034"
"gynecomastia chest contouring surgery","gynecomastia chest contouring surgery","GSSO","002035","http://purl.obolibrary.org/obo/GSSO_002035"
"feminizing thoracic surgery","feminizing thoracic surgery","GSSO","002041","http://purl.obolibrary.org/obo/GSSO_002041"
"feminizing augmentation mammaplasty","feminizing augmentation mammaplasty","GSSO","002066","http://purl.obolibrary.org/obo/GSSO_002066"
"integumentary system surgical procedure","integumentary system surgical procedure","GSSO","002322","http://purl.obolibrary.org/obo/GSSO_002322"
"skin and subcutaneous tissue surgical procedures","skin and subcutaneous tissue surgical procedures","GSSO","002326","http://purl.obolibrary.org/obo/GSSO_002326"
"free skin graft","free skin graft","GSSO","002430","http://purl.obolibrary.org/obo/GSSO_002430"
"hair transplant","hair transplant","GSSO","002442","http://purl.obolibrary.org/obo/GSSO_002442"
"head and neck surgical procedures","head and neck surgical procedures","GSSO","002443","http://purl.obolibrary.org/obo/GSSO_002443"
"head surgical procedure","head surgical procedure","GSSO","002454","http://purl.obolibrary.org/obo/GSSO_002454"
"neck surgical procedure","neck surgical procedure","GSSO","002455","http://purl.obolibrary.org/obo/GSSO_002455"
"forehead surgical procedure","forehead surgical procedure","GSSO","002456","http://purl.obolibrary.org/obo/GSSO_002456"
"reconstruction of forehead","reconstruction of forehead","GSSO","002552","http://purl.obolibrary.org/obo/GSSO_002552"
"thyroid cartilage surgical procedure","thyroid cartilage surgical procedure","GSSO","002827","http://purl.obolibrary.org/obo/GSSO_002827"
"thyroid cartilage masculinization","thyroid cartilage masculinization","GSSO","002855","http://purl.obolibrary.org/obo/GSSO_002855"
"thyroid cartilage feminization","thyroid cartilage feminization","GSSO","002856","http://purl.obolibrary.org/obo/GSSO_002856"
"thyroid cartilage reduction","thyroid cartilage reduction","GSSO","002857","http://purl.obolibrary.org/obo/GSSO_002857"
"otorhinolaryngologic surgical procedure","otorhinolaryngologic surgical procedure","GSSO","002866","http://purl.obolibrary.org/obo/GSSO_002866"
"laryngoplasty","laryngoplasty","GSSO","002991","http://purl.obolibrary.org/obo/GSSO_002991"
"feminization laryngoplasty","feminization laryngoplasty","GSSO","003129","http://purl.obolibrary.org/obo/GSSO_003129"
"masculinization laryngoplasty","masculinization laryngoplasty","GSSO","003140","http://purl.obolibrary.org/obo/GSSO_003140"
"excision of vagina","excision of vagina","GSSO","003312","http://purl.obolibrary.org/obo/GSSO_003312"
"nasal surgical procedure","nasal surgical procedure","GSSO","003337","http://purl.obolibrary.org/obo/GSSO_003337"
"rhinoplasty","rhinoplasty","GSSO","003351","http://purl.obolibrary.org/obo/GSSO_003351"
"reconstruction of urethra","reconstruction of urethra","GSSO","003359","http://purl.obolibrary.org/obo/GSSO_003359"
"limb surgical procedure","limb surgical procedure","GSSO","003374","http://purl.obolibrary.org/obo/GSSO_003374"
"lower extremity surgical procedure","lower extremity surgical procedure","GSSO","003375","http://purl.obolibrary.org/obo/GSSO_003375"
"repair of lower extremity","repair of lower extremity","GSSO","003376","http://purl.obolibrary.org/obo/GSSO_003376"
"gluteoplasty","gluteoplasty","GSSO","003377","http://purl.obolibrary.org/obo/GSSO_003377"
"augmentation of buttock","augmentation of buttock","GSSO","003391","http://purl.obolibrary.org/obo/GSSO_003391"
"subcapsular orchiectomy","subcapsular orchiectomy","GSSO","003989","http://purl.obolibrary.org/obo/GSSO_003989"
"feminizing vocal surgery","feminizing vocal surgery","GSSO","006275","http://purl.obolibrary.org/obo/GSSO_006275"
"metoidioplasty","metoidioplasty","GSSO","006288","http://purl.obolibrary.org/obo/GSSO_006288"
"scrotal surgical procedure","scrotal surgical procedure","GSSO","006289","http://purl.obolibrary.org/obo/GSSO_006289"
"scrotoplasty","scrotoplasty","GSSO","006290","http://purl.obolibrary.org/obo/GSSO_006290"
"embryo transfer","embryo transfer","GSSO","006704","http://purl.obolibrary.org/obo/GSSO_006704"
"introduction surgery","introduction surgery","GSSO","006705","http://purl.obolibrary.org/obo/GSSO_006705"
"implantation surgery","implantation surgery","GSSO","006706","http://purl.obolibrary.org/obo/GSSO_006706"
"transplantation surgery","transplantation surgery","GSSO","006707","http://purl.obolibrary.org/obo/GSSO_006707"
"ligation surgery","ligation surgery","GSSO","006708","http://purl.obolibrary.org/obo/GSSO_006708"
"tubal ligation","tubal ligation","GSSO","006709","http://purl.obolibrary.org/obo/GSSO_006709"
"tubal surgical procedure","tubal surgical procedure","GSSO","006710","http://purl.obolibrary.org/obo/GSSO_006710"
"vas deferential surgical procedure","vas deferential surgical procedure","GSSO","006712","http://purl.obolibrary.org/obo/GSSO_006712"
"excision of vas deferens","excision of vas deferens","GSSO","006713","http://purl.obolibrary.org/obo/GSSO_006713"
"vasectomy","vasectomy","GSSO","006714","http://purl.obolibrary.org/obo/GSSO_006714"
"pitch-altering surgery","pitch-altering surgery","GSSO","006715","http://purl.obolibrary.org/obo/GSSO_006715"
"pitch-lowering surgery","pitch-lowering surgery","GSSO","006716","http://purl.obolibrary.org/obo/GSSO_006716"
"pitch-raising surgery","pitch-raising surgery","GSSO","006717","http://purl.obolibrary.org/obo/GSSO_006717"
"vocal cord surgery","vocal cord surgery","GSSO","006718","http://purl.obolibrary.org/obo/GSSO_006718"
"cervical surgical procedure","cervical surgical procedure","GSSO","006719","http://purl.obolibrary.org/obo/GSSO_006719"
"excision of cervix","excision of cervix","GSSO","006720","http://purl.obolibrary.org/obo/GSSO_006720"
"trachelectomy","trachelectomy","GSSO","006721","http://purl.obolibrary.org/obo/GSSO_006721"
"radical trachelectomy","radical trachelectomy","GSSO","006722","http://purl.obolibrary.org/obo/GSSO_006722"
"simple trachelectomy","simple trachelectomy","GSSO","006723","http://purl.obolibrary.org/obo/GSSO_006723"
"myomectomy","myomectomy","GSSO","006724","http://purl.obolibrary.org/obo/GSSO_006724"
"introital surgical procedure","introital surgical procedure","GSSO","006725","http://purl.obolibrary.org/obo/GSSO_006725"
"hymenal surgical procedure","hymenal surgical procedure","GSSO","006726","http://purl.obolibrary.org/obo/GSSO_006726"
"repair of hymen","repair of hymen","GSSO","006727","http://purl.obolibrary.org/obo/GSSO_006727"
"excision of hymen","excision of hymen","GSSO","006728","http://purl.obolibrary.org/obo/GSSO_006728"
"hymenectomy","hymenectomy","GSSO","006729","http://purl.obolibrary.org/obo/GSSO_006729"
"hymenoplasty","hymenoplasty","GSSO","006730","http://purl.obolibrary.org/obo/GSSO_006730"
"reconstruction of hymen","reconstruction of hymen","GSSO","006731","http://purl.obolibrary.org/obo/GSSO_006731"
"incision of hymen","incision of hymen","GSSO","006732","http://purl.obolibrary.org/obo/GSSO_006732"
"hymenotomy","hymenotomy","GSSO","006733","http://purl.obolibrary.org/obo/GSSO_006733"
"epididymal surgical procedure","epididymal surgical procedure","GSSO","006734","http://purl.obolibrary.org/obo/GSSO_006734"
"excision of vulva","excision of vulva","GSSO","006735","http://purl.obolibrary.org/obo/GSSO_006735"
"vulvectomy","vulvectomy","GSSO","006736","http://purl.obolibrary.org/obo/GSSO_006736"
"simple vulvectomy","simple vulvectomy","GSSO","006737","http://purl.obolibrary.org/obo/GSSO_006737"
"radical vulvectomy","radical vulvectomy","GSSO","006738","http://purl.obolibrary.org/obo/GSSO_006738"
"simple partial vulvectomy","simple partial vulvectomy","GSSO","006739","http://purl.obolibrary.org/obo/GSSO_006739"
"simple complete vulvectomy","simple complete vulvectomy","GSSO","006740","http://purl.obolibrary.org/obo/GSSO_006740"
"prostatic surgical procedure","prostatic surgical procedure","GSSO","006741","http://purl.obolibrary.org/obo/GSSO_006741"
"excision of penis","excision of penis","GSSO","007839","http://purl.obolibrary.org/obo/GSSO_007839"
"penectomy","penectomy","GSSO","007840","http://purl.obolibrary.org/obo/GSSO_007840"
"surgical circumcision","surgical circumcision","GSSO","008154","http://purl.obolibrary.org/obo/GSSO_008154"
"preputial surgical procedure","preputial surgical procedure","GSSO","008155","http://purl.obolibrary.org/obo/GSSO_008155"
"penile preputial surgical procedure","penile preputial surgical procedure","GSSO","008156","http://purl.obolibrary.org/obo/GSSO_008156"
"preputioplasty","preputioplasty","GSSO","008157","http://purl.obolibrary.org/obo/GSSO_008157"
"penile preputial restoration","penile preputial restoration","GSSO","008158","http://purl.obolibrary.org/obo/GSSO_008158"
"penile preputial reconstruction","penile preputial reconstruction","GSSO","008159","http://purl.obolibrary.org/obo/GSSO_008159"
"penile preputial regeneration","penile preputial regeneration","GSSO","008160","http://purl.obolibrary.org/obo/GSSO_008160"
"musculoskeletal system surgical procedure","musculoskeletal system surgical procedure","GSSO","008902","http://purl.obolibrary.org/obo/GSSO_008902"
"soft tissue surgical procedure","soft tissue surgical procedure","GSSO","008903","http://purl.obolibrary.org/obo/GSSO_008903"
"removal of soft tissue","removal of soft tissue","GSSO","008904","http://purl.obolibrary.org/obo/GSSO_008904"
"excision of soft tissue","excision of soft tissue","GSSO","008905","http://purl.obolibrary.org/obo/GSSO_008905"
"lipectomy","lipectomy","GSSO","008906","http://purl.obolibrary.org/obo/GSSO_008906"
"liposuction","liposuction","GSSO","008907","http://purl.obolibrary.org/obo/GSSO_008907"
"phallus-preserving vaginoplasty","phallus-preserving vaginoplasty","GSSO","009701","http://purl.obolibrary.org/obo/GSSO_009701"
"vulvoplasty","vulvoplasty","GSSO","009702","http://purl.obolibrary.org/obo/GSSO_009702"
"repair of vulva","repair of vulva","GSSO","009703","http://purl.obolibrary.org/obo/GSSO_009703"
"excision of scrotum","excision of scrotum","GSSO","009705","http://purl.obolibrary.org/obo/GSSO_009705"
"scrotectomy","scrotectomy","GSSO","009706","http://purl.obolibrary.org/obo/GSSO_009706"
"genital nullification surgery","genital nullification surgery","GSSO","009707","http://purl.obolibrary.org/obo/GSSO_009707"
"nonbinary gender confirmation surgery","nonbinary gender confirmation surgery","GSSO","009708","http://purl.obolibrary.org/obo/GSSO_009708"
"abdominal hysterectomy","abdominal hysterectomy","GSSO","009744","http://purl.obolibrary.org/obo/GSSO_009744"
"shaft-only phalloplasty","shaft-only phalloplasty","GSSO","009847","http://purl.obolibrary.org/obo/GSSO_009847"
"vagina-preserving phalloplasty","vagina-preserving phalloplasty","GSSO","009848","http://purl.obolibrary.org/obo/GSSO_009848"
"clitoris-preserving phalloplasty","clitoris-preserving phalloplasty","GSSO","009849","http://purl.obolibrary.org/obo/GSSO_009849"
"Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Stable-Over 12 Hours From Symptom Onset","Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Stable-Over 12 Hours From Symptom Onset","NCIT","C100000","http://purl.obolibrary.org/obo/NCIT_C100000"
"Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Stable After Successful Full-Dose Thrombolytic Therapy","Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Stable After Successful Full-Dose Thrombolytic Therapy","NCIT","C100001","http://purl.obolibrary.org/obo/NCIT_C100001"
"Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Unstable-Over 12 Hours From Symptom Onset","Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Unstable-Over 12 Hours From Symptom Onset","NCIT","C100002","http://purl.obolibrary.org/obo/NCIT_C100002"
"Percutaneous Mitral Valve Repair","Percutaneous Mitral Valve Repair","NCIT","C100003","http://purl.obolibrary.org/obo/NCIT_C100003"
"Rescue Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction After Failed Full-Dose Thrombolytic Therapy","Rescue Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction After Failed Full-Dose Thrombolytic Therapy","NCIT","C100008","http://purl.obolibrary.org/obo/NCIT_C100008"
"Staged Percutaneous Coronary Intervention","Staged Percutaneous Coronary Intervention","NCIT","C100015","http://purl.obolibrary.org/obo/NCIT_C100015"
"Transcatheter Aortic Valve Implantation","Transcatheter Aortic Valve Implantation","NCIT","C100022","http://purl.obolibrary.org/obo/NCIT_C100022"
"Arterial Access Closure","Arterial Access Closure","NCIT","C100057","http://purl.obolibrary.org/obo/NCIT_C100057"
"Cardiac Stent Placement","Cardiac Stent Placement","NCIT","C100080","http://purl.obolibrary.org/obo/NCIT_C100080"
"Reimplantation","Reimplantation","NCIT","C101242","http://purl.obolibrary.org/obo/NCIT_C101242"
"Explantation","Explantation","NCIT","C101248","http://purl.obolibrary.org/obo/NCIT_C101248"
"Cervical Cerclage","Cervical Cerclage","NCIT","C102763","http://purl.obolibrary.org/obo/NCIT_C102763"
"Surgical Procedure","Surgical Procedure","NCIT","C15329","http://purl.obolibrary.org/obo/NCIT_C15329"
"Gynecological Surgical Procedure","Gynecological Surgical Procedure","NCIT","C15332","http://purl.obolibrary.org/obo/NCIT_C15332"
"Cardiovascular Surgical Procedure","Cardiovascular Surgical Procedure","NCIT","C49803","http://purl.obolibrary.org/obo/NCIT_C49803"
"Surgical Wound Closure","Surgical Wound Closure","NCIT","C63340","http://purl.obolibrary.org/obo/NCIT_C63340"
"Therapeutic Surgical Procedure","Therapeutic Surgical Procedure","NCIT","C64982","http://purl.obolibrary.org/obo/NCIT_C64982"
"Stenting","Stenting","NCIT","C71316","http://purl.obolibrary.org/obo/NCIT_C71316"
"Mitral Valve Repair","Mitral Valve Repair","NCIT","C80449","http://purl.obolibrary.org/obo/NCIT_C80449"
"Percutaneous Coronary Intervention","Percutaneous Coronary Intervention","NCIT","C99521","http://purl.obolibrary.org/obo/NCIT_C99521"
"Autologous Ovarian Tissue Transplantation","Autologous Ovarian Tissue Transplantation","NCIT","C116463","http://purl.obolibrary.org/obo/NCIT_C116463"
"Bone Graft","Bone Graft","NCIT","C116464","http://purl.obolibrary.org/obo/NCIT_C116464"
"Image-Guided Surgery","Image-Guided Surgery","NCIT","C116506","http://purl.obolibrary.org/obo/NCIT_C116506"
"Percutaneous Cryosurgery","Percutaneous Cryosurgery","NCIT","C116507","http://purl.obolibrary.org/obo/NCIT_C116507"
"Robot-Assisted Endoscopic Surgery","Robot-Assisted Endoscopic Surgery","NCIT","C116508","http://purl.obolibrary.org/obo/NCIT_C116508"
"Robot-Assisted Laparoscopic Surgery","Robot-Assisted Laparoscopic Surgery","NCIT","C116509","http://purl.obolibrary.org/obo/NCIT_C116509"
"Cold Ischemia Procedure","Cold Ischemia Procedure","NCIT","C116556","http://purl.obolibrary.org/obo/NCIT_C116556"
"Warm Ischemia Procedure","Warm Ischemia Procedure","NCIT","C116557","http://purl.obolibrary.org/obo/NCIT_C116557"
"Electrodessication and Curettage","Electrodessication and Curettage","NCIT","C116567","http://purl.obolibrary.org/obo/NCIT_C116567"
"Gastrointestinal Stenting","Gastrointestinal Stenting","NCIT","C116572","http://purl.obolibrary.org/obo/NCIT_C116572"
"Transurethral Resection of Bladder Tumor","Transurethral Resection of Bladder Tumor","NCIT","C116651","http://purl.obolibrary.org/obo/NCIT_C116651"
"Pancreatic Surgical Procedure","Pancreatic Surgical Procedure","NCIT","C116653","http://purl.obolibrary.org/obo/NCIT_C116653"
"Tumor Cell-Encapsulating Diffusion Chamber Implantation","Tumor Cell-Encapsulating Diffusion Chamber Implantation","NCIT","C116702","http://purl.obolibrary.org/obo/NCIT_C116702"
"Postpartum Hysterectomy","Postpartum Hysterectomy","NCIT","C117316","http://purl.obolibrary.org/obo/NCIT_C117316"
"Cryosurgery","Cryosurgery","NCIT","C15215","http://purl.obolibrary.org/obo/NCIT_C15215"
"Curettage Procedure","Curettage Procedure","NCIT","C15216","http://purl.obolibrary.org/obo/NCIT_C15216"
"Hysterectomy","Hysterectomy","NCIT","C15256","http://purl.obolibrary.org/obo/NCIT_C15256"
"Organ Transplantation","Organ Transplantation","NCIT","C15289","http://purl.obolibrary.org/obo/NCIT_C15289"
"Digestive System Surgery","Digestive System Surgery","NCIT","C15330","http://purl.obolibrary.org/obo/NCIT_C15330"
"Transurethral Resection","Transurethral Resection","NCIT","C15705","http://purl.obolibrary.org/obo/NCIT_C15705"
