name,label,codesystem,code,ontologyTermURI
1626008,Bone structure of T3,SNOMED CT,1626008,http://purl.bioontology.org/ontology/SNOMEDCT/1626008
1627004,Structure of medial collateral ligament of knee joint,SNOMED CT,1627004,http://purl.bioontology.org/ontology/SNOMEDCT/1627004
1630006,Structure of supraorbital vein,SNOMED CT,1630006,http://purl.bioontology.org/ontology/SNOMEDCT/1630006
1650005,Structure of hilum of left lung,SNOMED CT,1650005,http://purl.bioontology.org/ontology/SNOMEDCT/1650005
1655000,Structure of transverse peduncular tract nucleus,SNOMED CT,1655000,http://purl.bioontology.org/ontology/SNOMEDCT/1655000
1659006,Structure of dorsomedial nucleus of thalamus,SNOMED CT,1659006,http://purl.bioontology.org/ontology/SNOMEDCT/1659006
1684009,Structure of ligamentum teres of liver,SNOMED CT,1684009,http://purl.bioontology.org/ontology/SNOMEDCT/1684009
1706004,Structure of thymic lobule,SNOMED CT,1706004,http://purl.bioontology.org/ontology/SNOMEDCT/1706004
1707008,Structure of ventral nuclear group of thalamus,SNOMED CT,1707008,http://purl.bioontology.org/ontology/SNOMEDCT/1707008
1711002,Periorbital region structure,SNOMED CT,1711002,http://purl.bioontology.org/ontology/SNOMEDCT/1711002
1716007,Cupula ampullaris,SNOMED CT,1716007,http://purl.bioontology.org/ontology/SNOMEDCT/1716007
1721005,Right faucial tonsil structure,SNOMED CT,1721005,http://purl.bioontology.org/ontology/SNOMEDCT/1721005
1729007,Structure of central tegmental tract,SNOMED CT,1729007,http://purl.bioontology.org/ontology/SNOMEDCT/1729007
1732005,Thoracic duct structure,SNOMED CT,1732005,http://purl.bioontology.org/ontology/SNOMEDCT/1732005
1737004,Guttural pouch,SNOMED CT,1737004,http://purl.bioontology.org/ontology/SNOMEDCT/1737004
1765002,Structure of lymphatic vessel of thorax,SNOMED CT,1765002,http://purl.bioontology.org/ontology/SNOMEDCT/1765002
1781007,Structure of sacroiliac region,SNOMED CT,1781007,http://purl.bioontology.org/ontology/SNOMEDCT/1781007
1797002,Structure of anterior naris,SNOMED CT,1797002,http://purl.bioontology.org/ontology/SNOMEDCT/1797002
1818002,Structure of greater circulus arteriosus of iris,SNOMED CT,1818002,http://purl.bioontology.org/ontology/SNOMEDCT/1818002
1825009,Entire root of nose,SNOMED CT,1825009,http://purl.bioontology.org/ontology/SNOMEDCT/1825009
1832000,Structure of bulbar conjunctiva,SNOMED CT,1832000,http://purl.bioontology.org/ontology/SNOMEDCT/1832000
1840006,Arrector pili muscle structure,SNOMED CT,1840006,http://purl.bioontology.org/ontology/SNOMEDCT/1840006
1849007,Structure of pharyngeal recess,SNOMED CT,1849007,http://purl.bioontology.org/ontology/SNOMEDCT/1849007
1853009,Structure of suprahyoid muscle,SNOMED CT,1853009,http://purl.bioontology.org/ontology/SNOMEDCT/1853009
1874005,Entire promontory common iliac lymph node,SNOMED CT,1874005,http://purl.bioontology.org/ontology/SNOMEDCT/1874005
1893007,Joint structure of shoulder girdle or upper limb,SNOMED CT,1893007,http://purl.bioontology.org/ontology/SNOMEDCT/1893007
1901002,Dorsal sac of rumen,SNOMED CT,1901002,http://purl.bioontology.org/ontology/SNOMEDCT/1901002
1902009,Skin structure of ear,SNOMED CT,1902009,http://purl.bioontology.org/ontology/SNOMEDCT/1902009
1918003,Structure of suprarenal aorta,SNOMED CT,1918003,http://purl.bioontology.org/ontology/SNOMEDCT/1918003
1927002,Entire left elbow region,SNOMED CT,1927002,http://purl.bioontology.org/ontology/SNOMEDCT/1927002
1992003,Structure of porus acusticus internus,SNOMED CT,1992003,http://purl.bioontology.org/ontology/SNOMEDCT/1992003
1997009,Structure of cingulum dentis,SNOMED CT,1997009,http://purl.bioontology.org/ontology/SNOMEDCT/1997009
2010005,Structure of clavicular facet of scapula,SNOMED CT,2010005,http://purl.bioontology.org/ontology/SNOMEDCT/2010005
2020000,Structure of superior thoracic artery,SNOMED CT,2020000,http://purl.bioontology.org/ontology/SNOMEDCT/2020000
2031008,Structure of anterior median fissure of spinal cord,SNOMED CT,2031008,http://purl.bioontology.org/ontology/SNOMEDCT/2031008
2044003,Structure of vaginal nerves,SNOMED CT,2044003,http://purl.bioontology.org/ontology/SNOMEDCT/2044003
2048000,Lingual tonsil structure,SNOMED CT,2048000,http://purl.bioontology.org/ontology/SNOMEDCT/2048000
2059009,Skin structure of ear lobule,SNOMED CT,2059009,http://purl.bioontology.org/ontology/SNOMEDCT/2059009
2071003,Structure of reticular formation of spinal cord,SNOMED CT,2071003,http://purl.bioontology.org/ontology/SNOMEDCT/2071003
2076008,Structure of head of phalanx of hand,SNOMED CT,2076008,http://purl.bioontology.org/ontology/SNOMEDCT/2076008
2083001,Structure of nucleus ambiguus,SNOMED CT,2083001,http://purl.bioontology.org/ontology/SNOMEDCT/2083001
2095001,Nasal sinus structure,SNOMED CT,2095001,http://purl.bioontology.org/ontology/SNOMEDCT/2095001
2117006,Intervertebral disc of seventeenth thoracic vertebra,SNOMED CT,2117006,http://purl.bioontology.org/ontology/SNOMEDCT/2117006
2123001,Structure of tuberomammillary nucleus,SNOMED CT,2123001,http://purl.bioontology.org/ontology/SNOMEDCT/2123001
2133009,Avian stomach,SNOMED CT,2133009,http://purl.bioontology.org/ontology/SNOMEDCT/2133009
2160002,Structure of ligamentum arteriosum,SNOMED CT,2160002,http://purl.bioontology.org/ontology/SNOMEDCT/2160002
2175005,Structure of pharyngeal cavity,SNOMED CT,2175005,http://purl.bioontology.org/ontology/SNOMEDCT/2175005
2192001,Structure of clavicular part of pectoralis major muscle,SNOMED CT,2192001,http://purl.bioontology.org/ontology/SNOMEDCT/2192001
2205003,Structure of lamina of fifth thoracic vertebra,SNOMED CT,2205003,http://purl.bioontology.org/ontology/SNOMEDCT/2205003
2209009,Cerebral basal surface structure,SNOMED CT,2209009,http://purl.bioontology.org/ontology/SNOMEDCT/2209009
2236006,Lesser osseous pelvis,SNOMED CT,2236006,http://purl.bioontology.org/ontology/SNOMEDCT/2236006
2255006,Subserosa,SNOMED CT,2255006,http://purl.bioontology.org/ontology/SNOMEDCT/2255006
2258008,Bunodont tooth,SNOMED CT,2258008,http://purl.bioontology.org/ontology/SNOMEDCT/2258008
2285001,Structure of torcular Herophili,SNOMED CT,2285001,http://purl.bioontology.org/ontology/SNOMEDCT/2285001
2292006,Structure of nasopharyngeal gland,SNOMED CT,2292006,http://purl.bioontology.org/ontology/SNOMEDCT/2292006
2302002,Structure of vein of the knee,SNOMED CT,2302002,http://purl.bioontology.org/ontology/SNOMEDCT/2302002
2305000,Structure of spinous process of cervical vertebra,SNOMED CT,2305000,http://purl.bioontology.org/ontology/SNOMEDCT/2305000
2306004,Structure of base of third metacarpal bone,SNOMED CT,2306004,http://purl.bioontology.org/ontology/SNOMEDCT/2306004
2327009,Salivary seromucous gland,SNOMED CT,2327009,http://purl.bioontology.org/ontology/SNOMEDCT/2327009
2330002,Structure of segmental bronchial branches,SNOMED CT,2330002,http://purl.bioontology.org/ontology/SNOMEDCT/2330002
2334006,Renal calyx,SNOMED CT,2334006,http://purl.bioontology.org/ontology/SNOMEDCT/2334006
2349003,Structure of nasal suture of skull,SNOMED CT,2349003,http://purl.bioontology.org/ontology/SNOMEDCT/2349003
2352006,Crest of head of fifteenth rib,SNOMED CT,2352006,http://purl.bioontology.org/ontology/SNOMEDCT/2352006
2372001,Structure of medial surface of toe,SNOMED CT,2372001,http://purl.bioontology.org/ontology/SNOMEDCT/2372001
2383005,Structure of papillary muscles of right ventricle,SNOMED CT,2383005,http://purl.bioontology.org/ontology/SNOMEDCT/2383005
2389009,Structure of superior margin of adrenal gland,SNOMED CT,2389009,http://purl.bioontology.org/ontology/SNOMEDCT/2389009
2395005,Structure of transverse facial artery,SNOMED CT,2395005,http://purl.bioontology.org/ontology/SNOMEDCT/2395005
2397002,Structure of first metatarsal facet of medial cuneiform bone,SNOMED CT,2397002,http://purl.bioontology.org/ontology/SNOMEDCT/2397002
2400006,Structure of mandibular left first premolar tooth,SNOMED CT,2400006,http://purl.bioontology.org/ontology/SNOMEDCT/2400006
2402003,Structure of dorsum of foot,SNOMED CT,2402003,http://purl.bioontology.org/ontology/SNOMEDCT/2402003
2421006,Structure of submaxillary ganglion,SNOMED CT,2421006,http://purl.bioontology.org/ontology/SNOMEDCT/2421006
2433001,Structure of digital tendon and tendon sheath of foot,SNOMED CT,2433001,http://purl.bioontology.org/ontology/SNOMEDCT/2433001
2436009,Tunica intima of vein,SNOMED CT,2436009,http://purl.bioontology.org/ontology/SNOMEDCT/2436009
2453002,Subcutaneous tissue structure of posterior surface of forearm,SNOMED CT,2453002,http://purl.bioontology.org/ontology/SNOMEDCT/2453002
2454008,"Structure of articular surface, third metacarpal, of second metacarpal bone",SNOMED CT,2454008,http://purl.bioontology.org/ontology/SNOMEDCT/2454008
2489005,Structure of medial check ligament of eye,SNOMED CT,2489005,http://purl.bioontology.org/ontology/SNOMEDCT/2489005
2499000,Entire cisterna pontis,SNOMED CT,2499000,http://purl.bioontology.org/ontology/SNOMEDCT/2499000
2504000,Structure of pancreatic plexus,SNOMED CT,2504000,http://purl.bioontology.org/ontology/SNOMEDCT/2504000
2510000,Femoral triangle structure,SNOMED CT,2510000,http://purl.bioontology.org/ontology/SNOMEDCT/2510000
2539000,Structure of superior rectal artery,SNOMED CT,2539000,http://purl.bioontology.org/ontology/SNOMEDCT/2539000
2543001,Structure of cuboid articular facet of fourth metatarsal bone,SNOMED CT,2543001,http://purl.bioontology.org/ontology/SNOMEDCT/2543001
2550002,Bone structure of phalanx of thumb,SNOMED CT,2550002,http://purl.bioontology.org/ontology/SNOMEDCT/2550002
2574004,Clavicular air sac,SNOMED CT,2574004,http://purl.bioontology.org/ontology/SNOMEDCT/2574004
2577006,Structure of gracilis muscle,SNOMED CT,2577006,http://purl.bioontology.org/ontology/SNOMEDCT/2577006
2592007,All extremities,SNOMED CT,2592007,http://purl.bioontology.org/ontology/SNOMEDCT/2592007
2600000,Structure of flexor pollicis longus muscle tendon,SNOMED CT,2600000,http://purl.bioontology.org/ontology/SNOMEDCT/2600000
2620004,Intervertebral disc structure of third thoracic vertebra,SNOMED CT,2620004,http://purl.bioontology.org/ontology/SNOMEDCT/2620004
2639009,Neuroendocrine tissue,SNOMED CT,2639009,http://purl.bioontology.org/ontology/SNOMEDCT/2639009
2653009,Structure of posterior thalamic radiation of internal capsule,SNOMED CT,2653009,http://purl.bioontology.org/ontology/SNOMEDCT/2653009
2666009,Structure of semispinalis capitis muscle,SNOMED CT,2666009,http://purl.bioontology.org/ontology/SNOMEDCT/2666009
2672009,Structure of anterior cutaneous branch of lumbosacral plexus,SNOMED CT,2672009,http://purl.bioontology.org/ontology/SNOMEDCT/2672009
2675006,Structure of anterior ethmoidal artery,SNOMED CT,2675006,http://purl.bioontology.org/ontology/SNOMEDCT/2675006
2682005,Structure of mucous membrane of urinary bladder,SNOMED CT,2682005,http://purl.bioontology.org/ontology/SNOMEDCT/2682005
2686008,Structure of medial olfactory gyrus,SNOMED CT,2686008,http://purl.bioontology.org/ontology/SNOMEDCT/2686008
2687004,"Structure of Bowman's space",SNOMED CT,2687004,http://purl.bioontology.org/ontology/SNOMEDCT/2687004
2695000,Left maxillary sinus structure,SNOMED CT,2695000,http://purl.bioontology.org/ontology/SNOMEDCT/2695000
2712006,Structure of capsule of ankle joint,SNOMED CT,2712006,http://purl.bioontology.org/ontology/SNOMEDCT/2712006
2718005,Structure of apical foramen of tooth,SNOMED CT,2718005,http://purl.bioontology.org/ontology/SNOMEDCT/2718005
2726002,Structure of fold for stapes,SNOMED CT,2726002,http://purl.bioontology.org/ontology/SNOMEDCT/2726002
2741002,Structure of medial occipitotemporal gyrus,SNOMED CT,2741002,http://purl.bioontology.org/ontology/SNOMEDCT/2741002
2746007,Circular layer of gastric muscularis,SNOMED CT,2746007,http://purl.bioontology.org/ontology/SNOMEDCT/2746007
2748008,Spinal cord structure,SNOMED CT,2748008,http://purl.bioontology.org/ontology/SNOMEDCT/2748008
2759004,Eccrine gland structure,SNOMED CT,2759004,http://purl.bioontology.org/ontology/SNOMEDCT/2759004
2771005,Lamina propria of ureter,SNOMED CT,2771005,http://purl.bioontology.org/ontology/SNOMEDCT/2771005
2774002,Angle of thirteenth rib,SNOMED CT,2774002,http://purl.bioontology.org/ontology/SNOMEDCT/2774002
2779007,Capsule of distal interphalangeal joint of thumb,SNOMED CT,2779007,http://purl.bioontology.org/ontology/SNOMEDCT/2779007
2789006,Apocrine gland structure,SNOMED CT,2789006,http://purl.bioontology.org/ontology/SNOMEDCT/2789006
2792005,Structure of pars tensa of tympanic membrane,SNOMED CT,2792005,http://purl.bioontology.org/ontology/SNOMEDCT/2792005
2803000,Structure of tendon sheath of popliteus muscle,SNOMED CT,2803000,http://purl.bioontology.org/ontology/SNOMEDCT/2803000
2812003,Structure of head of femur,SNOMED CT,2812003,http://purl.bioontology.org/ontology/SNOMEDCT/2812003
2824005,Structure of spinous process of fourth thoracic vertebra,SNOMED CT,2824005,http://purl.bioontology.org/ontology/SNOMEDCT/2824005
2826007,Structure of lamina of fourth lumbar vertebra,SNOMED CT,2826007,http://purl.bioontology.org/ontology/SNOMEDCT/2826007
2830005,Structure of dorsal digital nerves of lateral hallux and medial second toe,SNOMED CT,2830005,http://purl.bioontology.org/ontology/SNOMEDCT/2830005
2841007,Structure of renal artery,SNOMED CT,2841007,http://purl.bioontology.org/ontology/SNOMEDCT/2841007
2845003,Structure of respiratory epithelium,SNOMED CT,2845003,http://purl.bioontology.org/ontology/SNOMEDCT/2845003
2848001,Structure of superficial epigastric artery,SNOMED CT,2848001,http://purl.bioontology.org/ontology/SNOMEDCT/2848001
2855004,Structure of accessory cephalic vein,SNOMED CT,2855004,http://purl.bioontology.org/ontology/SNOMEDCT/2855004
2894003,Structure of posterior epiglottis,SNOMED CT,2894003,http://purl.bioontology.org/ontology/SNOMEDCT/2894003
