name,code,ontologyTermURI
Apixaban,5600000001397,
Apretude,5600000991114,
Aprovel,5600000002759,
Aptivus,5600000001088,
Aqumeldi,5600000992043,
Aranesp,5600000002381,
Arava,5600000002457,
Arepanrix,5600000000853,
Ariclaim,5600000002356,
Aripiprazole,5600000000580,
Arixtra,5600000000044,
Armisarte,5600000002599,
Arsenic trioxide,5600000001219,
Artesunate,5600000027077,
Arzerra,5600000000626,
Atazanavir,5600000001799,
Atectura,5600000000860,
Atosiban,5600000003161,
Atriance,5600000002884,
Atripla,5600000002807,
Avaglim,5600000004242,
Avamys,5600000003377,
Avandamet,5600000003107,
Avandia,5600000003797,
Avastin,5600000002341,
Avonex,5600000002374,
Axumin,5600000003902,
Axura,5600000004206,
Aybintio,5600000002488,
Azacitidine,5600000000344,
Azarga,5600000003020,
Azomyr,5600000002699,
Azopt,5600000004086,
BAQSIMI,5600000000818,
BEKEMV,5600000983940,
BEONSA,5600000003525,
BIMERVAX,5600000983102,
BLINCYTO,5600000003244,
BOND Oracle HER2 IHC System,5600000991184,
BUCCOLAM,5600000000614,
BYANNLI,5600000001340,
BYETTA,5600000000631,
Baraclude,5600000001742,
Bavencio,5600000002696,
Bemfola,5600000001093,
Bemrist,5600000002053,
BeneFIX,5600000002748,
Benepali,5600000000169,
Benlysta,5600000000550,
Beovu,5600000003001,
Beromun,5600000001892,
Besremi,5600000004116,
Betaferon,5600000002676,
Betmiga,5600000000185,
Bevespi Aerosphere,5600000003779,
Bexsero,5600000000661,
Bextra,5600000003595,
Beyfortus,5600000106512,
BiResp Spiromax,5600000000233,
Biktarvy,5600000000238,
Bimzelx,5600000004650,
BindRen,5600000004323,
Binocrit,5600000000082,
Biograstim,5600000000274,
Biopoin,5600000000585,
Blenrep,5600000000804,
Blitzima,5600000000428,
Bondenza,5600000000681,
Bondronat,5600000002329,
Bonviva,5600000002230,
Bortezomib,5600000000901,
Bosulif,5600000003398,
Braftovi,5600000000288,
Bretaris,5600000003435,
Breyanzi,5600000090523,
Bridion,5600000003277,
Brilique,5600000000443,
Brimica,5600000000326,
Brinavess,5600000000537,
Brineura,5600000001475,
Brintellix,5600000003662,
Briumvi,5600000985170,
Briviact,5600000001627,
BroPair Spiromax,5600000003769,
Bronchitol,5600000001816,
Brukinsa,5600000014335,
Budesonide/Formoterol,5600000000457,
Busilvex,5600000000924,
Busulfan,5600000001575,
Buvidal,5600000000219,
Bydureon,5600000000763,
Byfavo,5600000002048,
Bylvay,5600000001260,
Byooviz,5600000004665,
CABOMETYX,5600000001082,
CAMZYOS,5600000985272,
CARVYKTI,5600000095961,
CEVENFACTA,5600000097537,
CIAMBRA,5600000001608,
COMIRNATY,5600000002777,
CONTROLOC Control,5600000003669,
COOK IVF cell culture,5600000003820,
"COVID-19 Vaccine (inactivated, adjuvanted)",5600000096574,
CRYSVITA,5600000000245,
CYLTEZO,5600000001427,
Cabazitaxel,5600000001263,
Cablivi,5600000003682,
Caelyx pegylated liposomal,5600000002008,
Calquence,5600000001248,
Camcevi,5600000094097,
Cancidas,5600000001024,
Capecitabine,5600000000509,
Caprelsa,5600000000568,
Carbaglu,5600000002664,
Carmustine,5600000002479,
Caspofungin,5600000002162,
Catiolanze,5600000991818,
Cayston,5600000002371,
Cea-SCAN,5600000000532,
Cegfila,5600000000658,
Celdoxome pegylated liposomal,5600000100256,
CellCept,5600000002675,
Celsentri,5600000000429,
Celsunax,5600000000761,
Celvapan,5600000002766,
Ceplene,5600000003423,
Ceprotin,5600000003327,
Cerdelga,5600000001160,
Cerezyme,5600000002414,
Cervarix,5600000003172,
Cetrotide,5600000002453,
Champix,5600000001857,
Chenodeoxycholic acid,5600000001200,
Cholestagel,5600000002891,
Cholib,5600000003129,
ChondroCelect,5600000003752,
Cialis,5600000000367,
Cibinqo,5600000035459,
Cimzia,5600000001112,
Cinacalcet,5600000000347,
Cinqaero,5600000003333,
Cinryze,5600000000788,
Circadin,5600000001674,
Clopidogrel,5600000000129,
Clopidogrel/Acetylsalicylic acid,5600000000354,
CoAprovel,5600000001858,
Coagadex,5600000001736,
Colobreathe,5600000000881,
Columvi,5600000985441,
Combivir,5600000002151,
Cometriq,5600000003093,
Competact,5600000000306,
Comtan,5600000001848,
Comtess,5600000003711,
Conbriza,5600000002651,
Constella,5600000003893,
CooperSurgical Inc ART,5600000001586,
Copalia,5600000002164,
Copalia HCT,5600000000679,
Copiktra,5600000004028,
Corbilta,5600000000451,
Corlentor,5600000003114,
Cosentyx,5600000000986,
Cotellic,5600000002214,
Cotronak,5600000001930,
Cresemba,5600000002596,
Crixivan,5600000002443,
Cubicin,5600000001099,
Cufence,5600000002421,
Cuprior,5600000004118,
Cuprymina,5600000001798,
Cyanokit,5600000002173,
Cymbalta,5600000003113,
Cyramza,5600000001180,
Cystadane,5600000004244,
Cystadrops,5600000001644,
Cystagon,5600000002349,
DECTOVA,5600000004155,
DULOXETINE,5600000001516,
DUTREBIS,5600000000458,
DaTSCAN,5600000003795,
Dabigatran Etexilate,5600000984555,
Dacogen,5600000003312,
Dafiro,5600000002169,
Dafiro HCT,5600000000820,
Daklinza,5600000001295,
Daliresp,5600000001490,
Dapagliflozin,5600000984641,
Dapivirine Vaginal Ring 25 mg,5600000003844,
Daptomycin,5600000004067,
Daquiran,5600000002040,
Daronrix,5600000002569,
Darunavir,5600000000105,
Darzalex,5600000001178,
Dasatinib,5600000090099,
Dasselta,5600000001070,
Daurismo,5600000001355,
Daxas,5600000000834,
Deferasirox,5600000000356,
Deferiprone,5600000002525,
Defitelio,5600000003357,
Degarelix,5600000991212,
Delstrigo,5600000003526,
Deltyba,5600000004017,
"Dengue valent Vaccine (Live, Attenuated)",5600000107960,
Dengvaxia,5600000003819,
DepoCyte,5600000002435,
Descovy,5600000001518,
Desloratadine,5600000001068,
Destara,5600000002331,
Dexdor,5600000001811,
Dexmedetomidine,5600000002638,
Diacomit,5600000001576,
Dificlir,5600000000506,
Dimethyl fumarate,5600000093107,
Docefrez,5600000000417,
Docetaxel,5600000000054,
Docetaxel TEVA,5600000000196,
Doptelet,5600000003990,
Doribax,5600000000145,
Dovato,5600000003936,
Dovprela,5600000003641,
Drovelis,5600000001277,
Duaklir,5600000000973,
Duavive,5600000004125,
Dukoral,5600000000052,
Duloxetine,5600000001213,
DuoPlavin,5600000000888,
DuoResp Spiromax,5600000000470,
DuoTrav,5600000001584,
Dupixent,5600000002119,
Duzallo,5600000003988,
Dynastat,5600000000920,
Dynepo,5600000002191,
Dzuveo,5600000000425,
ECALTA,5600000002907,
ELOCTA,5600000000584,
ELREXFIO,5600000992247,
ELZONRIS,5600000003648,
EMEND,5600000001948,
EVARREST,5600000000181,
EVKEEZA,5600000003606,
EVOTAZ,5600000001692,
EVRA,5600000002945,
EVUSHELD,5600000090098,
EXJADE,5600000001594,
EXPAREL liposomal,5600000002107,
Ebglyss,5600000991976,
Ebilfumin,5600000001746,
Ebixa,5600000001030,
Ebvallo,5600000107246,
Ebymect,5600000003334,
Ecansya,5600000004050,
EchoGen,5600000002072,
Ecokinase,5600000002628,
Edarbi,5600000001141,
Edistride,5600000001421,
Efavirenz,5600000001072,
Efavirenz/Emtricitabine/Tenofovir disoproxil,5600000000174,
Effentora,5600000002218,
Efficib,5600000002339,
Efient,5600000002767,
Efmody,5600000000386,
Eklira,5600000004170,
Eladynos,5600000107761,
Elaprase,5600000000634,
Elebrato,5600000000252,
Elfabrio,5600000984000,
Eliquis,5600000001440,
Elonva,5600000004288,
Elucirem,5600000992252,
Emadine,5600000002870,
Emgality,5600000000165,
Empliciti,5600000001228,
Emselex,5600000002601,
Emtricitabine/Tenofovir disoproxil,5600000001422,
Emtricitabine/tenofovir disoproxil,5600000002740,
Emtriva,5600000003154,
Enbrel,5600000001928,
EndolucinBeta,5600000003361,
Enerzair,5600000003763,
Enhertu,5600000002057,
Enjaymo,5600000106517,
Enrylaze,5600000991121,
Enspryng,5600000001907,
Ent,5600000001831,
Entacapone,5600000000128,
Entecavir,5600000000041,
Entresto,5600000002262,
Entyvio,5600000000381,
Enurev,5600000003309,
Envarsus,5600000001423,
Enviage,5600000002468,
Enyglid,5600000002463,
Enzepi,5600000001513,
Epclusa,5600000003691,
Eperzan,5600000001235,
Epidyolex,5600000001783,
Episalvan,5600000001717,
Epivir,5600000002406,
Epoetin alfa,5600000000048,
Eporatio,5600000002774,
Eptifibatide,5600000003394,
Epysqli,5600000984643,
Equidacent,5600000002050,
Erbitux,5600000002603,
Erelzi,5600000001535,
Erivedge,5600000004331,
Erleada,5600000003723,
Ertapenem,5600000097503,
Ervebo,5600000003908,
Esbriet,5600000000171,
Esmya,5600000001075,
Esperoct,5600000003618,
Eucreas,5600000002916,
Eurartesim,5600000000851,
Evenity,5600000000114,
Evicel,5600000003031,
Eviplera,5600000001829,
Evista,5600000002133,
Evoltra,5600000001038,
Evotopin,5600000002368,
Evrenzo,5600000004637,
Evrysdi,5600000001385,
Exalief,5600000002770,
Exelon,5600000001841,
Exforge,5600000000892,
Exforge HCT,5600000003268,
Extavia,5600000000199,
Exubera,5600000000685,
Exviera,5600000002004,
Eylea,5600000000302,
FLUENZ,5600000003678,
FOSAVANCE,5600000000130,
Fablyn,5600000004013,
Fabrazyme,5600000003147,
Fampridine,5600000002138,
Fampyra,5600000001401,
Fareston,5600000002020,
Farydak,5600000002078,
Fasenra,5600000003841,
Faslodex,5600000003159,
Fasturtec,5600000003371,
Febuxostat,5600000000203,
Fendrix,5600000002956,
Feraccru,5600000001956,
Ferriprox,5600000002192,
Fertavid,5600000000415,
FertiPro N.V. HSA-containing ART,5600000001765,
Fetcroja,5600000000018,
Fexeric,5600000001716,
Fexinidazole,5600000003531,
Fiasp,5600000001981,
Filgrastim,5600000000272,
Filsuvez,5600000096351,
Fingolimod,5600000001384,
Finlee,5600000992033,
Fintepla,5600000000543,
Firazyr,5600000002728,
Firdapse,5600000003141,
Firmagon,5600000004277,
Flebogamma,5600000002532,
Flixabi,5600000002698,
Floseal Hemostatic Matrix (Floseal VH S/D),5600000000775,
Fluad,5600000003004,
Flucelvax,5600000003985,
Fluenz,5600000004341,
Focetria,5600000001123,
Foclivia,5600000000855,
Forcaltonin,5600000002821,
Forsteo,5600000001986,
Fortacin,5600000001566,
Fortovase,5600000001854,
Forxiga,5600000003083,
Foscan,5600000002436,
Fotivda,5600000000074,
Fulphila,5600000002685,
Fulvestrant,5600000000994,
Fuzeon,5600000002176,
Fycompa,5600000000300,
GAVRETO,5600000014247,
GHRYVELIN,5600000004070,
GIOTRIF,5600000003637,
GIVLAARI,5600000002037,
GONAL-f,5600000001269,
Galafold,5600000001168,
Galvus,5600000001194,
Ganfort,5600000001589,
Ganirelix,5600000097504,
Gardasil,5600000002955,
Gardasil 9,5600000001834,
Gazyvaro,5600000000983,
Gefitinib,5600000004147,
Gems Medium Suite,5600000001810,
Gencebok,5600000001311,
Genvoya,5600000000988,
Giapreza,5600000002501,
Gilenya,5600000000164,
Glidipion,5600000003823,
Gliolan,5600000003234,
Glivec,5600000000051,
Glubrava,5600000003035,
Glustin,5600000000579,
Glybera,5600000000471,
Glyxambi,5600000000091,
Granpidam,5600000002257,
Granupas,5600000003837,
Grastofil,5600000002096,
Grasustek,5600000003617,
Grepid,5600000003968,
HBVAXPRO,5600000000710,
HEPLISAV B,5600000000003,
HYFTOR,5600000984701,
Halaven,5600000004166,
Halimatoz,5600000001245,
Harvoni,5600000001993,
Hefiya,5600000002035,
Helicobacter Test INFAI,5600000002757,
Helixate NexGen,5600000002450,
Hemangiol,5600000000979,
Hemgenix,5600000108904,
Hemlibra,5600000000177,
Hemoblast,5600000001494,
Hemoprostol,5600000000081,
Hepa,5600000002551,
Hepcludex,5600000003958,
Hepsera,5600000000655,
Herceptin,5600000002242,
Herwenda,5600000992034,
Herzuma,5600000002779,
Hetlioz,5600000002752,
Hexacima,5600000000930,
Hexavac,5600000000859,
Hexaxim,5600000003784,
Hexyon,5600000003200,
Hirobriz,5600000000791,
Hizentra,5600000001520,
Holoclar,5600000001778,
Hukyndra,5600000014244,
Hulio,5600000001381,
HumaECT,5600000002125,
Humalog,5600000001294,
Humenza,5600000000787,
Humira,5600000000113,
HyQvia,5600000000153,
Hycamtin,5600000002296,
Hyrimoz,5600000000108,
IBRANCE,5600000000195,
IDELVION,5600000000271,
IDflu,5600000002399,
IKERVIS,5600000001764,
ILARIS,5600000000374,
IMATINIB,5600000004868,
IMCIVREE,5600000003762,
IMJUDO,5600000108905,
IMVANEX,5600000003215,
INCIVO,5600000001747,
INOmax,5600000002466,
INTELENCE,5600000003033,
IONSYS,5600000003054,
IV Zanamivir,5600000001579,
IVF  G5 Series,5600000000663,
Iasibon,5600000001818,
Ibandronic Acid,5600000000848,
Ibandronic acid,5600000000155,
Iblias,5600000001710,
Icandra,5600000000594,
Icatibant,5600000002059,
Iclusig,5600000002917,
Idacio,5600000001352,
Idefirix,5600000000006,
Ifirmacombi,5600000001741,
Ifirmasta,5600000003024,
Ilumetri,5600000000348,
Imatinib,5600000000117,
Imbruvica,5600000000110,
Imfinzi,5600000004150,
Imlygic,5600000001512,
ImmunoGam,5600000003965,
Imnovid,5600000000055,
Imprida,5600000000276,
Imprida HCT,5600000000704,
Imraldi,5600000000464,
Inaqovi,5600000991119,
Inbrija,5600000003991,
Increlex,5600000000636,
Incresync,5600000001559,
Incruse,5600000001631,
Indimacis 125,5600000004213,
InductOs,5600000002919,
Infanrix HepB,5600000002357,
Infanrix hexa,5600000000635,
Infanrix penta,5600000001449,
Infergen,5600000002137,
Inflectra,5600000000058,
Inhixa,5600000000200,
Inlyta,5600000001607,
Inovelon,5600000000933,
Inpremzia,5600000092526,
Inrebic,5600000001906,
Instanyl,5600000003101,
Insulatard,5600000001020,
Insulin Human,5600000000595,
Insulin aspart,5600000001386,
Insulin lispro,5600000003817,
Insuman,5600000001886,
Intanza,5600000002527,
Integrilin,5600000001923,
Intrarosa,5600000000296,
Intrinsa,5600000001090,
IntronA,5600000000538,
Intuniv,5600000000318,
Invanz,5600000004236,
Invega,5600000002858,
Invirase,5600000002702,
Invokana,5600000001437,
Ioa,5600000001064,
Ionsys,5600000001871,
Ipreziv,5600000000157,
Irbesartan,5600000002270,
Irbesartan Hydrochlorothiazide,5600000002264,
Irbesartan/Hydrochlorothiazide,5600000002734,
Iressa,5600000003409,
Irvine Scientific Reproductive,5600000003038,
Iscover,5600000001850,
Isentress,5600000001815,
Isturisa,5600000000878,
Ivabradine,5600000000075,
Ivabradine Anpharm,5600000001165,
Ivabradine JensonR,5600000002500,
Ivemend,5600000002901,
Ivozall,5600000003933,
Ixense,5600000003304,
Ixiaro,5600000003342,
Izba,5600000001708,
JCOVDEN,5600000000657,
JEMPERLI,5600000002046,
JETREA,5600000000152,
Jakavi,5600000003313,
Jalra,5600000000592,
Janumet,5600000002612,
Januvia,5600000003635,
Jardiance,5600000001780,
Javlor,5600000004279,
Jayempi,5600000002032,
Jaypirca,5600000991753,
Jentadueto,5600000003782,
Jevtana,5600000001792,
Jinarc,5600000000485,
Jivi,5600000001755,
Jorveza,5600000001570,
Juluca,5600000000350,
Jylamvo,5600000001625,
Jyseleca,5600000001319,
KANJINTI,5600000003730,
KIMMTRAK,5600000090265,
KITAZATO ART,5600000991738,
KOGENATE,5600000002213,
Kadcyla,5600000003138,
Kaftrio,5600000001250,
Kaletra,5600000002512,
Kalydeco,5600000000883,
Kanuma,5600000001947,
Kapruvia,5600000092557,
Karvea,5600000002080,
Karvezide,5600000002864,
Kauliv,5600000108774,
Kengrexal,5600000000987,
Kentera,5600000000406,
Keonazole,5600000000777,
Kepivance,5600000003199,
Keppra,5600000001927,
Kerendia,5600000081665,
Kesimpta,5600000001259,
Ketek,5600000003071,
Kevzara,5600000000204,
Keytruda,5600000003847,
Kigabeq,5600000000907,
Kineret,5600000001265,
Kinpeygo,5600000097501,
Kinzalkomb,5600000002949,
Kinzalmono,5600000000678,
Kiovig,5600000003638,
Kirsty,5600000002063,
Kisplyx,5600000000463,
Kisqali,5600000003488,
Kivexa,5600000000684,
Klisyri,5600000000760,
Kolbam,5600000003838,
Komboglyze,5600000000507,
Koselugo,5600000000432,
Kovaltry,5600000000139,
Krazati,5600000992381,
Kromeya,5600000001274,
Krystexxa,5600000003359,
Kuvan,5600000001598,
Kymriah,5600000000011,
Kyntheum,5600000001985,
Kyprolis,5600000002064,
LIBTAYO,5600000000467,
LIFMIOR,5600000000118,
LIVMARLI,5600000107126,
LIVOGIVA,5600000002800,
LIVTENCITY,5600000106525,
LUMYKRAS,5600000042726,
LUSDUNA,5600000003656,
LUTATHERA,5600000003721,
LYFNUA,5600000991111,
Lacosamide,5600000000566,
Lamivudine,5600000002520,
Lamivudine / Zidovudine,5600000000725,
Lamivudine / Zidovudine ViiV,5600000003580,
Lamivudine ViiV,5600000003585,
Lamzede,5600000003538,
Lantus,5600000000542,
Lartruvo,5600000000210,
Latuda,5600000000456,
Laventair,5600000001000,
Ledaga,5600000003337,
Leflunomide,5600000000567,
Leganto,5600000001018,
Lemtrada,5600000001404,
Lenalidomide,5600000000007,
Lenalidomide   Novo mesto,5600000000399,
Lenvima,5600000003055,
Leqvio,5600000003912,
LeukoScan,5600000002629,
LeukoStrat CDx FLT3 Mutation Assay,5600000991186,
Levemir,5600000000416,
Levetiracetam,5600000000124,
Levetiracetam  Group,5600000001076,
Levitra,5600000004268,
Levodopa/Carbidopa/Entacapone,5600000000940,
Levviax,5600000000265,
Lextemy,5600000002715,
Libertek,5600000001144,
Libmeldy,5600000003533,
Libmyris,5600000014090,
LifeGlobal,5600000001704,
Liprolog,5600000000227,
Litak,5600000002614,
Litfulo,5600000991113,
Livensa,5600000001098,
Lixiana,5600000000984,
Loargys,5600000992280,
Locametz,5600000107133,
Lojuxta,5600000003219,
Lokelma,5600000003856,
Lonquex,5600000003121,
Lonsurf,5600000001460,
Lopinavir/Ritonavir,5600000002597,
Lorviqua,5600000003570,
Lucentis,5600000001503,
Lumark,5600000001432,
Lumeblue,5600000001316,
Lumigan,5600000004237,
Luminity,5600000000620,
Lumoxiti,5600000003481,
Lunsumio,5600000095788,
Lupkynis,5600000100186,
Lutetium (177Lu) chloride,5600000100207,
Luveris,5600000001446,
Luxturna,5600000002561,
Lydisilka,5600000000739,
Lymphoseek,5600000001406,
Lynparza,5600000001626,
Lyrica,5600000002313,
LysaKare,5600000003447,
Lysodren,5600000002180,
Lytgobi,5600000985410,
Lyumjev,5600000002486,
Lyxumia,5600000003179,
M-M-RvaxPro,5600000002604,
MACI,5600000004326,
MINJUVI,5600000004682,
MULTAQ,5600000002345,
MVABEA,5600000003612,
MVASI,5600000000913,
MabCampath,5600000000263,
MabThera,5600000001411,
Macugen,5600000000938,
Marixino,5600000003427,
Matever,5600000001491,
Mavenclad,5600000003915,
Maviret,5600000001343,
Mayzent,5600000000172,
Mekinist,5600000000047,
Mektovi,5600000001911,
Melatonin,5600000106519,
Memantine,5600000000224,
MenQuadfi,5600000000384,
Menveo,5600000003674,
Mepact,5600000002171,
Mepsevii,5600000002692,
Metalyse,5600000003599,
Methylthioninium chloride,5600000001839,
Micardis,5600000001894,
MicardisPlus,5600000002946,
Miglustat,5600000001045,
Mimpara,5600000000599,
Mirapexin,5600000001866,
Mircera,5600000000702,
Mirvaso,5600000000477,
Mixtard,5600000003518,
Modigraf,5600000002805,
Monotard,5600000001681,
Mosquirix,5600000000976,
Mounjaro,5600000100185,
Moventig,5600000000323,
Movymia,5600000000079,
Mozobil,5600000003403,
Mulpleo,5600000004074,
Myalepta,5600000000218,
Mycamine,5600000000931,
Mycapssa,5600000107122,
Myclausen,5600000000713,
Mycophenolate mofetil,5600000003145,
Myfenax,5600000003116,
Mylotarg,5600000003725,
Myocet liposomal,5600000001454,
Myozyme,5600000001091,
Mysildecard,5600000000244,
Mysimba,5600000000090,
NINLARO,5600000000137,
NUBEQA,5600000000001,
NULIBRY,5600000100354,
NUVAXOVID,5600000041327,
NYXTCIS,5600000002930,
Naglazyme,5600000001855,
Namuscla,5600000000351,
Natpar,5600000001206,
Naveruclif,5600000992388,
Nemdatine,5600000000022,
NeoRecormon,5600000002024,
NeoSpect,5600000003716,
Neoclarityn,5600000002723,
Neofordex,5600000001775,
Neparvis,5600000000520,
Nepexto,5600000002143,
Nerlynx,5600000003454,
Nespo,5600000002730,
Neulasta,5600000003513,
Neupopeg,5600000003514,
Neupro,5600000003204,
Neuraceq,5600000001891,
NeuroBloc,5600000000838,
Nevanac,5600000003190,
Nevirapine,5600000000401,
Nexavar,5600000000630,
Nexium Control,5600000000033,
NexoBrid,5600000001602,
Nexpovio,5600000002639,
Nexviadyme,5600000096575,
Ngenla,5600000079833,
Nilemdo,5600000002636,
Nimenrix,5600000001106,
Nimvastid,5600000002503,
Nitisinone,5600000000390,
Nityr,5600000004060,
Nivestim,5600000000621,
Nivolumab,5600000001531,
Nodetrip,5600000001009,
Nonafact,5600000000262,
Nordimet,5600000000769,
Norvir,5600000002342,
NovoEight,5600000003085,
NovoMix,5600000001567,
NovoNorm,5600000002144,
NovoRapid,5600000000597,
NovoSeven,5600000002016,
NovoThirteen,5600000003827,
Noxafil,5600000000331,
Nplate,5600000000270,
Nucala,5600000000576,
Nuceiva,5600000002110,
Nuedexta,5600000003177,
Nulojix,5600000004164,
Numient,5600000001288,
Nustendi,5600000000516,
NutropinAq,5600000003027,
Nuwiq,5600000000106,
Nyracta,5600000001934,
Nyvepria,5600000001738,
Nyxoid,5600000001801,
OKEDI,5600000079836,
OLYSIO,5600000000768,
OPDIVO,5600000001357,
OXERVATE,5600000003729,
OZAWADE,5600000004680,
Obizur,5600000004266,
Ocaliva,5600000000335,
Ocrevus,5600000003728,
Odefsey,5600000001711,
Odomzo,5600000004217,
Ofev,5600000001025,
Ogivri,5600000002862,
Ogluo,5600000002489,
Olansek,5600000003047,
Olanzapine,5600000000414,
Olazax,5600000002680,
Olumiant,5600000000116,
Omidria,5600000000324,
Omnitrope,5600000001665,
Omvoh,5600000984832,
Onbevzi,5600000001304,
Onbrez,5600000002726,
Oncaspar,5600000003241,
Ondexxya,5600000000421,
Onduarp,5600000000180,
Ongentys,5600000000493,
Onglyza,5600000003227,
Onivyde pegylated liposomal,5600000003441,
Onpattro,5600000003491,
Onsenal,5600000000922,
Ontilyv,5600000084305,
Ontozry,5600000000064,
Ontruzant,5600000001537,
Onureg,5600000002089,
Opatanol,5600000002844,
Opdualag,5600000100197,
Opfolda,5600000985383,
Opgenra,5600000002658,
Oprymea,5600000000225,
Opsumit,5600000001036,
Optaflu,5600000002885,
Optimark,5600000002903,
Optison,5600000002798,
Optruma,5600000002135,
Opulis,5600000003704,
Opzelura,5600000983640,
Orencia,5600000000447,
Orfadin,5600000001205,
Orgalutran,5600000000799,
Orgovyx,5600000092528,
Origio,5600000003066,
Orkambi,5600000000239,
Orlaam,5600000002674,
Orladeyo,5600000002147,
Orphacol,5600000000968,
Orserdu,5600000991122,
Osigraft,5600000001448,
Oslif,5600000000856,
Osseor,5600000003221,
Otezla,5600000000494,
Ovaleap,5600000000182,
Ovitrelle,5600000003671,
Oxbryta,5600000079835,
Oxlumo,5600000003948,
Oyavas,5600000000513,
Ozempic,5600000000255,
Ozurdex,5600000000794,
PANTECTA Control,5600000003676,
PANTOLOC Control,5600000003677,
PANTOZOL Control,5600000004300,
PD-L1 IHC 22C3,5600000991183,
PHEBURANE,5600000004049,
PHELINUN,5600000002100,
PONVORY,5600000000734,
POTELIGEO,5600000004154,
PREVYMIS,5600000000212,
PROVENGE,5600000003310,
Padcev,5600000091698,
Paglitaz,5600000001415,
Palforzia,5600000000353,
Palonosetron,5600000002320,
Palynziq,5600000000422,
Pandemic Influenza Vaccine H5N1,5600000000786,
Pandemic influenza vaccine H5N1,5600000002271,
Pandemrix,5600000003067,
Panretin,5600000002240,
Parareg,5600000001014,
Parsabiv,5600000000333,
Patrex,5600000001884,
Paxene,5600000000781,
Paxlovid,5600000063757,
Pazenir,5600000000437,
PecFent,5600000000824,
Pedea,5600000003298,
Pedmarqsi,5600000984700,
PegIntron,5600000001931,
Pegasys,5600000000929,
Pelgraz,5600000000160,
Pelmeg,5600000001819,
Pelzont,5600000002729,
Pemazyre,5600000001218,
Pemetrexed,5600000000087,
Pepaxti,5600000099050,
Pergoveris,5600000000072,
Perjeta,5600000003307,
Peyona,5600000003408,
Phesgo,5600000001240,
PhotoBarr,5600000000659,
Picato,5600000004318,
Pifeltro,5600000003818,
Pioglitazone,5600000000508,
Piqray,5600000000540,
Pirfenidone,5600000096353,
Pixuvri,5600000001419,
Plavix,5600000002160,
Plegridy,5600000000490,
Plenadren,5600000004315,
Plerixafor,5600000107742,
Pluvicto,5600000107128,
Polivy,5600000000346,
Pombiliti,5600000983100,
Portrazza,5600000001522,
Posaconazole,5600000001037,
Possia,5600000001795,
Potactasol,5600000000553,
Pradaxa,5600000000738,
Praluent,5600000000618,
Pramipexole,5600000000266,
Prandin,5600000002507,
Prasugrel,5600000003523,
Pravafenix,5600000000871,
Praxbind,5600000002534,
PreHevbri,5600000092554,
Pregabalin,5600000000065,
Preotact,5600000000932,
"Prepandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) GlaxoSmithKline Biologicals",5600000003364,
"Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostic",5600000001152,
Prepandrix,5600000000277,
Prevenar,5600000003279,
Prevenar 13,5600000003444,
Prezista,5600000001667,
Prialt,5600000002212,
Primavax,5600000002442,
