order,name,label,parent,codesystem,code,ontologyTermURI,definition
109,Condylomatous carcinoma,,Squamous cell neoplasms,,8054/3,,
110,Warty-basaloid carcinoma,,Squamous cell neoplasms,,8054/3,,
111,Vipoma,,Squamous cell neoplasms,,8155/3,,
112,Squamous papillomatosis,,Squamous cell neoplasms,,8060/0,,
113,"Papillomatosis, NOS",,Squamous cell neoplasms,,8060/0,,
114,Actinic keratosis,,Squamous cell neoplasms,,8070/0,,
115,Arsenical keratosis,,Squamous cell neoplasms,,8070/0,,
116,PUVA keratosis,,Squamous cell neoplasms,,8070/0,,
117,"Squamous cell carcinoma in situ, NOS",,Squamous cell neoplasms,,8070/2,,
118,"Epidermoid carcinoma in situ, NOS",,Squamous cell neoplasms,,8070/2,,
119,"Intraepidermal carcinoma, NOS",,Squamous cell neoplasms,,8070/2,,
120,Intraepithelial squamous cell carcinoma,,Squamous cell neoplasms,,8070/2,,
121,"Squamous cell carcinoma, NOS",,Squamous cell neoplasms,,8070/3,,
122,"Squamous cell carcinoma, usual type",,Squamous cell neoplasms,,8070/3,,
123,"Epidermoid carcinoma, NOS",,Squamous cell neoplasms,,8070/3,,
124,Squamous carcinoma,,Squamous cell neoplasms,,8070/3,,
125,Squamous cell epithelioma,,Squamous cell neoplasms,,8070/3,,
126,"Squamous cell carcinoma, metastatic, NOS",,Squamous cell neoplasms,,8070/6,,
127,Differentiated intraepithelial neoplasia,,Squamous cell neoplasms,,8071/2,,
128,Differentiated penile intraepithelial neoplasia (PeIN),,Squamous cell neoplasms,,8071/2,,
129,Differentiated vulvar intraepithelial neoplasia (VIN),,Squamous cell neoplasms,,8071/2,,
130,"Squamous cell carcinoma, keratinizing, NOS",,Squamous cell neoplasms,,8071/3,,
131,"Epidermoid carcinoma, keratinizing",,Squamous cell neoplasms,,8071/3,,
132,"Squamous cell carcinoma, large cell, keratinizing",,Squamous cell neoplasms,,8071/3,,
133,Keratoacanthoma,,Squamous cell neoplasms,,8071/3,,
134,Large cell acanthoma,,Squamous cell neoplasms,,8072/0,,
135,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS",,Squamous cell neoplasms,,8072/3,,
136,"Epidermoid carcinoma, large cell, nonkeratinizing",,Squamous cell neoplasms,,8072/3,,
137,"Squamous cell carcinoma, nonkeratinizing, NOS",,Squamous cell neoplasms,,8072/3,,
138,"Squamous cell carcinoma, small cell, nonkeratinizing",,Squamous cell neoplasms,,8073/3,,
139,"Epidermoid carcinoma, small cell, nonkeratinizing",,Squamous cell neoplasms,,8073/3,,
140,"Squamous cell carcinoma, spindle cell",,Squamous cell neoplasms,,8074/3,,
141,"Epidermoid carcinoma, spindle cell",,Squamous cell neoplasms,,8074/3,,
142,"Squamous cell carcinoma, sarcomatoid",,Squamous cell neoplasms,,8074/3,,
143,Pseudovascular squamous cell carcinoma,,Squamous cell neoplasms,,8074/3,,
144,"Squamous cell carcinoma, adenoid",,Squamous cell neoplasms,,8075/3,,
145,"Squamous cell carcinoma, acantholytic",,Squamous cell neoplasms,,8075/3,,
146,"Squamous cell carcinoma, pseudoglandular",,Squamous cell neoplasms,,8075/3,,
147,Squamous cell carcinoma in situ with questionable stromal invasion,,Squamous cell neoplasms,,8076/2,,
148,Epidermoid carcinoma in situ with questionable stromal invasion,,Squamous cell neoplasms,,8076/2,,
149,"Squamous cell carcinoma, microinvasive",,Squamous cell neoplasms,,8076/3,,
150,"Squamous intraepithelial neoplasia, low grade",,Squamous cell neoplasms,,8077/0,,
151,"Squamous intraepithelial neoplasia, grade I",,Squamous cell neoplasms,,8077/0,,
152,Low grade squamous intraepithelial lesion,,Squamous cell neoplasms,,8077/0,,
153,"Anal intraepithelial neoplasia, low grade",,Squamous cell neoplasms,,8077/0,,
154,"Cervical intraepithelial neoplasia, low grade",,Squamous cell neoplasms,,8077/0,,
155,"Esophageal squamous intraepithelial neoplasia (dysplasia), low grade",,Squamous cell neoplasms,,8077/0,,
156,"Squamous intraepithelial neoplasia, high grade",,Squamous cell neoplasms,,8077/2,,
157,"Squamous intraepithelial neoplasia, grade II",,Squamous cell neoplasms,,8077/2,,
158,"Squamous intraepithelial neoplasia, grade III",,Squamous cell neoplasms,,8077/2,,
159,"Squamous dysplasia, high grade",,Squamous cell neoplasms,,8077/2,,
160,High grade squamous intraepithelial lesion,,Squamous cell neoplasms,,8077/2,,
161,"Anal intraepithelial neoplasia, grade III",,Squamous cell neoplasms,,8077/2,,
162,AIN III,,Squamous cell neoplasms,,8077/2,,
163,"Cervical intraepithelial neoplasia, grade III",,Squamous cell neoplasms,,8077/2,,
164,"CIN III, NOS",,Squamous cell neoplasms,,8077/2,,
165,CIN III with severe dysplasia,,Squamous cell neoplasms,,8077/2,,
166,"Esophageal squamous intraepithelial neoplasia (dysplasia), high grade",,Squamous cell neoplasms,,8077/2,,
167,"Vaginal intraepithelial neoplasia, grade III",,Squamous cell neoplasms,,8077/2,,
168,VAIN III,,Squamous cell neoplasms,,8077/2,,
169,"Vulvar intraepithelial neoplasia, grade III",,Squamous cell neoplasms,,8077/2,,
170,VIN III,,Squamous cell neoplasms,,8077/2,,
171,Squamous cell carcinoma with horn formation,,Squamous cell neoplasms,,8078/3,,
172,Queyrat erythroplasia,,Squamous cell neoplasms,,8080/2,,
173,Bowen disease,,Squamous cell neoplasms,,8081/2,,
174,"Intraepidermal squamous cell carcinoma, Bowen type",,Squamous cell neoplasms,,8081/2,,
175,Lymphoepithelial carcinoma,,Squamous cell neoplasms,,8082/3,,
176,Lymphoepithelioma,,Squamous cell neoplasms,,8082/3,,
177,Lymphoepithelioma-like carcinoma,,Squamous cell neoplasms,,8082/3,,
178,Schmincke tumor,,Squamous cell neoplasms,,8082/3,,
179,Somatostatinoma,,Squamous cell neoplasms,,8156/3,,
180,Basaloid squamous cell carcinoma,,Squamous cell neoplasms,,8083/3,,
181,Papillary-basaloid carcinoma,,Squamous cell neoplasms,,8083/3,,
182,Clear cell acanthoma,,Squamous cell neoplasms,,8084/0,,
183,"Squamous cell carcinoma, clear cell type",,Squamous cell neoplasms,,8084/3,,
184,"Squamous cell carcinoma, HPV positive",,Squamous cell neoplasms,,8085/3,,
185,"Squamous cell carcinoma, HPV negative",,Squamous cell neoplasms,,8086/3,,
186,Basal cell neoplasms,,,,809-811,,
187,Basal cell tumor,,Basal cell neoplasms,,8090/1,,
188,"Basal cell carcinoma, NOS",,Basal cell neoplasms,,8090/3,,
189,Basal cell epithelioma,,Basal cell neoplasms,,8090/3,,
190,Rodent ulcer,,Basal cell neoplasms,,8090/3,,
191,Pigmented basal cell carcinoma,,Basal cell neoplasms,,8090/3,,
192,Basal cell carcinoma with adnexal differentiation,,Basal cell neoplasms,,8090/3,,
193,Superficial basal cell carcinoma,,Basal cell neoplasms,,8091/3,,
194,Multifocal superficial basal cell carcinoma,,Basal cell neoplasms,,8091/3,,
195,Multicentric basal cell carcinoma,,Basal cell neoplasms,,8091/3,,
196,"Infiltrating basal cell carcinoma, NOS",,Basal cell neoplasms,,8092/3,,
197,"Infiltrating basal cell carcinoma, non-sclerosing",,Basal cell neoplasms,,8092/3,,
198,"Infiltrating basal cell carcinoma, sclerosing",,Basal cell neoplasms,,8092/3,,
199,"Basal cell carcinoma, desmoplastic type",,Basal cell neoplasms,,8092/3,,
200,"Basal cell carcinoma, morpheic",,Basal cell neoplasms,,8092/3,,
201,"Basal cell carcinoma, sarcomatoid",,Basal cell neoplasms,,8092/3,,
202,"Basal cell carcinoma, fibroepithelial",,Basal cell neoplasms,,8093/3,,
203,"Fibroepithelioma, NOS",,Basal cell neoplasms,,8093/3,,
204,Fibroepithelioma of Pinkus type,,Basal cell neoplasms,,8093/3,,
205,"Fibroepithelial basal cell carcinoma, Pinkus type",,Basal cell neoplasms,,8093/3,,
206,Pinkus tumor,,Basal cell neoplasms,,8093/3,,
207,Basosquamous carcinoma,,Basal cell neoplasms,,8094/3,,
208,Mixed basal-squamous cell carcinoma,,Basal cell neoplasms,,8094/3,,
209,Metatypical carcinoma,,Basal cell neoplasms,,8095/3,,
210,Intraepidermal epithelioma of Jadassohn,,Basal cell neoplasms,,8096/0,,
211,"Basal cell carcinoma, nodular",,Basal cell neoplasms,,8097/3,,
212,"Basal cell carcinoma, micronodular",,Basal cell neoplasms,,8097/3,,
213,Adenoid basal carcinoma,,Basal cell neoplasms,,8098/3,,
214,Trichoepithelioma,,Basal cell neoplasms,,8100/0,,
215,Brooke tumor,,Basal cell neoplasms,,8100/0,,
216,Epithelioma adenoides cysticum,,Basal cell neoplasms,,8100/0,,
217,Trichoblastoma,,Basal cell neoplasms,,8100/0,,
218,Trichogerminoma,,Basal cell neoplasms,,8100/0,,
219,Trichoblastic carcinoma,,Basal cell neoplasms,,8100/3,,
220,Trichoblastic carcinosarcoma,,Basal cell neoplasms,,8100/3,,
221,Trichofolliculoma,,Basal cell neoplasms,,8101/0,,
222,Trichilemmoma,,Basal cell neoplasms,,8102/0,,
223,Trichilemmocarcinoma,,Basal cell neoplasms,,8102/3,,
224,Trichilemmal carcinoma,,Basal cell neoplasms,,8102/3,,
225,Pilar tumor,,Basal cell neoplasms,,8103/0,,
226,Proliferating trichilemmal cyst,,Basal cell neoplasms,,8103/1,,
227,Proliferating trichilemmal tumor,,Basal cell neoplasms,,8103/1,,
228,Pilar sheath acanthoma,,Basal cell neoplasms,,8104/0,,
229,Tumor of follicular infundibulum,,Basal cell neoplasms,,8104/0,,
230,"Pilomatricoma, NOS",,Basal cell neoplasms,,8110/0,,
231,"Pilomatrixoma, NOS",,Basal cell neoplasms,,8110/0,,
232,Calcifying epithelioma of Malherbe,,Basal cell neoplasms,,8110/0,,
233,Melanocytic matricoma,,Basal cell neoplasms,,8110/0,,
234,Pilomatrical carcinoma,,Basal cell neoplasms,,8110/3,,
235,Pilomatrix carcinoma,,Basal cell neoplasms,,8110/3,,
236,Matrical carcinoma,,Basal cell neoplasms,,8110/3,,
237,"Pilomatricoma, malignant",,Basal cell neoplasms,,8110/3,,
238,"Pilomatrixoma, malignant",,Basal cell neoplasms,,8110/3,,
239,Transitional cell papillomas and carcinomas,,,,812-813,,
240,"Urothelial papilloma, NOS",,Transitional cell papillomas and carcinomas,,8120/0,,
241,"Transitional cell papilloma, benign",,Transitional cell papillomas and carcinomas,,8120/0,,
242,Transitional papilloma,,Transitional cell papillomas and carcinomas,,8120/0,,
243,"Transitional cell papilloma, NOS",,Transitional cell papillomas and carcinomas,,8120/0,,
244,Papilloma of bladder,,Transitional cell papillomas and carcinomas,,8120/0,,
245,Urothelial carcinoma in situ,,Transitional cell papillomas and carcinomas,,8120/2,,
246,Transitional cell carcinoma in situ,,Transitional cell papillomas and carcinomas,,8120/2,,
247,"Transitional cell carcinoma, NOS",,Transitional cell papillomas and carcinomas,,8120/3,,
248,"Urothelial carcinoma, NOS",,Transitional cell papillomas and carcinomas,,8120/3,,
249,Transitional carcinoma,,Transitional cell papillomas and carcinomas,,8120/3,,
250,Squamotransitional carcinoma,,Transitional cell papillomas and carcinomas,,8120/3,,
251,"Sinonasal papilloma, exophytic",,Transitional cell papillomas and carcinomas,,8121/0,,
252,"Schneiderian papilloma, NOS",,Transitional cell papillomas and carcinomas,,8121/0,,
253,"Sinonasal papilloma, NOS",,Transitional cell papillomas and carcinomas,,8121/0,,
254,"Sinonasal papilloma, fungiform",,Transitional cell papillomas and carcinomas,,8121/0,,
255,"Urothelial papilloma, inverted",,Transitional cell papillomas and carcinomas,,8121/0,,
256,"Transitional papilloma, inverted, NOS",,Transitional cell papillomas and carcinomas,,8121/0,,
257,"Transitional cell papilloma, inverted, NOS",,Transitional cell papillomas and carcinomas,,8121/0,,
258,"Sinonasal papilloma, inverted",,Transitional cell papillomas and carcinomas,,8121/1,,
259,Columnar cell papilloma,,Transitional cell papillomas and carcinomas,,8121/1,,
260,Cylindrical cell papilloma,,Transitional cell papillomas and carcinomas,,8121/1,,
261,"Schneiderian papilloma, oncocytic",,Transitional cell papillomas and carcinomas,,8121/1,,
262,"Schneiderian papilloma, inverted",,Transitional cell papillomas and carcinomas,,8121/1,,
263,"Sinonasal papilloma, oncocytic",,Transitional cell papillomas and carcinomas,,8121/1,,
264,Schneiderian carcinoma,,Transitional cell papillomas and carcinomas,,8121/3,,
265,Cylindrical cell carcinoma,,Transitional cell papillomas and carcinomas,,8121/3,,
266,"Urothelial carcinoma, sarcomatoid",,Transitional cell papillomas and carcinomas,,8122/3,,
267,"Urothelial carcinoma, spindle cell",,Transitional cell papillomas and carcinomas,,8122/3,,
268,"Transitional cell carcinoma, spindle cell",,Transitional cell papillomas and carcinomas,,8122/3,,
269,"Transitional cell carcinoma, sarcomatoid",,Transitional cell papillomas and carcinomas,,8122/3,,
270,Basaloid carcinoma,,Transitional cell papillomas and carcinomas,,8123/3,,
271,Cloacogenic carcinoma,,Transitional cell papillomas and carcinomas,,8124/3,,
272,Papillary urothelial neoplasm of low malignant potential,,Transitional cell papillomas and carcinomas,,8130/1,,
273,Papillary transitional cell neoplasm of low malignant potential,,Transitional cell papillomas and carcinomas,,8130/1,,
274,"Papillary urothelial carcinoma, non-invasive",,Transitional cell papillomas and carcinomas,,8130/2,,
275,"Papillary transitional cell carcinoma, non-invasive",,Transitional cell papillomas and carcinomas,,8130/2,,
276,Papillary urothelial carcinoma,,Transitional cell papillomas and carcinomas,,8130/3,,
277,Papillary transitional cell carcinoma,,Transitional cell papillomas and carcinomas,,8130/3,,
278,"Urothelial carcinoma, micropapillary",,Transitional cell papillomas and carcinomas,,8131/3,,
279,"Transitional cell carcinoma, micropapillary",,Transitional cell papillomas and carcinomas,,8131/3,,
280,Adenomas and adenocarcinomas,,,,814-838,,
281,"Adenoma, NOS",,Adenomas and adenocarcinomas,,8140/0,,
282,Atypical adenoma,,Adenomas and adenocarcinomas,,8140/1,,
283,"Bronchial adenoma, NOS",,Adenomas and adenocarcinomas,,8140/1,,
284,"Adenocarcinoma in situ, NOS",,Adenomas and adenocarcinomas,,8140/2,,
285,"Adenocarcinoma, NOS",,Adenomas and adenocarcinomas,,8140/3,,
286,"Adenocarcinoma, usual type",,Adenomas and adenocarcinomas,,8140/3,,
287,"Carcinoma of Skene, Cowper and Littre glands",,Adenomas and adenocarcinomas,,8140/3,,
288,Endolymphatic sac tumor,,Adenomas and adenocarcinomas,,8140/3,,
289,Parathyroid carcinoma,,Adenomas and adenocarcinomas,,8140/3,,
290,Acinar adenocarcinoma of prostate,,Adenomas and adenocarcinomas,,8140/3,,
291,"Adenocarcinoma, metastatic, NOS",,Adenomas and adenocarcinomas,,8140/6,,
292,Scirrhous adenocarcinoma,,Adenomas and adenocarcinomas,,8141/3,,
293,Carcinoma with productive fibrosis,,Adenomas and adenocarcinomas,,8141/3,,
294,Scirrhous carcinoma,,Adenomas and adenocarcinomas,,8141/3,,
295,Linitis plastica,,Adenomas and adenocarcinomas,,8142/3,,
296,Superficial spreading adenocarcinoma,,Adenomas and adenocarcinomas,,8143/3,,
297,"Adenoma, intestinal type",,Adenomas and adenocarcinomas,,8144/0,,
298,"Adenocarcinoma, intestinal type",,Adenomas and adenocarcinomas,,8144/3,,
299,"Adenocarcinoma, enteric",,Adenomas and adenocarcinomas,,8144/3,,
300,"Carcinoma, intestinal type",,Adenomas and adenocarcinomas,,8144/3,,
301,"Mucinous carcinoma, intestinal type",,Adenomas and adenocarcinomas,,8144/3,,
302,"Carcinoma, diffuse type",,Adenomas and adenocarcinomas,,8145/3,,
303,"Adenocarcinoma, diffuse type",,Adenomas and adenocarcinomas,,8145/3,,
304,Monomorphic adenoma,,Adenomas and adenocarcinomas,,8146/0,,
305,Basal cell adenoma,,Adenomas and adenocarcinomas,,8147/0,,
306,Basal cell adenocarcinoma,,Adenomas and adenocarcinomas,,8147/3,,
307,Basal cell carcinoma of prostate,,Adenomas and adenocarcinomas,,8147/3,,
308,"Glandular intraepithelial neoplasia, low grade",,Adenomas and adenocarcinomas,,8148/0,,
309,"Glandular intraepithelial neoplasia, grade I",,Adenomas and adenocarcinomas,,8148/0,,
310,"Glandular intraepithelial neoplasia, grade II",,Adenomas and adenocarcinomas,,8148/0,,
311,"Biliary intraepithelial neoplasia, low grade",,Adenomas and adenocarcinomas,,8148/0,,
312,"Esophageal glandular dysplasia (intraepithelial neoplasia), low grade",,Adenomas and adenocarcinomas,,8148/0,,
313,"Glandular intraepithelial neoplasia, high grade",,Adenomas and adenocarcinomas,,8148/2,,
314,"Glandular intraepithelial neoplasia, grade III",,Adenomas and adenocarcinomas,,8148/2,,
315,"Flat intraepithelial neoplasia, high grade",,Adenomas and adenocarcinomas,,8148/2,,
316,"Biliary intraepithelial neoplasia, high grade",,Adenomas and adenocarcinomas,,8148/2,,
317,"Biliary intraepithelial neoplasia, grade 3 (BilIN-3)",,Adenomas and adenocarcinomas,,8148/2,,
318,"Esophageal glandular dysplasia (intraepithelial neoplasia), high grade",,Adenomas and adenocarcinomas,,8148/2,,
319,"Esophageal intraepithelial neoplasia, high grade",,Adenomas and adenocarcinomas,,8148/2,,
320,"Prostatic intraepithelial neoplasia, grade III",,Adenomas and adenocarcinomas,,8148/2,,
321,PIN III,,Adenomas and adenocarcinomas,,8148/2,,
322,"Prostatic intraepithelial neoplasia, high grade",,Adenomas and adenocarcinomas,,8148/2,,
323,Canalicular adenoma,,Adenomas and adenocarcinomas,,8149/0,,
324,Pancreatic neuroendocrine microadenoma,,Adenomas and adenocarcinomas,,8150/0,,
325,"Pancreatic endocrine tumor, benign",,Adenomas and adenocarcinomas,,8150/0,,
326,"Islet cell tumor, benign",,Adenomas and adenocarcinomas,,8150/0,,
327,Pancreatic microadenoma,,Adenomas and adenocarcinomas,,8150/0,,
328,"Pancreatic neuroendocrine tumor, nonfunctioning",,Adenomas and adenocarcinomas,,8150/3,,
329,"Pancreatic endocrine tumor, nonfunctioning",,Adenomas and adenocarcinomas,,8150/3,,
330,"Pancreatic endocrine tumor, NOS",,Adenomas and adenocarcinomas,,8150/3,,
331,Islet cell adenoma,,Adenomas and adenocarcinomas,,8150/3,,
332,Islet cell adenomatosis,,Adenomas and adenocarcinomas,,8150/3,,
333,Nesidioblastoma,,Adenomas and adenocarcinomas,,8150/3,,
334,"Islet cell tumor, NOS",,Adenomas and adenocarcinomas,,8150/3,,
335,Islet cell adenocarcinoma,,Adenomas and adenocarcinomas,,8150/3,,
336,Islet cell carcinoma,,Adenomas and adenocarcinomas,,8150/3,,
337,"Insulinoma, NOS",,Adenomas and adenocarcinomas,,8151/3,,
338,Beta cell adenoma,,Adenomas and adenocarcinomas,,8151/3,,
339,Beta cell tumor,,Adenomas and adenocarcinomas,,8151/3,,
340,Glucagonoma,,Adenomas and adenocarcinomas,,8152/3,,
341,Alpha cell tumor,,Adenomas and adenocarcinomas,,8152/3,,
342,Enteroglucagonoma,,Adenomas and adenocarcinomas,,8152/3,,
343,Glucagon-like peptide-producing tumor,,Adenomas and adenocarcinomas,,8152/3,,
344,L-cell tumor,,Adenomas and adenocarcinomas,,8152/3,,
345,Pancreatic peptide and pancreatic peptide-like peptide within terminal tyrosine amide producing tumor,,Adenomas and adenocarcinomas,,8152/3,,
346,PP/PYY producing tumor,,Adenomas and adenocarcinomas,,8152/3,,
347,Gastrinoma,,Adenomas and adenocarcinomas,,8153/3,,
348,G cell tumor,,Adenomas and adenocarcinomas,,8153/3,,
349,Gastrin cell tumor,,Adenomas and adenocarcinomas,,8153/3,,
350,Mixed neuroendocrine non-neuroendocrine neoplasm (MiNEN),,Adenomas and adenocarcinomas,,8154/3,,
351,"Mixed pancreatic endocrine and exocrine tumor, malignant",,Adenomas and adenocarcinomas,,8154/3,,
