name,definition,codesystem,code,ontologyTermURI
"Tissue Section","Tissue Section","NCIT","C158415","http://purl.obolibrary.org/obo/NCIT_C158415"
"Blood DNA","Blood DNA","NCIT","C158416","http://purl.obolibrary.org/obo/NCIT_C158416"
"Frozen Tissue","Frozen Tissue","NCIT","C158417","http://purl.obolibrary.org/obo/NCIT_C158417"
"Stained Specimen","Stained Specimen","NCIT","C158418","http://purl.obolibrary.org/obo/NCIT_C158418"
"Citrate Blood Cell Fraction","Citrate Blood Cell Fraction","NCIT","C158461","http://purl.obolibrary.org/obo/NCIT_C158461"
"EDTA Blood Cell Fraction","EDTA Blood Cell Fraction","NCIT","C158462","http://purl.obolibrary.org/obo/NCIT_C158462"
"Ascites Fluid Sample","Ascites Fluid Sample","NCIT","C159203","http://purl.obolibrary.org/obo/NCIT_C159203"
"Bone Marrow Core Biopsy Sample","Bone Marrow Core Biopsy Sample","NCIT","C159488","http://purl.obolibrary.org/obo/NCIT_C159488"
"Archival Tissue","Archival Tissue","NCIT","C160656","http://purl.obolibrary.org/obo/NCIT_C160656"
"Bone Marrow Smear","Bone Marrow Smear","NCIT","C77609","http://purl.obolibrary.org/obo/NCIT_C77609"
"Abdominal Fluid","Abdominal Fluid","NCIT","C77611","http://purl.obolibrary.org/obo/NCIT_C77611"
"Peritoneal Fluid","Peritoneal Fluid","NCIT","C77612","http://purl.obolibrary.org/obo/NCIT_C77612"
"Pleural Fluid","Pleural Fluid","NCIT","C77613","http://purl.obolibrary.org/obo/NCIT_C77613"
"Gastric Content","Gastric Content","NCIT","C77614","http://purl.obolibrary.org/obo/NCIT_C77614"
"Vomitus","Vomitus","NCIT","C77666","http://purl.obolibrary.org/obo/NCIT_C77666"
"Thyroid/Parathyroid","Thyroid/Parathyroid","NCIT","C77667","http://purl.obolibrary.org/obo/NCIT_C77667"
"Testis/Epididymis","Testis/Epididymis","NCIT","C77668","http://purl.obolibrary.org/obo/NCIT_C77668"
"Liver/Gallbladder","Liver/Gallbladder","NCIT","C77669","http://purl.obolibrary.org/obo/NCIT_C77669"
"Prostate/Seminal Vesicles","Prostate/Seminal Vesicles","NCIT","C77670","http://purl.obolibrary.org/obo/NCIT_C77670"
"Foot/Footpad","Foot/Footpad","NCIT","C77671","http://purl.obolibrary.org/obo/NCIT_C77671"
"Uterus/Ovaries","Uterus/Ovaries","NCIT","C77672","http://purl.obolibrary.org/obo/NCIT_C77672"
"Peripheral Blood Film","Peripheral Blood Film","SCDO","0003696","http://purl.obolibrary.org/obo/SCDO_0003696"
"Section","Section","NCIT","C25668","http://purl.obolibrary.org/obo/NCIT_C25668"
"Slice","Slice","NCIT","C25682","http://purl.obolibrary.org/obo/NCIT_C25682"
"Urinary Bladder Stone","Urinary Bladder Stone","NCIT","C26707","http://purl.obolibrary.org/obo/NCIT_C26707"
"Renal Stone","Renal Stone","NCIT","C26807","http://purl.obolibrary.org/obo/NCIT_C26807"
"Ureteric Stone","Ureteric Stone","NCIT","C26902","http://purl.obolibrary.org/obo/NCIT_C26902"
"Urinary Stone","Urinary Stone","NCIT","C26905","http://purl.obolibrary.org/obo/NCIT_C26905"
"Prostatic Stone","Prostatic Stone","NCIT","C26936","http://purl.obolibrary.org/obo/NCIT_C26936"
"Urethral Stone","Urethral Stone","NCIT","C26995","http://purl.obolibrary.org/obo/NCIT_C26995"
"Stone","Stone","NCIT","C35708","http://purl.obolibrary.org/obo/NCIT_C35708"
"Serum or Plasma","Serum or Plasma","NCIT","C105706","http://purl.obolibrary.org/obo/NCIT_C105706"
"Infranatant","Infranatant","NCIT","C106484","http://purl.obolibrary.org/obo/NCIT_C106484"
"Supernatant","Supernatant","NCIT","C106485","http://purl.obolibrary.org/obo/NCIT_C106485"
"Dialysis Fluid","Dialysis Fluid","NCIT","C106515","http://purl.obolibrary.org/obo/NCIT_C106515"
"Plasma Infranatant","Plasma Infranatant","NCIT","C106554","http://purl.obolibrary.org/obo/NCIT_C106554"
"Plasma Supernatant","Plasma Supernatant","NCIT","C106555","http://purl.obolibrary.org/obo/NCIT_C106555"
"Platelet-poor Plasma","Platelet-poor Plasma","NCIT","C106556","http://purl.obolibrary.org/obo/NCIT_C106556"
"Platelet-rich Plasma","Platelet-rich Plasma","NCIT","C106557","http://purl.obolibrary.org/obo/NCIT_C106557"
"Pleural Fluid Infranatant","Pleural Fluid Infranatant","NCIT","C106558","http://purl.obolibrary.org/obo/NCIT_C106558"
"Pleural Fluid Supernatant","Pleural Fluid Supernatant","NCIT","C106559","http://purl.obolibrary.org/obo/NCIT_C106559"
"Serum Infranatant","Serum Infranatant","NCIT","C106565","http://purl.obolibrary.org/obo/NCIT_C106565"
"Serum Supernatant","Serum Supernatant","NCIT","C106566","http://purl.obolibrary.org/obo/NCIT_C106566"
"Blood Sample","Blood Sample","NCIT","C17610","http://purl.obolibrary.org/obo/NCIT_C17610"
"Biospecimen","Biospecimen","NCIT","C70699","http://purl.obolibrary.org/obo/NCIT_C70699"
"Umbilical Cord Serum","Umbilical Cord Serum","NCIT","C119550","http://purl.obolibrary.org/obo/NCIT_C119550"
"Arterial Cord Blood","Arterial Cord Blood","NCIT","C120838","http://purl.obolibrary.org/obo/NCIT_C120838"
"Venous Cord Blood","Venous Cord Blood","NCIT","C120840","http://purl.obolibrary.org/obo/NCIT_C120840"
"Proteinaceous Plug","Proteinaceous Plug","NCIT","C120904","http://purl.obolibrary.org/obo/NCIT_C120904"
"Umbilical Cord Blood","Umbilical Cord Blood","NCIT","C13300","http://purl.obolibrary.org/obo/NCIT_C13300"
"Fasting Specimen","Fasting Specimen","NCIT","C70701","http://purl.obolibrary.org/obo/NCIT_C70701"
"Non-Fasting Specimen","Non-Fasting Specimen","NCIT","C70702","http://purl.obolibrary.org/obo/NCIT_C70702"
"Gastric Fluid","Gastric Fluid","NCIT","C86998","http://purl.obolibrary.org/obo/NCIT_C86998"
"DU 145","DU 145","NCIT","C93036","http://purl.obolibrary.org/obo/NCIT_C93036"
"Host Cell","Host Cell","NCIT","C93037","http://purl.obolibrary.org/obo/NCIT_C93037"
"Viral Oncolysate","Viral Oncolysate","NCIT","C94201","http://purl.obolibrary.org/obo/NCIT_C94201"
"Oncolysate","Oncolysate","NCIT","C94202","http://purl.obolibrary.org/obo/NCIT_C94202"
"Autologous Bone Marrow","Autologous Bone Marrow","NCIT","C94406","http://purl.obolibrary.org/obo/NCIT_C94406"
"Plaque","Plaque","NCIT","C95603","http://purl.obolibrary.org/obo/NCIT_C95603"
"Ancient DNA","Ancient DNA","NCIT","C95946","http://purl.obolibrary.org/obo/NCIT_C95946"
"Mixed Venous Blood","Mixed Venous Blood","NCIT","C158281","http://purl.obolibrary.org/obo/NCIT_C158281"
"Urine Sediment","Urine Sediment","NCIT","C158282","http://purl.obolibrary.org/obo/NCIT_C158282"
"Rectal Swab Specimen","Rectal Swab Specimen","NCIT","C173641","http://purl.obolibrary.org/obo/NCIT_C173641"
"Nucleic RNA Sample","Nucleic RNA Sample","NCIT","C174108","http://purl.obolibrary.org/obo/NCIT_C174108"
"Mixed Adherent Cells in Suspension","Mixed Adherent Cells in Suspension","NCIT","C174118","http://purl.obolibrary.org/obo/NCIT_C174118"
"Saliva Sample","Saliva Sample","NCIT","C174119","http://purl.obolibrary.org/obo/NCIT_C174119"
"Faced Block","Faced Block","NCIT","C128636","http://purl.obolibrary.org/obo/NCIT_C128636"
"Lung/Bronchus/Trachea/Larynx","Lung/Bronchus/Trachea/Larynx","NCIT","C129005","http://purl.obolibrary.org/obo/NCIT_C129005"
"Mammalian Cell","Mammalian Cell","NCIT","C12958","http://purl.obolibrary.org/obo/NCIT_C12958"
"Myelodysplastic Syndrome Clone","Myelodysplastic Syndrome Clone","NCIT","C130199","http://purl.obolibrary.org/obo/NCIT_C130199"
"Cell Clone","Cell Clone","NCIT","C16441","http://purl.obolibrary.org/obo/NCIT_C16441"
"Fixed Block","Fixed Block","NCIT","C25436","http://purl.obolibrary.org/obo/NCIT_C25436"
"Formalin-Fixed Paraffin-Embedded DNA","Formalin-Fixed Paraffin-Embedded DNA","NCIT","C156435","http://purl.obolibrary.org/obo/NCIT_C156435"
"Formalin-Fixed Paraffin-Embedded RNA","Formalin-Fixed Paraffin-Embedded RNA","NCIT","C156436","http://purl.obolibrary.org/obo/NCIT_C156436"
"REPLI-g Pooled DNA","REPLI-g Pooled DNA","NCIT","C156437","http://purl.obolibrary.org/obo/NCIT_C156437"
"REPLI-g X DNA","REPLI-g X DNA","NCIT","C156439","http://purl.obolibrary.org/obo/NCIT_C156439"
"Metastatic Tumor Sample","Metastatic Tumor Sample","NCIT","C156440","http://purl.obolibrary.org/obo/NCIT_C156440"
"Sample Derived from New Primary","Sample Derived from New Primary","NCIT","C156441","http://purl.obolibrary.org/obo/NCIT_C156441"
"Cell Line-Derived Xenograft","Cell Line-Derived Xenograft","NCIT","C156443","http://purl.obolibrary.org/obo/NCIT_C156443"
"Post Neoadjuvant Therapy Sample","Post Neoadjuvant Therapy Sample","NCIT","C156444","http://purl.obolibrary.org/obo/NCIT_C156444"
"Derived Cell Line","Derived Cell Line","NCIT","C156445","http://purl.obolibrary.org/obo/NCIT_C156445"
"Discharge Body Fluid","Discharge Body Fluid","NCIT","C142366","http://purl.obolibrary.org/obo/NCIT_C142366"
"Hybrid Selected Genomic Library","Hybrid Selected Genomic Library","NCIT","C163986","http://purl.obolibrary.org/obo/NCIT_C163986"
"Affinity Enriched Genomic Library","Affinity Enriched Genomic Library","NCIT","C163987","http://purl.obolibrary.org/obo/NCIT_C163987"
"Poly-T Enriched Genomic Library","Poly-T Enriched Genomic Library","NCIT","C163988","http://purl.obolibrary.org/obo/NCIT_C163988"
"Randomly Selected Genomic Library","Randomly Selected Genomic Library","NCIT","C163989","http://purl.obolibrary.org/obo/NCIT_C163989"
"rRNA Depleted Genomic Library","rRNA Depleted Genomic Library","NCIT","C163990","http://purl.obolibrary.org/obo/NCIT_C163990"
"miRNA Size Fractionated Genomic Library","miRNA Size Fractionated Genomic Library","NCIT","C163991","http://purl.obolibrary.org/obo/NCIT_C163991"
"EBV Immortalized Lymphocytes","EBV Immortalized Lymphocytes","NCIT","C163993","http://purl.obolibrary.org/obo/NCIT_C163993"
"Total RNA","Total RNA","NCIT","C163995","http://purl.obolibrary.org/obo/NCIT_C163995"
"Bone Marrow-Derived Fibroblasts","Bone Marrow-Derived Fibroblasts","NCIT","C164010","http://purl.obolibrary.org/obo/NCIT_C164010"
"Bone Marrow-Derived Mononuclear Cells","Bone Marrow-Derived Mononuclear Cells","NCIT","C164011","http://purl.obolibrary.org/obo/NCIT_C164011"
"Solid Tissue Specimen","Solid Tissue Specimen","NCIT","C164014","http://purl.obolibrary.org/obo/NCIT_C164014"
"Blood Cancer-Derived Bone Marrow Specimen","Blood Cancer-Derived Bone Marrow Specimen","NCIT","C164015","http://purl.obolibrary.org/obo/NCIT_C164015"
"Blood Cancer-Derived Bone Marrow Specimen, Post-Treatment","Blood Cancer-Derived Bone Marrow Specimen, Post-Treatment","NCIT","C164017","http://purl.obolibrary.org/obo/NCIT_C164017"
"Blood Cancer-Derived Blood Specimen","Blood Cancer-Derived Blood Specimen","NCIT","C164030","http://purl.obolibrary.org/obo/NCIT_C164030"
"Blood Cancer-Derived Blood Specimen, Post-Treatment","Blood Cancer-Derived Blood Specimen, Post-Treatment","NCIT","C164031","http://purl.obolibrary.org/obo/NCIT_C164031"
"Tumor-Adjacent Normal Specimen","Tumor-Adjacent Normal Specimen","NCIT","C164032","http://purl.obolibrary.org/obo/NCIT_C164032"
"Tumor-Adjacent Normal Post Neoadjuvant Therapy Sample","Tumor-Adjacent Normal Post Neoadjuvant Therapy Sample","NCIT","C164033","http://purl.obolibrary.org/obo/NCIT_C164033"
"Specimen Collection Group","Specimen Collection Group","NCIT","C164425","http://purl.obolibrary.org/obo/NCIT_C164425"
"Parent Biospecimen","Parent Biospecimen","NCIT","C175532","http://purl.obolibrary.org/obo/NCIT_C175532"
"Cytoplasmic Fraction","Cytoplasmic Fraction","NCIT","C175572","http://purl.obolibrary.org/obo/NCIT_C175572"
"Mitochondrial and Nuclear Fraction","Mitochondrial and Nuclear Fraction","NCIT","C175573","http://purl.obolibrary.org/obo/NCIT_C175573"
"Arterialized Capillary Blood","Arterialized Capillary Blood","NCIT","C176369","http://purl.obolibrary.org/obo/NCIT_C176369"
"Tumor Segment","Tumor Segment","NCIT","C162622","http://purl.obolibrary.org/obo/NCIT_C162622"
"Normal Tissue Segment","Normal Tissue Segment","NCIT","C162623","http://purl.obolibrary.org/obo/NCIT_C162623"
"Environmental DNA","Environmental DNA","NCIT","C169106","http://purl.obolibrary.org/obo/NCIT_C169106"
"Serum or Plasma or Blood","Serum or Plasma or Blood","NCIT","C170628","http://purl.obolibrary.org/obo/NCIT_C170628"
"Nucleic Acid Aliquot","Nucleic Acid Aliquot","NCIT","C171176","http://purl.obolibrary.org/obo/NCIT_C171176"
"Endotracheal Fluid","Endotracheal Fluid","NCIT","C171504","http://purl.obolibrary.org/obo/NCIT_C171504"
"Conditionally Reprogrammed Cells","Conditionally Reprogrammed Cells","NCIT","C172257","http://purl.obolibrary.org/obo/NCIT_C172257"
"Modified Conditionally Reprogrammed Cells","Modified Conditionally Reprogrammed Cells","NCIT","C172258","http://purl.obolibrary.org/obo/NCIT_C172258"
"Organoid","Organoid","NCIT","C172259","http://purl.obolibrary.org/obo/NCIT_C172259"
"Air-Liquid Interface Organoid","Air-Liquid Interface Organoid","NCIT","C172260","http://purl.obolibrary.org/obo/NCIT_C172260"
"Neurosphere","Neurosphere","NCIT","C172261","http://purl.obolibrary.org/obo/NCIT_C172261"
"Buccal Cell Sample","Buccal Cell Sample","NCIT","C172264","http://purl.obolibrary.org/obo/NCIT_C172264"
"Formalin-Fixed Paraffin-Embedded Tissue Sample","Formalin-Fixed Paraffin-Embedded Tissue Sample","NCIT","C172265","http://purl.obolibrary.org/obo/NCIT_C172265"
"Formalin-Fixed Paraffin-Embedded Tissue Sample from Recurrent Disease","Formalin-Fixed Paraffin-Embedded Tissue Sample from Recurrent Disease","NCIT","C172267","http://purl.obolibrary.org/obo/NCIT_C172267"
"Formalin-Fixed Paraffin-Embedded Tissue Scroll","Formalin-Fixed Paraffin-Embedded Tissue Scroll","NCIT","C172268","http://purl.obolibrary.org/obo/NCIT_C172268"
"Original Tumor Cell Sample","Original Tumor Cell Sample","NCIT","C172293","http://purl.obolibrary.org/obo/NCIT_C172293"
"Human Fetal Tissue","Human Fetal Tissue","NCIT","C18841","http://purl.obolibrary.org/obo/NCIT_C18841"
"Invertebrate Tissue and Cells","Invertebrate Tissue and Cells","NCIT","C18859","http://purl.obolibrary.org/obo/NCIT_C18859"
"Plant Tissue, Cells","Plant Tissue, Cells","NCIT","C18945","http://purl.obolibrary.org/obo/NCIT_C18945"
"Fresh Tissue","Fresh Tissue","NCIT","C19066","http://purl.obolibrary.org/obo/NCIT_C19066"
"Cryopreserved Tissue","Cryopreserved Tissue","NCIT","C19313","http://purl.obolibrary.org/obo/NCIT_C19313"
"Cryopreserved Cell","Cryopreserved Cell","NCIT","C19314","http://purl.obolibrary.org/obo/NCIT_C19314"
"HL60","HL60","NCIT","C19433","http://purl.obolibrary.org/obo/NCIT_C19433"
"K-562","K-562","NCIT","C19437","http://purl.obolibrary.org/obo/NCIT_C19437"
"YAC Clone","YAC Clone","NCIT","C1944","http://purl.obolibrary.org/obo/NCIT_C1944"
"Rat-1","Rat-1","NCIT","C19584","http://purl.obolibrary.org/obo/NCIT_C19584"
"Paraffin Embedded Tissue","Paraffin Embedded Tissue","NCIT","C19597","http://purl.obolibrary.org/obo/NCIT_C19597"
"Nuclear Extract","Nuclear Extract","NCIT","C19832","http://purl.obolibrary.org/obo/NCIT_C19832"
"Human Cell Line","Human Cell Line","NCIT","C20218","http://purl.obolibrary.org/obo/NCIT_C20218"
"HeLa","HeLa","NCIT","C20226","http://purl.obolibrary.org/obo/NCIT_C20226"
"HeLa S3","HeLa S3","NCIT","C20227","http://purl.obolibrary.org/obo/NCIT_C20227"
"HeLa/SF","HeLa/SF","NCIT","C20228","http://purl.obolibrary.org/obo/NCIT_C20228"
"HL-60/MX2","HL-60/MX2","NCIT","C20229","http://purl.obolibrary.org/obo/NCIT_C20229"
"HL-60/MX1","HL-60/MX1","NCIT","C20230","http://purl.obolibrary.org/obo/NCIT_C20230"
"EG Cell Line","EG Cell Line","NCIT","C20231","http://purl.obolibrary.org/obo/NCIT_C20231"
"ES Cell Line","ES Cell Line","NCIT","C20232","http://purl.obolibrary.org/obo/NCIT_C20232"
"BG01","BG01","NCIT","C20233","http://purl.obolibrary.org/obo/NCIT_C20233"
"BG02","BG02","NCIT","C20234","http://purl.obolibrary.org/obo/NCIT_C20234"
"BG03","BG03","NCIT","C20235","http://purl.obolibrary.org/obo/NCIT_C20235"
"BG04","BG04","NCIT","C20236","http://purl.obolibrary.org/obo/NCIT_C20236"
"CY12","CY12","NCIT","C20237","http://purl.obolibrary.org/obo/NCIT_C20237"
"CY30","CY30","NCIT","C20238","http://purl.obolibrary.org/obo/NCIT_C20238"
"CY40","CY40","NCIT","C20239","http://purl.obolibrary.org/obo/NCIT_C20239"
"CY51","CY51","NCIT","C20240","http://purl.obolibrary.org/obo/NCIT_C20240"
"CY81","CY81","NCIT","C20241","http://purl.obolibrary.org/obo/NCIT_C20241"
"CY82","CY82","NCIT","C20242","http://purl.obolibrary.org/obo/NCIT_C20242"
"CY91","CY91","NCIT","C20243","http://purl.obolibrary.org/obo/NCIT_C20243"
"CY92","CY92","NCIT","C20244","http://purl.obolibrary.org/obo/NCIT_C20244"
"CY10","CY10","NCIT","C20245","http://purl.obolibrary.org/obo/NCIT_C20245"
"CyThera ES Cell Line","CyThera ES Cell Line","NCIT","C20246","http://purl.obolibrary.org/obo/NCIT_C20246"
"BresaGen ES Cell Line","BresaGen ES Cell Line","NCIT","C20247","http://purl.obolibrary.org/obo/NCIT_C20247"
"ES ES Cell Line","ES ES Cell Line","NCIT","C20248","http://purl.obolibrary.org/obo/NCIT_C20248"
"ES01","ES01","NCIT","C20249","http://purl.obolibrary.org/obo/NCIT_C20249"
"ES02","ES02","NCIT","C20250","http://purl.obolibrary.org/obo/NCIT_C20250"
"ES03","ES03","NCIT","C20251","http://purl.obolibrary.org/obo/NCIT_C20251"
"ES04","ES04","NCIT","C20252","http://purl.obolibrary.org/obo/NCIT_C20252"
"ES05","ES05","NCIT","C20253","http://purl.obolibrary.org/obo/NCIT_C20253"
"ES06","ES06","NCIT","C20254","http://purl.obolibrary.org/obo/NCIT_C20254"
"Geron ES Cell Line","Geron ES Cell Line","NCIT","C20255","http://purl.obolibrary.org/obo/NCIT_C20255"
"GE01","GE01","NCIT","C20256","http://purl.obolibrary.org/obo/NCIT_C20256"
"GE07","GE07","NCIT","C20257","http://purl.obolibrary.org/obo/NCIT_C20257"
"GE09","GE09","NCIT","C20258","http://purl.obolibrary.org/obo/NCIT_C20258"
"GE13","GE13","NCIT","C20259","http://purl.obolibrary.org/obo/NCIT_C20259"
"GE14","GE14","NCIT","C20260","http://purl.obolibrary.org/obo/NCIT_C20260"
"GE91","GE91","NCIT","C20261","http://purl.obolibrary.org/obo/NCIT_C20261"
"GE92","GE92","NCIT","C20262","http://purl.obolibrary.org/obo/NCIT_C20262"
"Goteborg ES Cell Line","Goteborg ES Cell Line","NCIT","C20263","http://purl.obolibrary.org/obo/NCIT_C20263"
"SA01","SA01","NCIT","C20264","http://purl.obolibrary.org/obo/NCIT_C20264"
"SA02","SA02","NCIT","C20265","http://purl.obolibrary.org/obo/NCIT_C20265"
"SA03","SA03","NCIT","C20266","http://purl.obolibrary.org/obo/NCIT_C20266"
"Karolinska ES Cell Line","Karolinska ES Cell Line","NCIT","C20267","http://purl.obolibrary.org/obo/NCIT_C20267"
"KA08","KA08","NCIT","C20268","http://purl.obolibrary.org/obo/NCIT_C20268"
"KA09","KA09","NCIT","C20269","http://purl.obolibrary.org/obo/NCIT_C20269"
"KA40","KA40","NCIT","C20270","http://purl.obolibrary.org/obo/NCIT_C20270"
"KA41","KA41","NCIT","C20271","http://purl.obolibrary.org/obo/NCIT_C20271"
"KA42","KA42","NCIT","C20272","http://purl.obolibrary.org/obo/NCIT_C20272"
"KA43","KA43","NCIT","C20273","http://purl.obolibrary.org/obo/NCIT_C20273"
"Maria ES Cell Line","Maria ES Cell Line","NCIT","C20274","http://purl.obolibrary.org/obo/NCIT_C20274"
