rdf type,fdp endpoint,ldp membership relation,id,pid,name,local name,acronym,type,type other,catalogue type,cohort type,clinical study type,RWD type,network type,website,description,keywords,internal identifiers.resource,internal identifiers.identifier,external identifiers.resource,external identifiers.identifier,start year,end year,time span description,contact email,logo,logo_filename,status,conforms to,has member relation,issued,modified,design,design description,design schematic,design schematic_filename,data collection type,data collection description,reason sustained,record trigger,unit of observation,subpopulations.resource,subpopulations.name,collection events.resource,collection events.name,data resources,part of networks,number of participants,number of participants with samples,underlying population,population of interest,population of interest other,countries,continents,regions,minimum age,maximum age,population age groups,age min,age max,inclusion criteria,other inclusion criteria,exclusion criteria,other exclusion criteria,population entry,population entry other,population exit,population exit other,population disease,population oncology topology,population oncology morphology,population coverage,population not covered,counts.resource,counts.age group,people involved.resource,people involved.first name,people involved.last name,contact point.resource,contact point.first name,contact point.last name,organisations involved.resource,organisations involved.id,publisher.resource,publisher.id,creator.resource,creator.id,child networks,parent networks,datasets.resource,datasets.name,samplesets.resource,samplesets.name,areas of information,areas of information rwd,quality of life other,cause of death code other,indication vocabulary other,genetic data vocabulary other,care setting other,medicinal product vocabulary other,prescriptions vocabulary other,dispensings vocabulary other,procedures vocabulary other,biomarker data vocabulary other,diagnosis medical event vocabulary other,data dictionary available,disease details,biospecimen collected,languages,multiple entries,has identifier,identifier description,prelinked,linkage options,linkage possibility,linked resources.resource,linked resources.linked resource,informed consent type,informed consent required,informed consent other,access rights,data access conditions,data use conditions,data access conditions description,data access fee,access identifiable data,access identifiable data route,access subject details,access subject details route,access third party,access third party conditions,access non EU,access non EU conditions,biospecimen access,biospecimen access conditions,governance details,approval for publication,release type,release description,number of records,release frequency,refresh time,lag time,refresh period,date last refresh,preservation,preservation duration,standard operating procedures,qualification,qualifications description,audit possible,completeness,completeness over time,completeness results,quality description,quality over time,access for validation,quality validation frequency,quality validation methods,correction methods,quality validation results,mappings to common data models.source,mappings to common data models.source dataset,mappings to common data models.target,mappings to common data models.target dataset,common data models other,ETL standard vocabularies,ETL standard vocabularies other,publications.resource,publications.doi,funding sources,funding scheme,funding statement,citation requirements,acknowledgements,documentation.resource,documentation.name,supplementary information,theme,applicable legislation,collection start planned,collection start actual,analysis start planned,analysis start actual,data sources,medical conditions studied,data extraction date,analysis plan,objectives,results,mg_draft
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,PASS,https://placeholder-pid/pass.org,A prospective observational study to assess effectiveness of the training and risk minimisation measures recommended for the usage of the diagnostic agent NeuraCeqTM in the post-authorisation clinical situation: A post-authorisation safety study,,PASS,Other type,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,Rob,Boss,PASS,Rob,Boss,PASS,place-holder-organisation,PASS,place-holder-organisation,PASS,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,CON,https://placeholder-pid/con.org,Consumer cohort,CON,CON,Cohort study,,,Population cohort,,,,https://mineindkob.dk/,"This project aims to investigate how what we buy, and thus our diet, affects health, by analyzing purchase patterns and health information over time.","consumer,supermarket,data epidemiology,cohort",,,,,2021,,,"frtm@ssi.dk, mineindkob@ssi.dk",,,,,,,,Longitudinal,,,,"Retrospective,Prospective",,,,,CON,Prognosis study,,,,,407,407,,,,Denmark,,,,,"Adult (18+ years),Young adult (18-24 years),Adult (25-44 years),Middle-aged (45-64 years),Aged (65+ years),Aged (80+ years)",,,,,,,,,,,,,,,,,,CON,Rob,Boss,CON,Rob,Boss,CON,SSI,CON,SSI,CON,SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GS1 data, FRIDA data",,,,,,,Non public,,,,,,,,,,,,,,,,,Other release type,on request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through the project HEAP: https://heap-exposome.eu/ grant agreement No. 874662,,,,,Full consent can be found at https://www.mineindkob.dk/da-DK/registration#1,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,GECKO,https://placeholder-pid/gecko.org,The Groningen Expert Center for Kids with Obesity Drenthe cohort,,GECKO,Cohort study,,,Clinical cohort,,,,https://www.rug.nl/research/portal/datasets/gecko-drenthe-cohort(3e14f7ca-a55d-41d9-9803-19302aa4ea87).html,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LifeCycle,EUChildNetwork,OOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,GECKO,Rob,Boss,GECKO,Rob,Boss,GECKO,place-holder-organisation,GECKO,place-holder-organisation,GECKO,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,MAT,https://placeholder-pid/mat.org,Maternity cohort,MAT,MAT,Cohort study,,,,,,,https://www.ppshp.fi/Tutkimus-ja-opetus/Biopankki/Pages/default.aspx,"The Finnish Maternity Cohort (FMC) in Northern Finland Biobank Borealis is a collection of serum samples comprising virtually the entire population of Finnish females, who have been pregnant since 1983. FMC is linkable with population-based health registers including the Finnish Cancer Registry and the Medical Birth Register. Linkage of FMC data and samples with pathological archives of Finnish Biobanks provides an opportunity to expand the scope of research into interaction of biological and genomic factors in association with various diseases. Serial prediagnostic serum samples and comprehensive data accessible over three generations provide possibilities for unique study settings.","Biobank,maternity cohort,serum",,,,,1983,2017,,hanna.ohman@ppshp.fi,,,,,,,,Longitudinal,,,,Retrospective,,,,,,,,,,,950000,950000,,,,Finland,,,,,"Adolescent (13-17 years),Adult (18+ years),Young adult (18-24 years),Adult (25-44 years),Middle-aged (45-64 years),Aged (65+ years),Aged (80+ years)",,,,,,,,,,,,,,,,,,"MAT,MAT,MAT","Rob,Jack,Ollie","Boss,Ross,Ross",MAT,Rob,Boss,MAT,UOULU,MAT,UOULU,MAT,UOULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,FMC is linkable with population-based health registers including the Finnish Cancer Registry and the Medical Birth Register. Linkage of FMC data and samples with pathological archives of Finnish Biobanks provides an opportunity to expand the scope of research into interaction of biological and genomic factors in association with various diseases.,,,,,,,Non public,,,,,,,,,,,,,,,,,Closed dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAT,https://doi.org/10.1002/cam4.1222,,,European Science Infrastructure Services (https://esis.fi/),,European Science Infrastructure Services (https://esis.fi/),,,European Science Infrastructure Services (https://esis.fi/),Health,Data Governance Act,,,,,,,,,,,false
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,Immune-Image_Task_6.3,https://placeholder-pid/immune-image_task_6.3.org,Optical PD-L1 imaging trial in locally advanced oesophageal cancer patients,,Task 6.3,Cohort study,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immune-Image_Task_6.3,Rob,Boss,Immune-Image_Task_6.3,Rob,Boss,Immune-Image_Task_6.3,UMCG,Immune-Image_Task_6.3,UMCG,Immune-Image_Task_6.3,UMCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,FORCE-NEN collections,https://placeholder-pid/force-nencollections.org,FORCE-NEN collections,,,Cohort study,,,,,,,https://www.ikdoemeemetforce.nl/,This is a test description,"test1,test2",,,,,2022,,,,,,,,,,,Longitudinal,,,,Retrospective,,,,,"FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections","AvL,EMC,Amsterdam UMC,UMCU,MUMC,Maxima MC,AvL/UMCU,Maxima MC/MUMC",,,,,,,,,,Netherlands (the),,,,,"Adult (18+ years),Young adult (18-24 years),Adult (25-44 years),Middle-aged (45-64 years),Aged (65+ years),Aged (65-79 years),Aged (80+ years)",,,,,,,,,,,,,,,,,,FORCE-NEN collections,Rob,Boss,FORCE-NEN collections,Rob,Boss,"FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections","AmsterdamUMC (VUmc),EMC,MUMC,Maxima MC,UMCG,NKI,UMCU",FORCE-NEN collections,UMCG,"FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections,FORCE-NEN collections","UMCG,UMCU,AmsterdamUMC (VUmc),EMC,Maxima MC,MUMC,NKI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,disease specific research,"collaboration required,ethics approval required,project specific restriction",,,,,,,,,,,,,,,Closed dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORCE is made possible by a grant from the KWF Dutch Cancer Society (13363),,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,EXE,https://placeholder-pid/exe.org,EXE,,EXE,Databank,,,,,,,,Exemptions from copayment,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,"The instance in which an NHS beneficiary from the catchment area is recorded as having a co-payment exemption, such as a chronic disease and poor socioeconomic status.",,,,,,,OOM,,,It is collected for all residents of the catchment area.,,,,,,,,,,,,,,,,,,,,,,,,,,EXE,Rob,Boss,EXE,Rob,Boss,EXE,place-holder-organisation,EXE,place-holder-organisation,EXE,place-holder-organisation,,,EXE,EXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This table is considered to be complete: whenever an exemption is issued, it is recorded. However people with a chronic disease not necessarily request the corresponding exemption.

It may not be accurate for certain conditions, such as diabetes, which is an over-used and misused exemption code. It can be used as a proxy of some diseases which exempt NHS beneficiaries from co-payment, but it is not always requested by patients.

For example, a person with movement disorders may not request a co-pay exemption because they may not need it and it's an administrative burden, or are afraid of stigma

Another point to bear in mind is that some co-payment exemptions trump others; for example, a patient may have a rare disease and a poor socioeconomic status, but since the exemption for socioeconomic status is more economically advantageous, the patient may opt for the latter. Data on rare disease exemption would the","The lag time between collection of new data and availability of new data in house is usually 1 year at most. For exception technical reasons (change in data collection platform), we have not yet updated data to 2019. We expect to do this in the next 3-6 months.",,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,Sepages,https://placeholder-pid/sepages.org,Suivi de l'Exposition à la Pollution Atmosphérique et Effet sur la,Suivi de l'Exposition à la Pollution Atmosphérique et Effet sur la,SEPAGES,Cohort study,,,Population cohort,,,,https://cohorte-sepages.fr/en,"(1) characterize finely environmental exposures during pregnancy and early life ; (2) evaluate the impact of the environment on mother-child health, focusing on three main outcomes: growth, respiratory health and neurodevelopment; (3) explore possible underlying biological pathways, focusing on those mediated by epigenetic marks, immunologic and hormonal parameters and by the gut microbiota.","Novel tools for integrating early-life environmental exposures and child health,biomarkers",,,,,2014,,,,,,,,,,,Longitudinal,,,,Prospective,,,,,"Sepages,Sepages,Sepages,Sepages","infants,fathers,pregnant women,mothers","Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages","T2,Y1,T1,Y3,Y2,T3,Prenatal",,ATHLETE,484,480,,,,France,,Auvergne-Rhône-Alpes,,,"Prenatal,Infant (0-23 months),Newborn (0-1 months),Infants and toddlers (2-23 months),Child (2-12 years)",,,,,,,,,,,,,,,,,,Sepages,Rob,Boss,Sepages,Rob,Boss,Sepages,INSERM,Sepages,INSERM,Sepages,INSERM,,,"Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages,Sepages","efr_mere_LMAB_20210902_26,code_helix_athlete,Ultrasound_all_SLC_20220428_893,bdd_grossesse_v5_1,bdd_1a_v1_1,bdd_2a_v_1_0,bdd_pere_1_2,quest_mt1raa1,efr_pere_LMAB_20210902_26,ch_bf_mr&ag_2021-12-02_5,tabac_passif_enf,ddn_pere,base_respi_enfant_20210326,PE_preg_mr_2021-12-02_379,phenols_phthalates_infancy_mr_585_2021-12-02,PFAS_2021_12_10",,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Non public,,project specific restriction,Send a first request to Sarah Lyon-Caen (sarah.lyon-caen@univ-grenoble-alpes.fr),,,,,,,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sepages,Sepages,Sepages,Sepages","https://doi.org/10.3390/ijerph16203888,https://doi.org/10.1016/j.envpol.2021.117650,https://doi.org/10.1016/j.envint.2020.105678,https://doi.org/10.1016/j.envint.2021.106697",,,"The SEPAGES cohort was supported by the European Research Council (N°311765-E-DOHaD), the European Community’s Seventh Framework Programme (FP7/2007-206 - N°308333-892 HELIX), the European Union’s Horizon 2020 research and innovation programme (N° 874583 ATHLETE Project, N°825712 OBERON Project),  the French Research Agency - ANR (PAPER project ANR-12-PDOC-0029-01, SHALCOH project ANR-14-CE21-0007, ANR-15-IDEX-02 and ANR-15-IDEX5, GUMME project ANR-18-CE36-005, ETAPE project ANR - EDeN project ANR -19-CE36-0003-01), the French Agency for Food, Environmental and Occupational Health & Safety - ANSES (CNAP project EST-2016-121, PENDORE project EST-2016-121, HyPAxE project EST-2019/1/039), the Plan Cancer (Canc’Air project), the French Cancer Research Foundation Association de Recherche sur le Cancer – ARC,  the French Endowment Fund AGIR for chronic diseases – APMC (projects PRENAPAR and LCI-FOT), the French Endowment Fund for Respiratory Health, the French Fund – Fondation de France",,"SEPAGES biospecimens are stored at Grenoble University Hospital(CHU-GA) biobank (bb-0033-00069); we would like to thank the whole CRB team, led by Pr. P. Mossuz and Mr. P. Lorimier, and in particular the technicians for the huge work of biospecimens processing and pooling: Mrs. W. Jayar and Mrs. L. Than, as well as Mr. G. Schummer. We thank the SEPAGES study group : E. Eyriey, A. Licinia, A. Vellement (Groupe Hospitalier Mutualiste, Grenoble), I. Pin, P. Hoffmann, E. Hullo, C. Llerena (Grenoble Alpes University Hospital, La Tronche), X. Morin (Clinique des Cèdres, Echirolles), A. Morlot (Clinique Belledonne, Saint-Martin d’Hères), J. Lepeule, S. Lyon-Caen, C. Philippat, I. Pin, J. Quentin, V. Siroux, R. Slama (Grenoble Alpes University, Inserm, CNRS, IAB).
We thank Mrs. A. Benlakhryfa, Mrs. L. Borges, Mr. Y. Gioria, clinical research assistants; Mrs. J. Giraud, Mrs. M. Marceau, Mrs. M-P. Martin, nurses; Mrs. E. Charvet, Mrs A. Putod, midwives; Mrs. M. Graca, Mrs. K.Gridel, Mrs. C. Pelini, Mrs Maïlys Barorkers; Mrs. A.Bossant, K. Guichardet, J-T Iltis A. Levanic, C.Martel, E. Quinteiro, S.Raffin neuropsychologists; the staff from Grenoble Center for Clinical Investigation (CIC): Prof. J.-L. Cracowski, Dr. C. Cracowski,Dr. E. Hodaj, Mrs. D. Abry, Mr. N. Gonnet and Mrs. A. Tournier. A warm thank you also to Dr. M. Althuser, Mr. S. Althuser, Dr. F. Camus-Chauvet, Mr. P. Dusonchet, Mrs. S. Dusonchet, Dr. L. Emery, Mrs. P.Fabbrizio, Prof. P. Hoffmann, Dr. D. Marchal André, Dr. X. Morin, Dr. E.Opoix, Dr. L. Pacteau, Dr. P. Rivoire, Mrs. A. Royannais, Dr. C.Tomasella, Dr. T. Tomasella, Dr. D. Tournadre, Mr. P. Viossat, Mrs. E.Volpi, Mrs. S. Rey, Dr. E. Warembourg and clinicians from Grenoble University Hospital for their support in the recruitment of the study volunteers. We also thank Mrs. A. Buchet, Mrs. SF. Caraby, Dr. J-N.Canonica, Mrs. J. Dujourdil, Dr. E. Eyriey, Prof. P. Hoffmann, Mrs. M.Jeannin, Mrs. A. Licina, Dr. X. Morin, Mrs. A. Nicolas, and all midwives from the four maternity wards of Grenole uran aras. SEPAGES data are stored thanks to Inserm RE-CO-NAI platform funded by Commissariat Général à l’Investissement, with the implication of Sophiede Visme (Inserm DSI). Many thanks to Dr. M.A. Charles, RE-CO-NAI coordinator, for her support. Finally, and importantly, we would like to express our sincere thanks to participants of the",,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,GenR Next,https://placeholder-pid/genrnext.org,Generation R Next,,GenR Next,Cohort study,,,"Population cohort,Birth cohort",,,,https://generationr.nl/next,"The Generation R Next Study is a population-based cohort study from preconception onwards. In total, about 3600 women are being included in the period 2017-2021. Of all included couples, about 30% is included during the preconception, about 60% during the first trimester of pregnancy and about 10% in the third trimester of pregnancy.",population-based prospective cohort study from preconception onwards,,,,,2017,,,v.jaddoe@erasmusmc.nl,,,,,,,,Longitudinal,"The Generation R Next Study is a population-based cohort study from preconception onwards. In total, about 3600 women are being included in the period 2017-2021. Of all included couples, about 30% is included during the preconception, about 60% during the first trimester of pregnancy and about 10% in the third trimester of pregnancy.
Preconception recruitment is performed via social media, door-to-door mailings, mouth-to-mouth, and healthcare professionals.
Measurements in the parents-to-be include physical examinations, questionnaires (lifestyle, diet) and biological samples at preconception, and 6 to 13 weeks pregnancy, as well as 30 weeks of pregnancy. The data collection includes innovative embryonic/fetal and placental assessments by repeated ultrasounds at around 6, 9, 12 and 30 weeks.
Early childhood follow-up consisted of questionnaires at 1 month, 6 months and 12 months of age. A subgroup of children and their mothers was invited for measurements at the research center at ages 1 month, 6 months and 12 months.",,,"Retrospective,Prospective",,,,,,,,,,ATHLETE,3604,,,,,Netherlands (the),,Rotterdam,,,"Prenatal,Infant (0-23 months),Newborn (0-1 months),Infants and toddlers (2-23 months),Child (2-12 years)",,,,,,,,,,,,,,,,,,"GenR Next,GenR Next","Rob,Ollie","Boss,Ross",GenR Next,Rob,Boss,GenR Next,EMC,GenR Next,EMC,GenR Next,EMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,"""not for profit, non commercial use only""","Data access conditions:
1. LifeCycle Project Research proposal has been discussed in the WP and distributed to all LifeCycle Project cohorts
2. The lead researcher sends a request to Generation R contact (primary contact for internal discussion: LifeCycle Project manager lifecycle@erasmusmc.nl). If it concerns another proposal than a LifeCycle proposal please state this.
3. The proposal is discussed in the Generation R Management Team by the involved Generation R PI
4. The involved PI notifies the lead researcher and the LifeCycle project manager of the MT outcome, with lifecycle@erasmusmc.nl in the cc.
5. In case of approval, the LifeCycle project manager will send the researcher the Generation R Data Use Agreement (DUA) or Data transfer agreement (DTA).
6. If adaptations to the DUA are requested, the LifeCycle project manager forwards the DUA to Janine Felix who will liaise with the legal team if needed; once an agreement has been reached, the completed DUA is sent to the LifeCycle project manager
7. Lead researcher returns the DUA to lifecycle@erasmusmc.nl once completed
8. The LifeCycle project manager completes the DUA: checks the DUA and has it signed by Vincent
9. The project manager finalizes the Data Access Process:
 - creates the Opal-views
 - emails the researcher the fully signed DUA, and the Opal-login details to access the data
 - Informs Generation R contact that data access has been granted",,,,,,,,,,,,,,Periodically,"Upon completion of follow-up, data will be cleaned for usage by the Generation R study group and then harmonized and uploaded for ECCN availability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,PHT,https://placeholder-pid/pht.org,PHT,,PHT,Databank,,,,,,,,Treatment plan registry,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,The prescription of specific drugs for a pathology.,,,,,,,OOM,,,"It is collected for all population.
Each treatment plan prescribed to a patient is registered.",,,,,,,,,,,,,,,,,,,,,,,,,,PHT,Rob,Boss,PHT,Rob,Boss,PHT,place-holder-organisation,PHT,place-holder-organisation,PHT,place-holder-organisation,,,PHT,PHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The table is complete and reliable.
Each record represents a therapeutic plan (prescription). The start and end date, the dosage and the posology are specified (number of drug units in the time interval).","The table currently contains data from 2010 to 2018.

The lag time between collection of new data and availability of new data in house is usually 1 year at most. We expect to do this in the next 3-6 months.",,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#Catalog,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,MOLGENIS,https://placeholder-pid/molgenis.org,MOLGENIS Demo,,,"Catalogue,Network",,,,,,,,This is a test description.,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"testCohort1,testCohort2,RAINE,ELFE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOLGENIS,Morris,Swertz,MOLGENIS,Morris,Swertz,MOLGENIS,UMCG_org,MOLGENIS,UMCG_org,MOLGENIS,UMCG_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,false
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,PSYCONN,https://placeholder-pid/psyconn.org,Psychosis Cohort Northern Netherlands,Psychose Cohort Noord Nederland,PSYCONN,Cohort study,,,Clinical cohort,,,,https://ipec-project.com,"PSYCONN (=Psychosis Cohort Northern Netherlands) is a combination of 3 datasets from the northern part of the Netherlands; PROGR-S (=Psychosis Recent Onset GRoningen Survey), PHAMOUS (=Pharmacotherapy Outcome and Monitoring Survey) and RQ-MIS (=RoQua Management Information System). Also, see https://umcgresearchdatacatalogue.nl/UMCG/catalogue/cohorts/MindLines. PROGR-S, initiated in 1997 without an age restriction, collects diagnostic measurements of patients with a suspected recent-onset psychotic episode or recurrent psychotic episode not diagnosed as such before. PHAMOUS, initiated in 2006, contains follow-up data of patients ≥18 years of age with a psychotic disorder who receive care from mental health care institutions in the northern part of the Netherlands (University Medical Center Groningen (UMCG)/University Center for Psychiatry (UCP), Lentis, GGZ Drenthe or GGZ Friesland). PROGR-S and PHAMOUS are both ongoing naturalistic prospective cohort studies. PHAMOUS participants will only be included hey are also enrolled in PROGR-S. RQ-MIS contains health care consumption, socio-demographic, and diagnosis data. PSYCONN baseline data is collected from PROGR-S and RQ-MIS. PSYCONN outcome data is collected from PHAMOUS, RQ-MIS, and an additional medical records file search.",schizophrenia schizofrenie psychotic psychotisch psychose databank Nederland PHAMOUS EPO PROGRS PROGR-S RQMIS RQ-MIS,,,,,1998,2018,,ipec@umcg.nl,,,,,,,,Longitudinal,,,,,,,,,"PSYCONN,PSYCONN,PSYCONN","RQ-MIS,PHAMOUS,PROGR-S","PSYCONN,PSYCONN","baseline,follow-up",,IPEC,1000,,,,,Netherlands (the),,"Groningen,Friesland,Drenthe",,,"Adult (18+ years),Young adult (18-24 years),Adult (25-44 years),Middle-aged (45-64 years),Aged (65+ years),Aged (65-79 years),Aged (80+ years)",,,,,,,,,,,,,,,,,,PSYCONN,Rob,Boss,PSYCONN,Rob,Boss,"PSYCONN,PSYCONN,PSYCONN,PSYCONN","Lentis Research,GGZ Drenthe,GGZ Friesland,UMCG",PSYCONN,GGZ Drenthe,"PSYCONN,PSYCONN,PSYCONN,PSYCONN","GGZ Drenthe,GGZ Friesland,Lentis Research,UMCG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,"IPEC set up a virtual databank and implemented a technical infrastructure for remote federated analysis of individual-level data of psychosis patients. With this platform, individual patient data remains stored on local servers of participating institutions and individual patient data will not be transported to one central site.
Contact IPEC via ipec@umcg.nl to receive more information about access to the virtual databank.",,,,,,,,,,,,,,Periodically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IPEC was supported by the 2020 SIRS Research Harmonization Group Award which included a grant in the amount of $5000 USD to Prof. Wim Veling and Prof. Craig Morgan; an internal MD-PhD research grant of the University Medical Center Groningen (grant number 18-41) to Vera Brink, MSc; a grant in the amount of 400,000 DKK of the Capital Regions Research council to Dr Nikolai Albert; and the participating institutions (Lentis Psychiatric Institute, GGZ Drenthe, GGZ Friesland, University Center Psychiatry of University Medical Center Groningen, Bispebjerg hospital, Psychiatric Hospital Risskov, and Psychiatric Centre Copenhagen).",,"IPEC wishes to acknowledge the services of all the study participants, staff, research groups, and institutions collaborating in IPEC, and of MOLGENIS and RoQua, who helped build and maintain the technical infrastructure.",,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,mtFIT study,https://placeholder-pid/mtfitstudy.org,Multitarget FIT study,,mtFIT study,Cohort study,,,Population cohort,,,,https://www.avl.nl/multitargetFIT,"The mulitarget FIT study is a prospective study that is running within the Dutch National CRC screening program. The aim of this study is to compare the performance of a new stool test (mtFIT) with the currently used FIT. In this study we collect the lab data (results mtFIT and FIT) as well as the clinical data associated; age and sex of participants, colonoscopy findings (when one or both tests are positive), pathology data (when a lesion is detected during colonoscopy).","colon,crc,colorectal,cancer,early detection,early detection of cancer,feces,mass screening,biomarkers,colonoscopy,routine diagnostic tests",,,,,,,,b.carvalho@nki.nl,,,,,,,,Cross-sectional,,,,Prospective,,,,,mtFIT study,mtFIT study,mtFIT study,event 1,,,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,mtFIT study,Rob,Boss,mtFIT study,Rob,Boss,mtFIT study,NKI,mtFIT study,NKI,mtFIT study,NKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,"health or medical or biomedical research,disease specific research",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,testCohort3,https://placeholder-pid/testcohort3.org,testCohort3C,,,Cohort study,,,,,,,,"testcohort 3 is used for mappings, not to check rich or descriptive metadata","test1,test2",,,,,1960,,,,,,,https://specs.fairdatapoint.org/fdp-specs-v1.2.html,,,,,,,,,,,,,,,,,,"testNetwork1,testNetworkofNetworks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,testCohort3,Rob,Boss,testCohort3,Rob,Boss,testCohort3,place-holder-organisation,testCohort3,place-holder-organisation,testCohort3,place-holder-organisation,,,testCohort3,test dataset for testCohort3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
