network,variable.resource,variable.dataset,variable.name
LongITools,LifeCycle_CDM,outcome,hba1c_
LongITools,LifeCycle_CDM,outcome,hba1c_cord
LongITools,LifeCycle_CDM,outcome,hdlc_
LongITools,LifeCycle_CDM,outcome,hdlc_cord
LongITools,LifeCycle_CDM,core,height_
LongITools,LifeCycle_CDM,core,height_f1
LongITools,LifeCycle_CDM,core,height_f1_fath
LongITools,LifeCycle_CDM,core,height_m
LongITools,LifeCycle_CDM,core,hhincome_
LongITools,LifeCycle_CDM,outcome,hipcirc_
LongITools,LifeCycle_CDM,outcome,il6_
LongITools,LifeCycle_CDM,outcome,il6_cord
LongITools,LifeCycle_CDM,outcome,insulin_
LongITools,LifeCycle_CDM,outcome,insulin_cord
LongITools,LifeCycle_CDM,core,latepreg_weight
LongITools,LifeCycle_CDM,core,latepreg_weight_ga
LongITools,LifeCycle_CDM,outcome,ldlc_
LongITools,LifeCycle_CDM,outcome,ldlc_cord
LongITools,LifeCycle_CDM,core,mode_delivery
LongITools,LifeCycle_CDM,core,mother_id
LongITools,LifeCycle_CDM,core,occup_f1_
LongITools,LifeCycle_CDM,core,occup_f1_fath
LongITools,LifeCycle_CDM,core,occup_m_
LongITools,LifeCycle_CDM,core,parity_m
LongITools,LifeCycle_CDM,core,ppd
LongITools,LifeCycle_CDM,core,preeclam
LongITools,LifeCycle_CDM,core,preg_alc
LongITools,LifeCycle_CDM,core,preg_alc_unit
LongITools,LifeCycle_CDM,core,preg_cig
LongITools,LifeCycle_CDM,core,preg_dia
LongITools,LifeCycle_CDM,core,preg_ht
LongITools,LifeCycle_CDM,core,preg_no
LongITools,LifeCycle_CDM,core,preg_smk
LongITools,LifeCycle_CDM,core,prepreg_alc
LongITools,LifeCycle_CDM,core,prepreg_alc_unit
LongITools,LifeCycle_CDM,core,prepreg_cig
LongITools,LifeCycle_CDM,core,prepreg_smk
LongITools,LifeCycle_CDM,core,prepreg_weight
LongITools,LifeCycle_CDM,core,prepreg_weight_ga
LongITools,LifeCycle_CDM,outcome,pulse_
LongITools,LifeCycle_CDM,core,region_fa
LongITools,LifeCycle_CDM,core,region_mo
LongITools,LifeCycle_CDM,outcome,sbp_
LongITools,LifeCycle_CDM,outcome,sbpav_
LongITools,LifeCycle_CDM,core,sex
LongITools,LifeCycle_CDM,core,smk_t1
LongITools,LifeCycle_CDM,core,smk_t2
LongITools,LifeCycle_CDM,core,smk_t3
LongITools,LifeCycle_CDM,core,solid_food
LongITools,LifeCycle_CDM,outcome,triglycerides_
LongITools,LifeCycle_CDM,outcome,triglycerides_cord
LongITools,LifeCycle_CDM,outcome,vldlc_
LongITools,LifeCycle_CDM,outcome,vldlc_cord
LongITools,LifeCycle_CDM,outcome,waistcirc_
LongITools,LifeCycle_CDM,core,weight_
LongITools,LifeCycle_CDM,core,weight_f1
LongITools,LifeCycle_CDM,core,weight_f1_fath
LongITools,LongITools_CDM,wave_01,ar_age
LongITools,LongITools_CDM,wave_01,famsize_adult_own
LongITools,LongITools_CDM,wave_01,diet_na
LongITools,LongITools_CDM,wave_01,ethn3
LongITools,LongITools_CDM,wave_01,smk_cig
LongITools,LongITools_CDM,wave_01,outdoor
LongITools,LongITools_CDM,wave_01,outdoor_season
LongITools,LongITools_CDM,wave_01,pa_mod
LongITools,LongITools_CDM,wave_01,diet_swebev
LongITools,LongITools_CDM,wave_01,tanner_genit
LongITools,LongITools_CDM,wave_01,cimtmeanmax
LongITools,LongITools_CDM,wave_01,chd_revasc
LongITools,LongITools_CDM,wave_01,death_cause
LongITools,LongITools_CDM,wave_01,hosp_nights
LongITools,LongITools_CDM,wave_01,visits_dentist
LongITools,LongITools_CDM,wave_01,drugs_h
LongITools,LongITools_CDM,wave_01,drugs_m
LongITools,LongITools_CDM,wave_01,drugs_p
LongITools,LongITools_CDM,wave_01,hosp
LongITools,LongITools_CDM,wave_01,voice_break_age
LongITools,LongITools_CDM,wave_01,hosp_n_range
LongITools,LongITools_CDM,wave_01,smk_cess
LongITools,LongITools_CDM,wave_01,ap_age
LongITools,LongITools_CDM,wave_02,pctdata_10_buffer _100_m
LongITools,LongITools_CDM,wave_02,pctdata_75_buffer _100_m
LongITools,LongITools_CDM,wave_02,ndvi_50_buffer_50 0_m
LongITools,LongITools_CDM,wave_02,pctdata_50_buffer _500_m
LongITools,LongITools_CDM,wave_02,pctdata_75_buffer _500_m
LongITools,LongITools_CDM,wave_02,noise
LongITools,LongITools_CDM,wave_02,elapse_no2
LongITools,LongITools_CDM,wave_02,elapse_o3w
LongITools,LongITools_CDM,wave_02,elapse_pm25
LongITools,LongITools_CDM,wave_01,edu
LongITools,LongITools_CDM,wave_01,famsize_child_own
LongITools,LongITools_CDM,wave_01,pa_vig
LongITools,LongITools_CDM,wave_01,menopause_age
LongITools,LongITools_CDM,wave_01,chd_acs
LongITools,LongITools_CDM,wave_01,chd_si
LongITools,LongITools_CDM,wave_01,visits_orthodontist
LongITools,LongITools_CDM,wave_01,visits_gp
LongITools,LongITools_CDM,wave_01,visits_specialist
LongITools,LongITools_CDM,wave_01,visits_nurse
LongITools,LongITools_CDM,wave_01,drugs_n
LongITools,LongITools_CDM,wave_01,diet_veg
LongITools,LongITools_CDM,wave_01,drugs_c
LongITools,LongITools_CDM,wave_01,diab_t2_sr
LongITools,LongITools_CDM,wave_01,diet_kcal
LongITools,LongITools_CDM,wave_01,drugs_d
LongITools,LongITools_CDM,wave_01,ethn1
LongITools,LongITools_CDM,wave_01,hypertension
LongITools,LongITools_CDM,wave_01,menarche_age
LongITools,LongITools_CDM,wave_02,pctdata_50_buffer _100_m
LongITools,LongITools_CDM,wave_02,ndvi_10_buffer_30 0_m
LongITools,LongITools_CDM,wave_02,pctdata_75_buffer _300_m
LongITools,LongITools_CDM,wave_02,ndvi_10_buffer_50 0_m
LongITools,LongITools_CDM,wave_02,ndvi_75_buffer_50 0_m
LongITools,LongITools_CDM,wave_02,dist_water
LongITools,LongITools_CDM,wave_02,elapse_bc
LongITools,LongITools_CDM,wave_02,elapse_o3a
LongITools,LongITools_CDM,wave_01,ethn2
LongITools,LongITools_CDM,wave_01,smk_ever
LongITools,LongITools_CDM,wave_01,smk_curr
LongITools,LongITools_CDM,wave_01,sedentary_time
LongITools,LongITools_CDM,wave_01,pa_mod_vig
LongITools,LongITools_CDM,wave_01,sleep_duration
LongITools,LongITools_CDM,wave_01,tanner_breast
LongITools,LongITools_CDM,wave_01,hypertension_med
LongITools,LongITools_CDM,wave_01,chd_hard
LongITools,LongITools_CDM,wave_01,chd_broad
LongITools,LongITools_CDM,wave_01,visits_range
LongITools,LongITools_CDM,wave_01,chd_cabg
LongITools,LongITools_CDM,wave_01,hosp_range
LongITools,LongITools_CDM,wave_01,hosp_n
LongITools,LongITools_CDM,wave_01,drugs_a
LongITools,LongITools_CDM,wave_01,drugs_l
LongITools,LongITools_CDM,wave_01,drugs_s
LongITools,LongITools_CDM,wave_01,study_country
LongITools,LongITools_CDM,wave_01,cob
LongITools,LongITools_CDM,wave_01,diet_fish
LongITools,LongITools_CDM,wave_01,ar_bmi
LongITools,LongITools_CDM,wave_01,study_id
LongITools,LongITools_CDM,wave_01,drugs_range
LongITools,LongITools_CDM,wave_01,alc
LongITools,LongITools_CDM,wave_01,alc_unit
LongITools,LongITools_CDM,wave_02,pctdata_10_buffer _300_m
LongITools,LongITools_CDM,wave_02,pctdata_50_buffer _300_m
LongITools,LongITools_CDM,wave_02,ndvi_75_buffer_30 0_m
LongITools,LongITools_CDM,wave_02,pctdata_10_buffer _500_m
LongITools,LongITools_CDM,wave_02,imp_surf
LongITools,LongITools_CDM,wave_02,ndvi_50_buffer_10 0_m
LongITools,LongITools_CDM,wave_02,ndvi_75_buffer_10 0_m
LongITools,LongITools_CDM,wave_02,ndvi_50_buffer_30 0_m
LongITools,LongITools_CDM,wave_01,region_birth
LongITools,LongITools_CDM,wave_01,occup
LongITools,LongITools_CDM,wave_01,hhincome_own
LongITools,LongITools_CDM,wave_01,diet_fruit
LongITools,LongITools_CDM,wave_01,phv_age
LongITools,LongITools_CDM,wave_01,tanner_pubhair
LongITools,LongITools_CDM,wave_01,diab_t2_icd
LongITools,LongITools_CDM,wave_01,ap_bmi
LongITools,LongITools_CDM,wave_01,drugs_b
LongITools,LongITools_CDM,wave_01,chd_ap
LongITools,LongITools_CDM,wave_01,chd_mi
LongITools,LongITools_CDM,wave_01,car_plaques
LongITools,LongITools_CDM,wave_01,death
LongITools,LongITools_CDM,wave_01,drugs_g
LongITools,LongITools_CDM,wave_01,drugs_j
LongITools,LongITools_CDM,wave_01,drugs_r
LongITools,LongITools_CDM,wave_01,drugs_v
LongITools,LongITools_CDM,wave_02,ndvi_10_buffer_10 0_m
