id,Country,Biobank,Name,Acronym,Description,Network,Combined Network,Collection Type,Data Categories,Order of Magnitude,Size,TimeStamp,Number of Donors,Order of Magnitude Donors,Also Known In,Parent Collection,Categories,Head of Collection,Latitude,Longitude,Contact Person,Sex,Diagnosis Available,Age Low,Age High,Age Unit,Body Part Examined,Imaging Modality,Image Dataset Type,Materials,Storage Temperatures,Sample Access Fee,Sample Access Joint Project,Sample Access Description,Sample Access URI,Data Access Fee,Data Access Joint Project,Data Access Description,Data Access URI,Image Access Feee,Image Access Joint Project,Image Access Description,Image Access URI,Commercial Collaboration,Non Profit Collaboration,Data Use,Available for Commercial Use,Sample Processing PD or SOP,Sample Transport PD or SOP,Sample Storage PD or SOP,Data Processing PD or SOP,Data Transport PD or SOP,Data Storage PD or SOP,Combined Quality Info,URL,Biobank Label,National Node
bbmri-eric:ID:CZ_REVMA:collection:M05:gDNA,CZ,bbmri-eric:ID:CZ_REVMA,Genomic DNA samples for rheumatoid arthritis,,Sub-collection of gDNA samples from patients with rheumatoid arthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,975,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M05,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M05,18,100,YEAR,,,,DNA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M05:plasma,CZ,bbmri-eric:ID:CZ_REVMA,Plasma samples for rheumatoid arthritis,,Sub-collection of plasma samples from patients with rheumatoid arthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,5644,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M05,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M05,18,100,YEAR,,,,PLASMA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M05:serum,CZ,bbmri-eric:ID:CZ_REVMA,Serum samples for rheumatoid arthritis,,Sub-collection of serum samples from patients with rheumatoid arthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,8254,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M05,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M05,18,100,YEAR,,,,SERUM,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M05:urine,CZ,bbmri-eric:ID:CZ_REVMA,Urine samples for rheumatoid arthritis,,Sub-collection of urine samples from patients with rheumatoid arthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",1,92,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M05,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M05,18,100,YEAR,,,,URINE,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M08,CZ,bbmri-eric:ID:CZ_REVMA,Main collection of samples for juvenile idiopathic arthritis (JIA) from Institute of Rheumatology  in Prague,,"Biologic material from patients with juvenile idiopathic arthritis (JIA)  from Institute of Rheumatology, Prague",bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,2056,2019-05-21 00:00:00.0,,,,,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M08,18,100,YEAR,,,,"DNA,PLASMA,SERUM,URINE,WHOLE_BLOOD",,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M08:BMCcells-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,BMC cells or full blood cells PAX  for juvenile idiopathic arthritis,,Sub-collection of BMC cells or PAX cells from patients with juvenile idiopathic arthritis (JIA),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",1,54,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M08,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M08,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M08:PBMC-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,PBMC or full blood cells PAX  for juvenile idiopathic arthritis,,Sub-collection of peripheral blood mononuclear cells (PBMC) or PAX cells from patients with juvenile idiopathic arthritis (JIA),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",1,54,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M08,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M08,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M08:gDNA,CZ,bbmri-eric:ID:CZ_REVMA,Genomic DNA samples for juvenile idiopathic arthritis,,Sub-collection of gDNA samples from patients with juvenile idiopathic arthritis (JIA),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,113,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M08,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M08,18,100,YEAR,,,,DNA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M08:plasma,CZ,bbmri-eric:ID:CZ_REVMA,Plasma samples for juvenile idiopathic arthritis,,Sub-collection of plasma samples from patients with juvenile idiopathic arthritis (JIA),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,492,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M08,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M08,18,100,YEAR,,,,PLASMA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M08:serum,CZ,bbmri-eric:ID:CZ_REVMA,Serum samples for juvenile idiopathic arthritis,,Sub-collection of serum samples from patients with juvenile idiopathic arthritis (JIA),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,1397,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M08,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M08,18,100,YEAR,,,,SERUM,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M10,CZ,bbmri-eric:ID:CZ_REVMA,Main collection of samples for gout (inflammatory arthritis) from Institute of Rheumatology  in Prague,,"Biologic material from patients with gout (inflammatory arthritis)  from Institute of Rheumatology, Prague",bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,1482,2019-05-21 00:00:00.0,,,,,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M10,18,100,YEAR,,,,"DNA,PLASMA,SERUM,URINE,WHOLE_BLOOD",,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M10:BMCcells-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,BMC cells or full blood cells PAX  for gout (inflammatory arthritis),,Sub-collection of BMC cells or PAX cells from patients with gout,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,235,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M10,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M10,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M10:PBMC-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,PBMC or full blood cells PAX  for gout (inflammatory arthritis),,Sub-collection of peripheral blood mononuclear cells (PBMC) or PAX cells from patients with gout,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,235,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M10,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M10,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M10:gDNA,CZ,bbmri-eric:ID:CZ_REVMA,Genomic DNA samples for gout (inflammatory arthritis),,Sub-collection of gDNA samples from patients with gout,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,198,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M10,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M10,18,100,YEAR,,,,DNA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M10:plasma,CZ,bbmri-eric:ID:CZ_REVMA,Plasma samples for gout (inflammatory arthritis),,Sub-collection of plasma samples from patients with gout,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,342,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M10,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M10,18,100,YEAR,,,,PLASMA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M10:serum,CZ,bbmri-eric:ID:CZ_REVMA,Serum samples for gout (inflammatory arthritis),,Sub-collection of serum samples from patients with gout,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,356,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M10,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M10,18,100,YEAR,,,,SERUM,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M10:urine,CZ,bbmri-eric:ID:CZ_REVMA,Urine samples for gout (inflammatory arthritis),,Sub-collection of urine samples from patients with gout,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,351,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M10,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M10,18,100,YEAR,,,,URINE,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M15,CZ,bbmri-eric:ID:CZ_REVMA,Main collection of samples for osteoarthritis from Institute of Rheumatology  in Prague,,"Biologic material from patients with osteoarthritis  from Institute of Rheumatology, Prague",bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,1763,2019-05-21 00:00:00.0,,,,,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M15,18,100,YEAR,,,,"DNA,PLASMA,SERUM,URINE,WHOLE_BLOOD",,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M15:BMCcells-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,BMC cells or full blood cells PAX  for osteoarthritis,,Sub-collection of BMC cells or PAX cells from patients with osteoarthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,119,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M15,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M15,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M15:PBMC-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,PBMC or full blood cells PAX  for osteoarthritis,,Sub-collection of peripheral blood mononuclear cells (PBMC) or PAX cells from patients with osteoarthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,119,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M15,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M15,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M15:gDNA,CZ,bbmri-eric:ID:CZ_REVMA,Genomic DNA samples for osteoarthritis,,Sub-collection of gDNA samples from patients with osteoarthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,156,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M15,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M15,18,100,YEAR,,,,DNA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M15:plasma,CZ,bbmri-eric:ID:CZ_REVMA,Plasma samples for osteoarthritis,,Sub-collection of plasma samples from patients with osteoarthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,692,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M15,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M15,18,100,YEAR,,,,PLASMA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M15:serum,CZ,bbmri-eric:ID:CZ_REVMA,Serum samples for osteoarthritis,,Sub-collection of serum samples from patients with osteoarthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,693,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M15,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M15,18,100,YEAR,,,,SERUM,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M15:urine,CZ,bbmri-eric:ID:CZ_REVMA,Urine samples for osteoarthritis,,Sub-collection of urine samples from patients with osteoarthritis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,103,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M15,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M15,18,100,YEAR,,,,URINE,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M25,CZ,bbmri-eric:ID:CZ_REVMA,Main collection of samples for arthralgia from Institute of Rheumatology  in Prague,RU,"Biologic material from patients with arthralgia  from Institute of Rheumatology, Prague",bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,559,2019-05-21 00:00:00.0,,,,,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M25,18,100,YEAR,,,,"DNA,PLASMA,SERUM,URINE,WHOLE_BLOOD",,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M25:BMCcells-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,BMC cells or full blood cells PAX for arthralgia,,Sub-collection of BMC cells or PAX cells from patients with arthralgia,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,112,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M25,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M25,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
