order,name,label,parent,codesystem,code,ontologyTermURI,definition,exact_mapping,btnt_mapping,ntbt_mapping
,ORPHA:636965,Autosomal dominant myosin storage myopathy,"ORPHA:557494,ORPHA:53698",orphanet,ORPHA:636965,https://identifiers.org/orphanet:636965,,,,urn:miriam:icd:G72.8
,ORPHA:141168,Frontonasal arteriovenous malformation,"ORPHA:557493,ORPHA:377789,ORPHA:156230",orphanet,ORPHA:141168,https://identifiers.org/orphanet:141168,,,,urn:miriam:icd:Q27.3
,ORPHA:238523,Atypical hypotonia-cystinuria syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:238517",orphanet,ORPHA:238523,https://identifiers.org/orphanet:238523,,,,urn:miriam:icd:E72.0
,ORPHA:189,Hidrotic ectodermal dysplasia,"ORPHA:557493,ORPHA:377788,ORPHA:98641,ORPHA:98352,ORPHA:79373,ORPHA:522548",orphanet,ORPHA:189,https://identifiers.org/orphanet:189,,,,urn:miriam:icd:Q82.8
,ORPHA:188,Systemic capillary leak syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:182222",orphanet,ORPHA:188,https://identifiers.org/orphanet:188,,,,urn:miriam:icd:I78.8
,ORPHA:187,Citrullinemia,"ORPHA:79167,ORPHA:557492",orphanet,ORPHA:187,https://identifiers.org/orphanet:187,,,,
,ORPHA:36899,Myoclonus-dystonia syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:98741,ORPHA:391711,ORPHA:306750",orphanet,ORPHA:36899,https://identifiers.org/orphanet:36899,,,,urn:miriam:icd:G24.1
,ORPHA:397946,Autosomal spastic paraplegia type 58,"ORPHA:557493,ORPHA:377788,ORPHA:100981",orphanet,ORPHA:397946,https://identifiers.org/orphanet:397946,,,,urn:miriam:icd:G11.4
,ORPHA:186,Primary biliary cholangitis,"ORPHA:557493,ORPHA:377788,ORPHA:506210,ORPHA:101941",orphanet,ORPHA:186,https://identifiers.org/orphanet:186,,urn:miriam:icd:K74.3,,
,ORPHA:185,Scimitar syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:98729,ORPHA:98724,ORPHA:182111",orphanet,ORPHA:185,https://identifiers.org/orphanet:185,,,,urn:miriam:icd:Q26.8
,ORPHA:184,Cherubism,"ORPHA:557493,ORPHA:377789,ORPHA:98027,ORPHA:93450,ORPHA:619238,ORPHA:330206,ORPHA:324953,ORPHA:324936,ORPHA:290839,ORPHA:102285",orphanet,ORPHA:184,https://identifiers.org/orphanet:184,,,,urn:miriam:icd:K10.8
,ORPHA:182,Chromomycosis,"ORPHA:557493,ORPHA:377788,ORPHA:163591",orphanet,ORPHA:182,https://identifiers.org/orphanet:182,,,"urn:miriam:icd:B43.1,urn:miriam:icd:B43.0,urn:miriam:icd:B43.2,urn:miriam:icd:B43.9,urn:miriam:icd:B43.8",
,ORPHA:183,Eosinophilic granulomatosis with polyangiitis,"ORPHA:557493,ORPHA:377788,ORPHA:567560,ORPHA:324767,ORPHA:209007,ORPHA:156152",orphanet,ORPHA:183,https://identifiers.org/orphanet:183,,urn:miriam:icd:M30.1,,
,ORPHA:181,X-linked hypohidrotic ectodermal dysplasia,"ORPHA:557494,ORPHA:238468",orphanet,ORPHA:181,https://identifiers.org/orphanet:181,,,,urn:miriam:icd:Q82.4
,ORPHA:180,Choroideremia,"ORPHA:557493,ORPHA:377788,ORPHA:519300",orphanet,ORPHA:180,https://identifiers.org/orphanet:180,,,,urn:miriam:icd:H31.2
,ORPHA:58208,NON RARE IN EUROPE: Pericarditis,ORPHA:C048,orphanet,ORPHA:58208,https://identifiers.org/orphanet:58208,,,,
,ORPHA:397951,Microcephaly-thin corpus callosum-intellectual disability syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:611327,ORPHA:102283",orphanet,ORPHA:397951,https://identifiers.org/orphanet:397951,,,,urn:miriam:icd:Q87.8
,ORPHA:98861,"Primary ciliary dyskinesia, Kartagener type",ORPHA:C045,orphanet,ORPHA:98861,https://identifiers.org/orphanet:98861,,,,
,ORPHA:98863,X-linked Emery-Dreifuss muscular dystrophy,"ORPHA:557494,ORPHA:261,ORPHA:209188",orphanet,ORPHA:98863,https://identifiers.org/orphanet:98863,,,,urn:miriam:icd:G71.0
,ORPHA:96201,X small rings,"ORPHA:557493,ORPHA:377789,ORPHA:98159,ORPHA:95710,ORPHA:485382,ORPHA:400022,ORPHA:399853",orphanet,ORPHA:96201,https://identifiers.org/orphanet:96201,,,,urn:miriam:icd:Q99.8
,ORPHA:98865,Homozygous hereditary elliptocytosis,ORPHA:C044,orphanet,ORPHA:98865,https://identifiers.org/orphanet:98865,,,,
,ORPHA:98864,Common hereditary elliptocytosis,ORPHA:C044,orphanet,ORPHA:98864,https://identifiers.org/orphanet:98864,,,,
,ORPHA:86867,Nodal marginal zone B-cell lymphoma,"ORPHA:557493,ORPHA:377788,ORPHA:300912",orphanet,ORPHA:86867,https://identifiers.org/orphanet:86867,,,,urn:miriam:icd:C83.0
,ORPHA:2070,Eosinophilic gastroenteritis,"ORPHA:557493,ORPHA:377788,ORPHA:402029,ORPHA:101936",orphanet,ORPHA:2070,https://identifiers.org/orphanet:2070,,,,urn:miriam:icd:K52.8
,ORPHA:86869,Lymphomatoid granulomatosis,"ORPHA:557493,ORPHA:377788,ORPHA:544,ORPHA:289644",orphanet,ORPHA:86869,https://identifiers.org/orphanet:86869,,,,urn:miriam:icd:C83.8
,ORPHA:2089,Glycogen storage disease due to hepatic glycogen synthase deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:308520",orphanet,ORPHA:2089,https://identifiers.org/orphanet:2089,,,,urn:miriam:icd:E74.0
,ORPHA:633076,"Split cord malformation, composite type","ORPHA:557493,ORPHA:377791,ORPHA:573278",orphanet,ORPHA:633076,https://identifiers.org/orphanet:633076,,,,urn:miriam:icd:Q06.2
,ORPHA:2088,Fanconi-Bickel syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:93593,ORPHA:79201,ORPHA:79178,ORPHA:101940",orphanet,ORPHA:2088,https://identifiers.org/orphanet:2088,,,,urn:miriam:icd:E74.0
,ORPHA:2087,Glomerulonephritis-sparse hair-telangiectasis syndrome,ORPHA:C044,orphanet,ORPHA:2087,https://identifiers.org/orphanet:2087,,,,
,ORPHA:2086,Optic pathway glioma,"ORPHA:557493,ORPHA:377788,ORPHA:95503,ORPHA:252057",orphanet,ORPHA:2086,https://identifiers.org/orphanet:2086,,,,urn:miriam:icd:D33.3
,ORPHA:2085,Glaucoma-sleep apnea syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:98638,ORPHA:68354",orphanet,ORPHA:2085,https://identifiers.org/orphanet:2085,,,,
,ORPHA:86864,Heavy chain disease,"ORPHA:557493,ORPHA:377788,ORPHA:98282",orphanet,ORPHA:86864,https://identifiers.org/orphanet:86864,,,"urn:miriam:icd:C88.2,urn:miriam:icd:C88.3",
,ORPHA:2084,Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:522554,ORPHA:519294,ORPHA:519292",orphanet,ORPHA:2084,https://identifiers.org/orphanet:2084,,,,urn:miriam:icd:Q87.1
,ORPHA:2083,Prominent glabella-microcephaly-hypogenitalism syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:611327,ORPHA:102283",orphanet,ORPHA:2083,https://identifiers.org/orphanet:2083,,,,urn:miriam:icd:Q87.8
,ORPHA:86861,Non-amyloid monoclonal immunoglobulin deposition disease,"ORPHA:557493,ORPHA:377788,ORPHA:98282,ORPHA:567558",orphanet,ORPHA:86861,https://identifiers.org/orphanet:86861,,,,urn:miriam:icd:D89.8
,ORPHA:98867,Hereditary pyropoikilocytosis,ORPHA:C044,orphanet,ORPHA:98867,https://identifiers.org/orphanet:98867,,,,
,ORPHA:98866,OBSOLETE: Spherocytic elliptocytosis,ORPHA:C052,orphanet,ORPHA:98866,https://identifiers.org/orphanet:98866,,,,
,ORPHA:98869,Congenital dyserythropoietic anemia type I,"ORPHA:557493,ORPHA:377788,ORPHA:85",orphanet,ORPHA:98869,https://identifiers.org/orphanet:98869,,,,urn:miriam:icd:D64.4
,ORPHA:98868,Southeast Asian ovalocytosis,"ORPHA:557493,ORPHA:377788,ORPHA:98365",orphanet,ORPHA:98868,https://identifiers.org/orphanet:98868,,,,urn:miriam:icd:D58.1
,ORPHA:98870,Congenital dyserythropoietic anemia type III,"ORPHA:557493,ORPHA:377788,ORPHA:85",orphanet,ORPHA:98870,https://identifiers.org/orphanet:98870,,,,urn:miriam:icd:D64.4
,ORPHA:98872,Primary acquired pure red cell aplasia,"ORPHA:557493,ORPHA:377788,ORPHA:98421",orphanet,ORPHA:98872,https://identifiers.org/orphanet:98872,,,,urn:miriam:icd:D60.0
,ORPHA:98871,Transient erythroblastopenia of childhood,"ORPHA:557493,ORPHA:377788,ORPHA:98421",orphanet,ORPHA:98871,https://identifiers.org/orphanet:98871,,urn:miriam:icd:D60.1,,
,ORPHA:96210,Rare genetic deafness,"ORPHA:557492,ORPHA:466084",orphanet,ORPHA:96210,https://identifiers.org/orphanet:96210,,,,
,ORPHA:98873,Congenital dyserythropoietic anemia type II,"ORPHA:557493,ORPHA:377788,ORPHA:85,ORPHA:309526",orphanet,ORPHA:98873,https://identifiers.org/orphanet:98873,,,,urn:miriam:icd:D64.4
,ORPHA:2081,Cerebral gigantism-jaw cysts syndrome,ORPHA:C044,orphanet,ORPHA:2081,https://identifiers.org/orphanet:2081,,,,
,ORPHA:86854,Splenic marginal zone lymphoma,"ORPHA:557493,ORPHA:377788,ORPHA:300912",orphanet,ORPHA:86854,https://identifiers.org/orphanet:86854,,,,urn:miriam:icd:C83.0
,ORPHA:442582,AH amyloidosis,"ORPHA:557493,ORPHA:377788,ORPHA:69,ORPHA:567558",orphanet,ORPHA:442582,https://identifiers.org/orphanet:442582,,,,urn:miriam:icd:E85.9
,ORPHA:86855,Plasmacytoma,"ORPHA:557493,ORPHA:377788,ORPHA:98282,ORPHA:209016",orphanet,ORPHA:86855,https://identifiers.org/orphanet:86855,,,"urn:miriam:icd:C90.2,urn:miriam:icd:C90.3",
,ORPHA:2098,"Acromesomelic dysplasia, Grebe type","ORPHA:557493,ORPHA:377789,ORPHA:93437",orphanet,ORPHA:2098,https://identifiers.org/orphanet:2098,,,,urn:miriam:icd:Q78.8
,ORPHA:2099,OBSOLETE: Grix-Blankenship-Peterson syndrome,ORPHA:C052,orphanet,ORPHA:2099,https://identifiers.org/orphanet:2099,,,,
,ORPHA:2097,Grant syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:93446,ORPHA:519296",orphanet,ORPHA:2097,https://identifiers.org/orphanet:2097,,,,urn:miriam:icd:Q87.5
,ORPHA:86852,B-cell prolymphocytic leukemia,"ORPHA:557493,ORPHA:377788,ORPHA:300846",orphanet,ORPHA:86852,https://identifiers.org/orphanet:86852,,,,urn:miriam:icd:C91.3
,ORPHA:2095,Gorlin-Chaudhry-Moss syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:79373,ORPHA:330206,ORPHA:102285",orphanet,ORPHA:2095,https://identifiers.org/orphanet:2095,,,,urn:miriam:icd:Q87.0
,ORPHA:86850,Myeloid sarcoma,"ORPHA:557493,ORPHA:377788,ORPHA:167714",orphanet,ORPHA:86850,https://identifiers.org/orphanet:86850,,,,urn:miriam:icd:C92.3
,ORPHA:86851,Acute leukemia of ambiguous lineage,"ORPHA:557492,ORPHA:519",orphanet,ORPHA:86851,https://identifiers.org/orphanet:86851,,urn:miriam:icd:C95.0,,
,ORPHA:98878,Hemophilia A,"ORPHA:557493,ORPHA:377788,ORPHA:448",orphanet,ORPHA:98878,https://identifiers.org/orphanet:98878,,urn:miriam:icd:D66,,
,ORPHA:97548,Right sided atrial isomerism,"ORPHA:557493,ORPHA:377789,ORPHA:450,ORPHA:271853,ORPHA:108973",orphanet,ORPHA:97548,https://identifiers.org/orphanet:97548,,,,urn:miriam:icd:Q20.6
,ORPHA:98879,Hemophilia B,"ORPHA:557493,ORPHA:377788,ORPHA:448",orphanet,ORPHA:98879,https://identifiers.org/orphanet:98879,,urn:miriam:icd:D67,,
,ORPHA:98881,Familial dysfibrinogenemia,"ORPHA:557494,ORPHA:335",orphanet,ORPHA:98881,https://identifiers.org/orphanet:98881,,,,urn:miriam:icd:D68.2
,ORPHA:98885,Bleeding diathesis due to glycoprotein VI deficiency,"ORPHA:557494,ORPHA:73271",orphanet,ORPHA:98885,https://identifiers.org/orphanet:98885,,,,urn:miriam:icd:D69.8
