order,name,label,parent,codesystem,code,ontologyTermURI,definition
,T-D1100,HEAD,,SNOMED CT,T-D1100,http://purl.bioontology.org/ontology/SNOMEDCT/69536005,Head
,T-59600,RECTUM,,SNOMED CT,T-59600,http://purl.bioontology.org/ontology/SNOMEDCT/34402009,Rectum
,T-32000,HEART,,SNOMED CT,T-32000,http://purl.bioontology.org/ontology/SNOMEDCT/80891009,Heart
,T-D3000,CHEST,,SNOMED CT,T-D3000,http://purl.bioontology.org/ontology/SNOMEDCT/51185008,Chest
,T-D8810,THUMB,,SNOMED CT,T-D8810,http://purl.bioontology.org/ontology/SNOMEDCT/76505004,Thumb
,T-11300,RIB,,SNOMED CT,T-11300,http://purl.bioontology.org/ontology/SNOMEDCT/113197003,Rib
,T-11AD0,SSPINE,,SNOMED CT,T-11AD0,http://purl.bioontology.org/ontology/SNOMEDCT/54735007,Sacrum
,T-11BF0,COCCYX,,SNOMED CT,T-11BF0,http://purl.bioontology.org/ontology/SNOMEDCT/64688005,Coccyx
,T-D9100,THIGH,,SNOMED CT,T-D9100,http://purl.bioontology.org/ontology/SNOMEDCT/68367000,Thigh
,T-55000,PHARYNX,,SNOMED CT,T-55000,http://purl.bioontology.org/ontology/SNOMEDCT/54066008,Pharynx
,T-15750,ANKLE,,SNOMED CT,T-15750,http://purl.bioontology.org/ontology/SNOMEDCT/70258002,Ankle joint
,T-24100,LARYNX,,SNOMED CT,T-24100,http://purl.bioontology.org/ontology/SNOMEDCT/4596009,Larynx
,T-14668,LOWER LIMB,,SNOMED CT,T-14668,http://purl.bioontology.org/ontology/SNOMEDCT/102292000,Lower limb
,T-26000,BRONCHUS,,SNOMED CT,T-26000,http://purl.bioontology.org/ontology/SNOMEDCT/955009,Bronchus
,T-83200,CERVIX,,SNOMED CT,T-83200,http://purl.bioontology.org/ontology/SNOMEDCT/71252005,Cervix
,T-87000,OVARY,,SNOMED CT,T-87000,http://purl.bioontology.org/ontology/SNOMEDCT/15497006,Ovary
,T-12403,RADIUSULNA,,SNOMED CT,T-12403,http://purl.bioontology.org/ontology/SNOMEDCT/110535000,Radius and ulna
,T-58400,JEJUNUM,,SNOMED CT,T-58400,http://purl.bioontology.org/ontology/SNOMEDCT/21306003,Jejunum
,T-D1213,JAW,,SNOMED CT,T-D1213,http://purl.bioontology.org/ontology/SNOMEDCT/661005,Jaw region
,T-D8800,FINGER,,SNOMED CT,T-D8800,http://purl.bioontology.org/ontology/SNOMEDCT/7569003,Finger
,T-B3000,ADRENAL,,SNOMED CT,T-B3000,http://purl.bioontology.org/ontology/SNOMEDCT/23451007,Adrenal gland
,T-75000,URETHRA,,SNOMED CT,T-75000,http://purl.bioontology.org/ontology/SNOMEDCT/13648007,Urethra
,T-15460,WRIST,,SNOMED CT,T-15460,http://purl.bioontology.org/ontology/SNOMEDCT/74670003,Wrist joint
,T-13600,MUSCLEOFUPPERLIMB,,SNOMED CT,T-13600,http://purl.bioontology.org/ontology/SNOMEDCT/30608006,Muscle of upper limb
,T-AB000,EAR,,SNOMED CT,T-AB000,http://purl.bioontology.org/ontology/SNOMEDCT/1910005,Ear
,T-82000,VAGINA,,SNOMED CT,T-82000,http://purl.bioontology.org/ontology/SNOMEDCT/76784001,Vagina
,T-D1000,HEADNECK,,SNOMED CT,T-D1000,http://purl.bioontology.org/ontology/SNOMEDCT/774007,Head and Neck
,T-D3300,MEDIASTINUM,,SNOMED CT,T-D3300,http://purl.bioontology.org/ontology/SNOMEDCT/72410000,Mediastinum
,T-D9800,TOE,,SNOMED CT,T-D9800,http://purl.bioontology.org/ontology/SNOMEDCT/29707007,Toe
,T-12410,HUMERUS,,SNOMED CT,T-12410,http://purl.bioontology.org/ontology/SNOMEDCT/85050009,Humerus
,T-11166,ZYGOMA,,SNOMED CT,T-11166,http://purl.bioontology.org/ontology/SNOMEDCT/13881006,Zygoma
,T-D9400,LEG,,SNOMED CT,T-D9400,http://purl.bioontology.org/ontology/SNOMEDCT/30021000,Lower leg
,T-12770,CALCANEUS,,SNOMED CT,T-12770,http://purl.bioontology.org/ontology/SNOMEDCT/80144004,Calcaneus
,T-A0100,BRAIN,,SNOMED CT,T-A0100,http://purl.bioontology.org/ontology/SNOMEDCT/12738006,Brain
,T-59300,COLON,,SNOMED CT,T-59300,http://purl.bioontology.org/ontology/SNOMEDCT/71854001,Colon
,T-57000,STOMACH,,SNOMED CT,T-57000,http://purl.bioontology.org/ontology/SNOMEDCT/69695003,Stomach
,T-91000,PENIS,,SNOMED CT,T-91000,http://purl.bioontology.org/ontology/SNOMEDCT/18911002,Penis
,T-43000,CORONARYARTERY,,SNOMED CT,T-43000,http://purl.bioontology.org/ontology/SNOMEDCT/41801008,Coronary artery
,T-B6000,THYROID,,SNOMED CT,T-B6000,http://purl.bioontology.org/ontology/SNOMEDCT/69748006,Thyroid
,T-AA200,CORNEA,,SNOMED CT,T-AA200,http://purl.bioontology.org/ontology/SNOMEDCT/28726007,Cornea
,T-04000,BREAST,,SNOMED CT,T-04000,http://purl.bioontology.org/ontology/SNOMEDCT/76752008,Breast
,T-12701,TIBIAFIBULA,,SNOMED CT,T-12701,http://purl.bioontology.org/ontology/SNOMEDCT/110536004,Tibia and fibula
,T-D0300,EXTREMITY,,SNOMED CT,T-D0300,http://purl.bioontology.org/ontology/SNOMEDCT/66019005,Extremity
,T-D2600,BUTTOCK,,SNOMED CT,T-D2600,http://purl.bioontology.org/ontology/SNOMEDCT/46862004,Buttock
,T-D8700,HAND,,SNOMED CT,T-D8700,http://purl.bioontology.org/ontology/SNOMEDCT/85562004,Hand
,T-11210,STERNUM,,SNOMED CT,T-11210,http://purl.bioontology.org/ontology/SNOMEDCT/56873002,Sternum
,T-12420,RADIUS,,SNOMED CT,T-12420,http://purl.bioontology.org/ontology/SNOMEDCT/62413002,Radius
,T-D6000,PELVIS,,SNOMED CT,T-D6000,http://purl.bioontology.org/ontology/SNOMEDCT/12921003,Pelvis
,T-94000,TESTIS,,SNOMED CT,T-94000,http://purl.bioontology.org/ontology/SNOMEDCT/40689003,Testis
,T-11170,MAXILLA,,SNOMED CT,T-11170,http://purl.bioontology.org/ontology/SNOMEDCT/70925003,Maxilla
,T-21000,NOSE,,SNOMED CT,T-21000,http://purl.bioontology.org/ontology/SNOMEDCT/45206002,Nose
,T-61100,PAROTID,,SNOMED CT,T-61100,http://purl.bioontology.org/ontology/SNOMEDCT/45289007,Parotid gland
,T-63000,GALLBLADER,,SNOMED CT,T-63000,http://purl.bioontology.org/ontology/SNOMEDCT/28231008,Gallbladder
