tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Clinical observations,,Functioning,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C21007,Patient's classification of functioning i.e. disability profile according to International Classification of Functioning and Disability (ICF). In JRC-CDE: Classification of functioning/disability,"FAIR Genomes, JRC-CDE"
Clinical observations,,Material used in diagnosis,text,,,,,,,,http://semanticscience.org/resource/SIO_000641,This diagnosis c.q. clinical examination is based on one or more sampled materials.,FAIR Genomes
Phenotype observations,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C116555,Beacon v2 Individuals PhenotypicFeatures,"Beacon v2,RD3"
Phenotype observations,,part of clinical observation,ref,1,TRUE,,Clinical observations,,,,http://purl.obolibrary.org/obo/NCIT_C87853,E.g. Ind001_Phen001,"Beacon v2,RD3"
Phenotype observations,,featureType,ontology,1,TRUE,,Phenotypes,,,,http://semanticscience.org/resource/SIO_010056,E.g. Abnormality of body height,"Beacon v2,RD3"
Phenotype observations,,excluded,bool,,,,,,,,,when has not this phenotype,"Beacon v2,RD3"
Phenotype observations,,modifiers,ontology_array,,,,Phenotypes,,,,http://purl.obolibrary.org/obo/HP_0012823,E.g. Exacerbated by tobacco use,"Beacon v2,RD3"
Phenotype observations,,severity,ontology,,,,Severity,,,,http://purl.obolibrary.org/obo/HP_0012824,E.g. Profound,"Beacon v2,RD3"
Disease history,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C15607,Beacon v2 Individuals Diseases,"Beacon v2,RD3"
Disease history,,part of clinical observation,ref,1,TRUE,,Clinical observations,,,,http://purl.obolibrary.org/obo/NCIT_C87853,E.g. Ind001_Dis001,"Beacon v2,RD3"
Disease history,,disease code,ontology,1,TRUE,,Diseases,,,,"http://purl.obolibrary.org/obo/NCIT_C15607,http://semanticscience.org/resource/SIO_001003",E.g. Spinocerebellar ataxia type 34,"Beacon v2,RD3"
Disease history,,age of onset age group,ontology,,,,Age groups,,,,"http://purl.obolibrary.org/obo/HP_0003674,http://www.ebi.ac.uk/efo/EFO_0004847",E.g. Adult 18-65 Years Old,"Beacon v2,RD3"
Disease history,,age of onset age,period,,,,,,,,"http://www.orpha.net/ORDO/Orphanet_C023,http://www.ebi.ac.uk/efo/EFO_0004847",E.g. P32Y6M1D,"Beacon v2,RD3"
Disease history,,age at diagnosis age Group,ontology,,,,Age groups,,,,http://purl.obolibrary.org/obo/NCIT_C156420,"Addition for EJP-RD Virtual Platform API. E.g. Adult 18-65 Years Old","RD3,Beacon v2 Vivify add-on"
Disease history,,age at diagnosis age,period,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C156420,"Addition for EJP-RD Virtual Platform API. E.g. P32Y6M1D","RD3,Beacon v2 Vivify add-on"
Disease history,,family history,bool,,,,,,,,http://purl.obolibrary.org/obo/HP_0032316,E.g. false,"Beacon v2,RD3"
Disease history,,disease severity,ontology,,,,Severity,,,,http://purl.obolibrary.org/obo/HP_0012824,E.g. Profound,"Beacon v2,RD3"
Disease history,,disease stage,ontology,,,,DiseaseStage,,,,http://purl.obolibrary.org/obo/OBI_0000278,E.g. acute onset,"Beacon v2,RD3"
Measurements,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25209,Beacon v2 Individuals Measures,"Beacon v2,RD3"
Measurements,,part of clinical observation,ref,1,TRUE,,Clinical observations,,,,http://purl.allotrope.org/ontologies/result#AFR_0001121,E.g. Ind001_Meas001,"Beacon v2,RD3"
Measurements,,assay code,ontology,1,TRUE,,AnalysesPerformed,,,,http://purl.obolibrary.org/obo/IAO_0000702,E.g. Metabolomics,"Beacon v2,RD3"
Measurements,,measurement variable,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C54166,NON-STANDARD FIELD. E.g. Blood platelet count,"RD3,Beacon v2 EMX2 add-on"
Measurements,,measurement value,int,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25712,E.g. 55345,"Beacon v2,RD3"
Measurements,,measurement units,ontology,,,,Units,,,,http://purl.obolibrary.org/obo/NCIT_C25709,E.g. Per Millimeter,"Beacon v2,RD3"
