name,definition,codesystem,code,ontologyTermURI
nbrf/pir,nbrf/pir,EDAM,format_1948,http://edamontology.org/format_1948
nexus-seq,nexus-seq,EDAM,format_1949,http://edamontology.org/format_1949
pdbatom,pdbatom,EDAM,format_1950,http://edamontology.org/format_1950
pdbatomnuc,pdbatomnuc,EDAM,format_1951,http://edamontology.org/format_1951
pdbseqresnuc,pdbseqresnuc,EDAM,format_1952,http://edamontology.org/format_1952
pdbseqres,pdbseqres,EDAM,format_1953,http://edamontology.org/format_1953
Pearson format,Pearson format,EDAM,format_1954,http://edamontology.org/format_1954
raw,raw,EDAM,format_1957,http://edamontology.org/format_1957
refseqp,refseqp,EDAM,format_1958,http://edamontology.org/format_1958
Staden format,Staden format,EDAM,format_1960,http://edamontology.org/format_1960
Stockholm format,Stockholm format,EDAM,format_1961,http://edamontology.org/format_1961
strider format,strider format,EDAM,format_1962,http://edamontology.org/format_1962
UniProtKB format,UniProtKB format,EDAM,format_1963,http://edamontology.org/format_1963
plain text format (unformatted),plain text format (unformatted),EDAM,format_1964,http://edamontology.org/format_1964
ASN.1 sequence format,ASN.1 sequence format,EDAM,format_1966,http://edamontology.org/format_1966
DAS format,DAS format,EDAM,format_1967,http://edamontology.org/format_1967
dasdna,dasdna,EDAM,format_1968,http://edamontology.org/format_1968
debug-seq,debug-seq,EDAM,format_1969,http://edamontology.org/format_1969
jackknifernon,jackknifernon,EDAM,format_1970,http://edamontology.org/format_1970
NCBI format,NCBI format,EDAM,format_1972,http://edamontology.org/format_1972
nexusnon,nexusnon,EDAM,format_1973,http://edamontology.org/format_1973
GFF2,GFF2,EDAM,format_1974,http://edamontology.org/format_1974
GFF3,GFF3,EDAM,format_1975,http://edamontology.org/format_1975
DASGFF,DASGFF,EDAM,format_1978,http://edamontology.org/format_1978
debug-feat,debug-feat,EDAM,format_1979,http://edamontology.org/format_1979
ClustalW format,ClustalW format,EDAM,format_1982,http://edamontology.org/format_1982
debug,debug,EDAM,format_1983,http://edamontology.org/format_1983
FASTA-aln,FASTA-aln,EDAM,format_1984,http://edamontology.org/format_1984
markx0,markx0,EDAM,format_1985,http://edamontology.org/format_1985
markx1,markx1,EDAM,format_1986,http://edamontology.org/format_1986
markx10,markx10,EDAM,format_1987,http://edamontology.org/format_1987
markx2,markx2,EDAM,format_1988,http://edamontology.org/format_1988
markx3,markx3,EDAM,format_1989,http://edamontology.org/format_1989
match,match,EDAM,format_1990,http://edamontology.org/format_1990
mega,mega,EDAM,format_1991,http://edamontology.org/format_1991
meganon,meganon,EDAM,format_1992,http://edamontology.org/format_1992
pair,pair,EDAM,format_1996,http://edamontology.org/format_1996
PHYLIP format,PHYLIP format,EDAM,format_1997,http://edamontology.org/format_1997
PHYLIP sequential,PHYLIP sequential,EDAM,format_1998,http://edamontology.org/format_1998
scores format,scores format,EDAM,format_1999,http://edamontology.org/format_1999
selex,selex,EDAM,format_2000,http://edamontology.org/format_2000
EMBOSS simple format,EMBOSS simple format,EDAM,format_2001,http://edamontology.org/format_2001
srs format,srs format,EDAM,format_2002,http://edamontology.org/format_2002
srspair,srspair,EDAM,format_2003,http://edamontology.org/format_2003
T-Coffee format,T-Coffee format,EDAM,format_2004,http://edamontology.org/format_2004
TreeCon-seq,TreeCon-seq,EDAM,format_2005,http://edamontology.org/format_2005
Phylogenetic tree format,Phylogenetic tree format,EDAM,format_2006,http://edamontology.org/format_2006
Biological pathway or network format,Biological pathway or network format,EDAM,format_2013,http://edamontology.org/format_2013
Sequence-profile alignment format,Sequence-profile alignment format,EDAM,format_2014,http://edamontology.org/format_2014
Amino acid index format,Amino acid index format,EDAM,format_2017,http://edamontology.org/format_2017
Article format,Article format,EDAM,format_2020,http://edamontology.org/format_2020
Text mining report format,Text mining report format,EDAM,format_2021,http://edamontology.org/format_2021
Enzyme kinetics report format,Enzyme kinetics report format,EDAM,format_2027,http://edamontology.org/format_2027
Chemical data format,Chemical data format,EDAM,format_2030,http://edamontology.org/format_2030
Gene annotation format,Gene annotation format,EDAM,format_2031,http://edamontology.org/format_2031
Workflow format,Workflow format,EDAM,format_2032,http://edamontology.org/format_2032
Tertiary structure format,Tertiary structure format,EDAM,format_2033,http://edamontology.org/format_2033
Chemical formula format,Chemical formula format,EDAM,format_2035,http://edamontology.org/format_2035
Phylogenetic character data format,Phylogenetic character data format,EDAM,format_2036,http://edamontology.org/format_2036
Phylogenetic continuous quantitative character format,Phylogenetic continuous quantitative character format,EDAM,format_2037,http://edamontology.org/format_2037
Phylogenetic discrete states format,Phylogenetic discrete states format,EDAM,format_2038,http://edamontology.org/format_2038
Phylogenetic tree report (cliques) format,Phylogenetic tree report (cliques) format,EDAM,format_2039,http://edamontology.org/format_2039
Phylogenetic tree report (invariants) format,Phylogenetic tree report (invariants) format,EDAM,format_2040,http://edamontology.org/format_2040
Phylogenetic tree report (tree distances) format,Phylogenetic tree report (tree distances) format,EDAM,format_2049,http://edamontology.org/format_2049
Protein family report format,Protein family report format,EDAM,format_2052,http://edamontology.org/format_2052
Protein interaction format,Protein interaction format,EDAM,format_2054,http://edamontology.org/format_2054
Sequence assembly format,Sequence assembly format,EDAM,format_2055,http://edamontology.org/format_2055
Microarray experiment data format,Microarray experiment data format,EDAM,format_2056,http://edamontology.org/format_2056
Sequence trace format,Sequence trace format,EDAM,format_2057,http://edamontology.org/format_2057
Gene expression report format,Gene expression report format,EDAM,format_2058,http://edamontology.org/format_2058
Map format,Map format,EDAM,format_2060,http://edamontology.org/format_2060
Nucleic acid features (primers) format,Nucleic acid features (primers) format,EDAM,format_2061,http://edamontology.org/format_2061
Protein report format,Protein report format,EDAM,format_2062,http://edamontology.org/format_2062
3D-1D scoring matrix format,3D-1D scoring matrix format,EDAM,format_2064,http://edamontology.org/format_2064
Protein structure report (quality evaluation) format,Protein structure report (quality evaluation) format,EDAM,format_2065,http://edamontology.org/format_2065
Database hits (sequence) format,Database hits (sequence) format,EDAM,format_2066,http://edamontology.org/format_2066
Sequence distance matrix format,Sequence distance matrix format,EDAM,format_2067,http://edamontology.org/format_2067
Sequence motif format,Sequence motif format,EDAM,format_2068,http://edamontology.org/format_2068
Sequence profile format,Sequence profile format,EDAM,format_2069,http://edamontology.org/format_2069
Hidden Markov model format,Hidden Markov model format,EDAM,format_2072,http://edamontology.org/format_2072
Dirichlet distribution format,Dirichlet distribution format,EDAM,format_2074,http://edamontology.org/format_2074
HMM emission and transition counts format,HMM emission and transition counts format,EDAM,format_2075,http://edamontology.org/format_2075
RNA secondary structure format,RNA secondary structure format,EDAM,format_2076,http://edamontology.org/format_2076
Protein secondary structure format,Protein secondary structure format,EDAM,format_2077,http://edamontology.org/format_2077
Sequence range format,Sequence range format,EDAM,format_2078,http://edamontology.org/format_2078
pure,pure,EDAM,format_2094,http://edamontology.org/format_2094
unpure,unpure,EDAM,format_2095,http://edamontology.org/format_2095
unambiguous sequence,unambiguous sequence,EDAM,format_2096,http://edamontology.org/format_2096
ambiguous,ambiguous,EDAM,format_2097,http://edamontology.org/format_2097
Sequence features (repeats) format,Sequence features (repeats) format,EDAM,format_2155,http://edamontology.org/format_2155
Nucleic acid features (restriction sites) format,Nucleic acid features (restriction sites) format,EDAM,format_2158,http://edamontology.org/format_2158
Sequence cluster format,Sequence cluster format,EDAM,format_2170,http://edamontology.org/format_2170
Sequence cluster format (protein),Sequence cluster format (protein),EDAM,format_2171,http://edamontology.org/format_2171
Sequence cluster format (nucleic acid),Sequence cluster format (nucleic acid),EDAM,format_2172,http://edamontology.org/format_2172
EMBL-like (text),EMBL-like (text),EDAM,format_2181,http://edamontology.org/format_2181
FASTQ-like format (text),FASTQ-like format (text),EDAM,format_2182,http://edamontology.org/format_2182
EMBLXML,EMBLXML,EDAM,format_2183,http://edamontology.org/format_2183
cdsxml,cdsxml,EDAM,format_2184,http://edamontology.org/format_2184
insdxml,insdxml,EDAM,format_2185,http://edamontology.org/format_2185
geneseq,geneseq,EDAM,format_2186,http://edamontology.org/format_2186
UniProt-like (text),UniProt-like (text),EDAM,format_2187,http://edamontology.org/format_2187
medline,medline,EDAM,format_2194,http://edamontology.org/format_2194
Ontology format,Ontology format,EDAM,format_2195,http://edamontology.org/format_2195
OBO format,OBO format,EDAM,format_2196,http://edamontology.org/format_2196
OWL format,OWL format,EDAM,format_2197,http://edamontology.org/format_2197
FASTA-like (text),FASTA-like (text),EDAM,format_2200,http://edamontology.org/format_2200
EMBL format (XML),EMBL format (XML),EDAM,format_2204,http://edamontology.org/format_2204
GenBank-like format (text),GenBank-like format (text),EDAM,format_2205,http://edamontology.org/format_2205
Sequence feature table format (text),Sequence feature table format (text),EDAM,format_2206,http://edamontology.org/format_2206
STRING entry format (XML),STRING entry format (XML),EDAM,format_2304,http://edamontology.org/format_2304
GFF,GFF,EDAM,format_2305,http://edamontology.org/format_2305
GTF,GTF,EDAM,format_2306,http://edamontology.org/format_2306
FASTA-HTML,FASTA-HTML,EDAM,format_2310,http://edamontology.org/format_2310
EMBL-HTML,EMBL-HTML,EDAM,format_2311,http://edamontology.org/format_2311
Textual format,Textual format,EDAM,format_2330,http://edamontology.org/format_2330
XML,XML,EDAM,format_2332,http://edamontology.org/format_2332
binary format,binary format,EDAM,format_2333,http://edamontology.org/format_2333
Format (by type of data),Format (by type of data),EDAM,format_2350,http://edamontology.org/format_2350
BioXSD (XML),BioXSD (XML),EDAM,format_2352,http://edamontology.org/format_2352
RDF format,RDF format,EDAM,format_2376,http://edamontology.org/format_2376
GenBank-HTML,GenBank-HTML,EDAM,format_2532,http://edamontology.org/format_2532
EMBL-like format,EMBL-like format,EDAM,format_2543,http://edamontology.org/format_2543
FASTQ-like format,FASTQ-like format,EDAM,format_2545,http://edamontology.org/format_2545
FASTA-like,FASTA-like,EDAM,format_2546,http://edamontology.org/format_2546
uniprotkb-like format,uniprotkb-like format,EDAM,format_2547,http://edamontology.org/format_2547
Sequence feature table format,Sequence feature table format,EDAM,format_2548,http://edamontology.org/format_2548
OBO Flat File Format,OBO Flat File Format,EDAM,format_2549,http://edamontology.org/format_2549
OBO,OBO,EDAM,format_2549,http://edamontology.org/format_2549
OBO-XML,OBO-XML,EDAM,format_2550,http://edamontology.org/format_2550
Sequence record format (text),Sequence record format (text),EDAM,format_2551,http://edamontology.org/format_2551
Sequence record format (XML),Sequence record format (XML),EDAM,format_2552,http://edamontology.org/format_2552
Sequence feature table format (XML),Sequence feature table format (XML),EDAM,format_2553,http://edamontology.org/format_2553
Alignment format (text),Alignment format (text),EDAM,format_2554,http://edamontology.org/format_2554
Alignment format (XML),Alignment format (XML),EDAM,format_2555,http://edamontology.org/format_2555
Phylogenetic tree format (text),Phylogenetic tree format (text),EDAM,format_2556,http://edamontology.org/format_2556
Phylogenetic tree format (XML),Phylogenetic tree format (XML),EDAM,format_2557,http://edamontology.org/format_2557
EMBL-like (XML),EMBL-like (XML),EDAM,format_2558,http://edamontology.org/format_2558
GenBank-like format,GenBank-like format,EDAM,format_2559,http://edamontology.org/format_2559
Sequence assembly format (text),Sequence assembly format (text),EDAM,format_2561,http://edamontology.org/format_2561
completely unambiguous,completely unambiguous,EDAM,format_2566,http://edamontology.org/format_2566
completely unambiguous pure,completely unambiguous pure,EDAM,format_2567,http://edamontology.org/format_2567
completely unambiguous pure nucleotide,completely unambiguous pure nucleotide,EDAM,format_2568,http://edamontology.org/format_2568
completely unambiguous pure dna,completely unambiguous pure dna,EDAM,format_2569,http://edamontology.org/format_2569
completely unambiguous pure rna sequence,completely unambiguous pure rna sequence,EDAM,format_2570,http://edamontology.org/format_2570
Raw sequence format,Raw sequence format,EDAM,format_2571,http://edamontology.org/format_2571
SBML,SBML,EDAM,format_2585,http://edamontology.org/format_2585
completely unambiguous pure protein,completely unambiguous pure protein,EDAM,format_2607,http://edamontology.org/format_2607
Bibliographic reference format,Bibliographic reference format,EDAM,format_2848,http://edamontology.org/format_2848
Sequence annotation track format,Sequence annotation track format,EDAM,format_2919,http://edamontology.org/format_2919
Alignment format (pair only),Alignment format (pair only),EDAM,format_2920,http://edamontology.org/format_2920
Sequence variation annotation format,Sequence variation annotation format,EDAM,format_2921,http://edamontology.org/format_2921
markx0 variant,markx0 variant,EDAM,format_2922,http://edamontology.org/format_2922
mega variant,mega variant,EDAM,format_2923,http://edamontology.org/format_2923
Phylip format variant,Phylip format variant,EDAM,format_2924,http://edamontology.org/format_2924
AB1,AB1,EDAM,format_3000,http://edamontology.org/format_3000
ACE,ACE,EDAM,format_3001,http://edamontology.org/format_3001
BED,BED,EDAM,format_3003,http://edamontology.org/format_3003
BED format,BED format,EDAM,format_3003,http://edamontology.org/format_3003
bigBed,bigBed,EDAM,format_3004,http://edamontology.org/format_3004
bigWig,bigWig,EDAM,format_3006,http://edamontology.org/format_3006
PSL,PSL,EDAM,format_3007,http://edamontology.org/format_3007
2bit,2bit,EDAM,format_3009,http://edamontology.org/format_3009
.nib,.nib,EDAM,format_3010,http://edamontology.org/format_3010
genePred,genePred,EDAM,format_3011,http://edamontology.org/format_3011
pgSnp,pgSnp,EDAM,format_3012,http://edamontology.org/format_3012
axt,axt,EDAM,format_3013,http://edamontology.org/format_3013
LAV,LAV,EDAM,format_3014,http://edamontology.org/format_3014
Pileup,Pileup,EDAM,format_3015,http://edamontology.org/format_3015
SRF,SRF,EDAM,format_3017,http://edamontology.org/format_3017
ZTR,ZTR,EDAM,format_3018,http://edamontology.org/format_3018
GVF,GVF,EDAM,format_3019,http://edamontology.org/format_3019
BCF,BCF,EDAM,format_3020,http://edamontology.org/format_3020
Matrix format,Matrix format,EDAM,format_3033,http://edamontology.org/format_3033
Protein domain classification format,Protein domain classification format,EDAM,format_3097,http://edamontology.org/format_3097
Raw SCOP domain classification format,Raw SCOP domain classification format,EDAM,format_3098,http://edamontology.org/format_3098
Raw CATH domain classification format,Raw CATH domain classification format,EDAM,format_3099,http://edamontology.org/format_3099
CATH domain report format,CATH domain report format,EDAM,format_3100,http://edamontology.org/format_3100
SBRML,SBRML,EDAM,format_3155,http://edamontology.org/format_3155
BioPAX,BioPAX,EDAM,format_3156,http://edamontology.org/format_3156
EBI Application Result XML,EBI Application Result XML,EDAM,format_3157,http://edamontology.org/format_3157
PSI MI XML (MIF),PSI MI XML (MIF),EDAM,format_3158,http://edamontology.org/format_3158
phyloXML,phyloXML,EDAM,format_3159,http://edamontology.org/format_3159
NeXML,NeXML,EDAM,format_3160,http://edamontology.org/format_3160
MAGE-ML,MAGE-ML,EDAM,format_3161,http://edamontology.org/format_3161
MAGE-TAB,MAGE-TAB,EDAM,format_3162,http://edamontology.org/format_3162
GCDML,GCDML,EDAM,format_3163,http://edamontology.org/format_3163
GTrack,GTrack,EDAM,format_3164,http://edamontology.org/format_3164
Biological pathway or network report format,Biological pathway or network report format,EDAM,format_3166,http://edamontology.org/format_3166
Experiment annotation format,Experiment annotation format,EDAM,format_3167,http://edamontology.org/format_3167
Cytoband format,Cytoband format,EDAM,format_3235,http://edamontology.org/format_3235
CopasiML,CopasiML,EDAM,format_3239,http://edamontology.org/format_3239
CellML,CellML,EDAM,format_3240,http://edamontology.org/format_3240
PSI MI TAB (MITAB),PSI MI TAB (MITAB),EDAM,format_3242,http://edamontology.org/format_3242
PSI-PAR,PSI-PAR,EDAM,format_3243,http://edamontology.org/format_3243
mzML,mzML,EDAM,format_3244,http://edamontology.org/format_3244
Mass spectrometry data format,Mass spectrometry data format,EDAM,format_3245,http://edamontology.org/format_3245
TraML,TraML,EDAM,format_3246,http://edamontology.org/format_3246
mzIdentML,mzIdentML,EDAM,format_3247,http://edamontology.org/format_3247
mzQuantML,mzQuantML,EDAM,format_3248,http://edamontology.org/format_3248
GelML,GelML,EDAM,format_3249,http://edamontology.org/format_3249
spML,spML,EDAM,format_3250,http://edamontology.org/format_3250
OWL Functional Syntax,OWL Functional Syntax,EDAM,format_3252,http://edamontology.org/format_3252
Manchester OWL Syntax,Manchester OWL Syntax,EDAM,format_3253,http://edamontology.org/format_3253
KRSS2 Syntax,KRSS2 Syntax,EDAM,format_3254,http://edamontology.org/format_3254
Turtle,Turtle,EDAM,format_3255,http://edamontology.org/format_3255
N-Triples,N-Triples,EDAM,format_3256,http://edamontology.org/format_3256
Notation3,Notation3,EDAM,format_3257,http://edamontology.org/format_3257
