name,label,codesystem,code,ontologyTermURI,isDuplicate
16p13.2 microdeletion syndrome,16p13.2 microdeletion syndrome,Orphanet,ORDO_500055,http://www.orpha.net/ORDO/Orphanet_500055,0
16p13.3 microduplication syndrome,16p13.3 microduplication syndrome,Orphanet,ORDO_96078,http://www.orpha.net/ORDO/Orphanet_96078,0
16q24.1 microdeletion syndrome,16q24.1 microdeletion syndrome,Orphanet,ORDO_352629,http://www.orpha.net/ORDO/Orphanet_352629,0
16q24.3 microdeletion syndrome,16q24.3 microdeletion syndrome,Orphanet,ORDO_261250,http://www.orpha.net/ORDO/Orphanet_261250,0
17-BETA HYDROXYSTEROID DEHYDROGENASE III DEFICIENCY,17-BETA HYDROXYSTEROID DEHYDROGENASE III DEFICIENCY,"OMIM, phenotype",MIM_264300,http://purl.bioontology.org/ontology/OMIM/264300,0
17p11.2 microduplication syndrome,17p11.2 microduplication syndrome,Orphanet,ORDO_1713,http://www.orpha.net/ORDO/Orphanet_1713,0
17p13.3 microduplication syndrome,17p13.3 microduplication syndrome,Orphanet,ORDO_217385,http://www.orpha.net/ORDO/Orphanet_217385,0
17q11 microdeletion syndrome,17q11 microdeletion syndrome,Orphanet,ORDO_97685,http://www.orpha.net/ORDO/Orphanet_97685,0
17q11.2 microduplication syndrome,17q11.2 microduplication syndrome,Orphanet,ORDO_139474,http://www.orpha.net/ORDO/Orphanet_139474,0
17q12 microdeletion syndrome,17q12 microdeletion syndrome,Orphanet,ORDO_261265,http://www.orpha.net/ORDO/Orphanet_261265,0
17q12 microduplication syndrome,17q12 microduplication syndrome,Orphanet,ORDO_261272,http://www.orpha.net/ORDO/Orphanet_261272,0
17q21.31 microdeletion syndrome,17q21.31 microdeletion syndrome,Orphanet,ORDO_363958,http://www.orpha.net/ORDO/Orphanet_363958,0
17q21.31 microduplication syndrome,17q21.31 microduplication syndrome,Orphanet,ORDO_217340,http://www.orpha.net/ORDO/Orphanet_217340,0
17q23.1q23.2 microdeletion syndrome,17q23.1q23.2 microdeletion syndrome,Orphanet,ORDO_261279,http://www.orpha.net/ORDO/Orphanet_261279,0
17q24.2 microdeletion syndrome,17q24.2 microdeletion syndrome,Orphanet,ORDO_529962,http://www.orpha.net/ORDO/Orphanet_529962,0
19p13.12 microdeletion syndrome,19p13.12 microdeletion syndrome,Orphanet,ORDO_254346,http://www.orpha.net/ORDO/Orphanet_254346,0
19p13.13 microdeletion syndrome,19p13.13 microdeletion syndrome,Orphanet,ORDO_357001,http://www.orpha.net/ORDO/Orphanet_357001,0
19p13.3 microduplication syndrome,19p13.3 microduplication syndrome,Orphanet,ORDO_447980,http://www.orpha.net/ORDO/Orphanet_447980,0
19q13.11 microdeletion syndrome,19q13.11 microdeletion syndrome,Orphanet,ORDO_217346,http://www.orpha.net/ORDO/Orphanet_217346,0
1p21.3 microdeletion syndrome,1p21.3 microdeletion syndrome,Orphanet,ORDO_293948,http://www.orpha.net/ORDO/Orphanet_293948,0
1p31p32 microdeletion syndrome,1p31p32 microdeletion syndrome,Orphanet,ORDO_401986,http://www.orpha.net/ORDO/Orphanet_401986,0
1p35.2 microdeletion syndrome,1p35.2 microdeletion syndrome,Orphanet,ORDO_456298,http://www.orpha.net/ORDO/Orphanet_456298,0
1p36 deletion syndrome,1p36 deletion syndrome,Orphanet,ORDO_1606,http://www.orpha.net/ORDO/Orphanet_1606,0
1q21.1 microdeletion syndrome,1q21.1 microdeletion syndrome,Orphanet,ORDO_250989,http://www.orpha.net/ORDO/Orphanet_250989,0
1q21.1 microduplication syndrome,1q21.1 microduplication syndrome,Orphanet,ORDO_250994,http://www.orpha.net/ORDO/Orphanet_250994,0
1q41q42 microdeletion syndrome,1q41q42 microdeletion syndrome,Orphanet,ORDO_250999,http://www.orpha.net/ORDO/Orphanet_250999,0
1q44 microdeletion syndrome,1q44 microdeletion syndrome,Orphanet,ORDO_238769,http://www.orpha.net/ORDO/Orphanet_238769,0
"2'-5'-oligoadenylate synthetase 1","2'-5'-oligoadenylate synthetase 1",Orphanet,ORDO_514506,http://www.orpha.net/ORDO/Orphanet_514506,0
"2,4-DIENOYL-CoA REDUCTASE DEFICIENCY","2,4-DIENOYL-CoA REDUCTASE DEFICIENCY","OMIM, phenotype",MIM_616034,http://purl.bioontology.org/ontology/OMIM/616034,0
2-AMINOADIPIC 2-OXOADIPIC ACIDURIA,2-AMINOADIPIC 2-OXOADIPIC ACIDURIA,"OMIM, phenotype",MIM_204750,http://purl.bioontology.org/ontology/OMIM/204750,0
2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY,2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY,"OMIM, phenotype",MIM_610006,http://purl.bioontology.org/ontology/OMIM/610006,0
2-aminoadipic 2-oxoadipic aciduria,2-aminoadipic 2-oxoadipic aciduria,Orphanet,ORDO_79154,http://www.orpha.net/ORDO/Orphanet_79154,0
2-hydroxyglutaric aciduria,2-hydroxyglutaric aciduria,Orphanet,ORDO_19,http://www.orpha.net/ORDO/Orphanet_19,0
2-methylbutyryl-CoA dehydrogenase deficiency,2-methylbutyryl-CoA dehydrogenase deficiency,Orphanet,ORDO_79157,http://www.orpha.net/ORDO/Orphanet_79157,0
20p12.3 microdeletion syndrome,20p12.3 microdeletion syndrome,Orphanet,ORDO_261295,http://www.orpha.net/ORDO/Orphanet_261295,0
20p13 microdeletion syndrome,20p13 microdeletion syndrome,Orphanet,ORDO_313781,http://www.orpha.net/ORDO/Orphanet_313781,0
20q11.2 microdeletion syndrome,20q11.2 microdeletion syndrome,Orphanet,ORDO_444051,http://www.orpha.net/ORDO/Orphanet_444051,0
20q11.2 microduplication syndrome,20q11.2 microduplication syndrome,Orphanet,ORDO_363659,http://www.orpha.net/ORDO/Orphanet_363659,0
20q13.33 microdeletion syndrome,20q13.33 microdeletion syndrome,Orphanet,ORDO_261311,http://www.orpha.net/ORDO/Orphanet_261311,0
21q22.11q22.12 microdeletion syndrome,21q22.11q22.12 microdeletion syndrome,Orphanet,ORDO_261323,http://www.orpha.net/ORDO/Orphanet_261323,0
22q11.2 deletion syndrome,22q11.2 deletion syndrome,Orphanet,ORDO_567,http://www.orpha.net/ORDO/Orphanet_567,0
22q11.2 microduplication syndrome,22q11.2 microduplication syndrome,Orphanet,ORDO_1727,http://www.orpha.net/ORDO/Orphanet_1727,0
24-dehydrocholesterol reductase,24-dehydrocholesterol reductase,Orphanet,ORDO_121062,http://www.orpha.net/ORDO/Orphanet_121062,0
2p13.2 microdeletion syndrome,2p13.2 microdeletion syndrome,Orphanet,ORDO_363680,http://www.orpha.net/ORDO/Orphanet_363680,0
2p15p16.1 microdeletion syndrome,2p15p16.1 microdeletion syndrome,Orphanet,ORDO_261349,http://www.orpha.net/ORDO/Orphanet_261349,0
2p21 microdeletion syndrome,2p21 microdeletion syndrome,Orphanet,ORDO_163693,http://www.orpha.net/ORDO/Orphanet_163693,0
2p21 microdeletion syndrome without cystinuria,2p21 microdeletion syndrome without cystinuria,Orphanet,ORDO_369881,http://www.orpha.net/ORDO/Orphanet_369881,0
2q23.1 microdeletion syndrome,2q23.1 microdeletion syndrome,Orphanet,ORDO_228402,http://www.orpha.net/ORDO/Orphanet_228402,0
2q23.1 microduplication syndrome,2q23.1 microduplication syndrome,Orphanet,ORDO_313947,http://www.orpha.net/ORDO/Orphanet_313947,0
2q24 microdeletion syndrome,2q24 microdeletion syndrome,Orphanet,ORDO_1617,http://www.orpha.net/ORDO/Orphanet_1617,0
2q31.1 microdeletion syndrome,2q31.1 microdeletion syndrome,Orphanet,ORDO_251014,http://www.orpha.net/ORDO/Orphanet_251014,0
2q32q33 microdeletion syndrome,2q32q33 microdeletion syndrome,Orphanet,ORDO_251019,http://www.orpha.net/ORDO/Orphanet_251019,0
2q33.1 microdeletion syndrome,2q33.1 microdeletion syndrome,Orphanet,ORDO_251028,http://www.orpha.net/ORDO/Orphanet_251028,0
2q37 microdeletion syndrome,2q37 microdeletion syndrome,Orphanet,ORDO_1001,http://www.orpha.net/ORDO/Orphanet_1001,0
"3'-phosphoadenosine 5'-phosphosulfate synthase 2","3'-phosphoadenosine 5'-phosphosulfate synthase 2",Orphanet,ORDO_124077,http://www.orpha.net/ORDO/Orphanet_124077,0
3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY,"OMIM, phenotype",MIM_246450,http://purl.bioontology.org/ontology/OMIM/246450,0
3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE-2 DEFICIENCY,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE-2 DEFICIENCY,"OMIM, phenotype",MIM_605911,http://purl.bioontology.org/ontology/OMIM/605911,0
3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY,3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY,"OMIM, phenotype",MIM_231530,http://purl.bioontology.org/ontology/OMIM/231530,0
3-HYDROXYISOBUTYRIC ACIDURIA,3-HYDROXYISOBUTYRIC ACIDURIA,"OMIM, phenotype",MIM_236795,http://purl.bioontology.org/ontology/OMIM/236795,0
3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY,3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY,"OMIM, phenotype",MIM_250620,http://purl.bioontology.org/ontology/OMIM/250620,0
3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY,3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY,"OMIM, phenotype",MIM_210200,http://purl.bioontology.org/ontology/OMIM/210200,0
3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY,3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY,"OMIM, phenotype",MIM_210210,http://purl.bioontology.org/ontology/OMIM/210210,0
"3-METHYLGLUTACONIC ACIDURIA WITH CATARACTS, NEUROLOGIC INVOLVEMENT, AND NEUTROPENIA","3-METHYLGLUTACONIC ACIDURIA WITH CATARACTS, NEUROLOGIC INVOLVEMENT, AND NEUTROPENIA","OMIM, phenotype",MIM_616271,http://purl.bioontology.org/ontology/OMIM/616271,0
"3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME","3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME","OMIM, phenotype",MIM_614739,http://purl.bioontology.org/ontology/OMIM/614739,0
"3-METHYLGLUTACONIC ACIDURIA, TYPE I","3-METHYLGLUTACONIC ACIDURIA, TYPE I","OMIM, phenotype",MIM_250950,http://purl.bioontology.org/ontology/OMIM/250950,0
"3-METHYLGLUTACONIC ACIDURIA, TYPE III","3-METHYLGLUTACONIC ACIDURIA, TYPE III","OMIM, phenotype",MIM_258501,http://purl.bioontology.org/ontology/OMIM/258501,0
"3-METHYLGLUTACONIC ACIDURIA, TYPE IV","3-METHYLGLUTACONIC ACIDURIA, TYPE IV","OMIM, phenotype",MIM_250951,http://purl.bioontology.org/ontology/OMIM/250951,0
"3-METHYLGLUTACONIC ACIDURIA, TYPE IX","3-METHYLGLUTACONIC ACIDURIA, TYPE IX","OMIM, phenotype",MIM_617698,http://purl.bioontology.org/ontology/OMIM/617698,0
"3-METHYLGLUTACONIC ACIDURIA, TYPE V","3-METHYLGLUTACONIC ACIDURIA, TYPE V","OMIM, phenotype",MIM_610198,http://purl.bioontology.org/ontology/OMIM/610198,0
"3-METHYLGLUTACONIC ACIDURIA, TYPE VIII","3-METHYLGLUTACONIC ACIDURIA, TYPE VIII","OMIM, phenotype",MIM_617248,http://purl.bioontology.org/ontology/OMIM/617248,0
3-Phosphoglycerate dehydrogenase deficiency,3-Phosphoglycerate dehydrogenase deficiency,Orphanet,ORDO_422519,http://www.orpha.net/ORDO/Orphanet_422519,0
3-hydroxy-3-methylglutaric aciduria,3-hydroxy-3-methylglutaric aciduria,Orphanet,ORDO_20,http://www.orpha.net/ORDO/Orphanet_20,0
3-hydroxy-3-methylglutaryl-CoA lyase,3-hydroxy-3-methylglutaryl-CoA lyase,Orphanet,ORDO_122447,http://www.orpha.net/ORDO/Orphanet_122447,0
3-hydroxy-3-methylglutaryl-CoA synthase 2,3-hydroxy-3-methylglutaryl-CoA synthase 2,Orphanet,ORDO_122453,http://www.orpha.net/ORDO/Orphanet_122453,0
3-hydroxy-3-methylglutaryl-CoA synthase deficiency,3-hydroxy-3-methylglutaryl-CoA synthase deficiency,Orphanet,ORDO_35701,http://www.orpha.net/ORDO/Orphanet_35701,0
3-hydroxyacyl-CoA dehydratase 1,3-hydroxyacyl-CoA dehydratase 1,Orphanet,ORDO_377040,http://www.orpha.net/ORDO/Orphanet_377040,0
3-hydroxyacyl-CoA dehydrogenase deficiency,3-hydroxyacyl-CoA dehydrogenase deficiency,Orphanet,ORDO_309127,http://www.orpha.net/ORDO/Orphanet_309127,0
"3-hydroxyanthranilate 3,4-dioxygenase","3-hydroxyanthranilate 3,4-dioxygenase",Orphanet,ORDO_528295,http://www.orpha.net/ORDO/Orphanet_528295,0
3-hydroxyisobutyric aciduria,3-hydroxyisobutyric aciduria,Orphanet,ORDO_939,http://www.orpha.net/ORDO/Orphanet_939,0
3-hydroxyisobutyryl-CoA hydrolase,3-hydroxyisobutyryl-CoA hydrolase,Orphanet,ORDO_159703,http://www.orpha.net/ORDO/Orphanet_159703,0
3-ketodihydrosphingosine reductase,3-ketodihydrosphingosine reductase,Orphanet,ORDO_488601,http://www.orpha.net/ORDO/Orphanet_488601,0
3-methylcrotonyl-CoA carboxylase deficiency,3-methylcrotonyl-CoA carboxylase deficiency,Orphanet,ORDO_6,http://www.orpha.net/ORDO/Orphanet_6,0
3-methylglutaconic aciduria,3-methylglutaconic aciduria,Orphanet,ORDO_289902,http://www.orpha.net/ORDO/Orphanet_289902,0
3-methylglutaconic aciduria type 1,3-methylglutaconic aciduria type 1,Orphanet,ORDO_67046,http://www.orpha.net/ORDO/Orphanet_67046,0
3-methylglutaconic aciduria type 3,3-methylglutaconic aciduria type 3,Orphanet,ORDO_67047,http://www.orpha.net/ORDO/Orphanet_67047,0
3-methylglutaconic aciduria type 4,3-methylglutaconic aciduria type 4,Orphanet,ORDO_67048,http://www.orpha.net/ORDO/Orphanet_67048,0
3-methylglutaconic aciduria type 7,3-methylglutaconic aciduria type 7,Orphanet,ORDO_445038,http://www.orpha.net/ORDO/Orphanet_445038,0
3-methylglutaconic aciduria type 8,3-methylglutaconic aciduria type 8,Orphanet,ORDO_505208,http://www.orpha.net/ORDO/Orphanet_505208,0
3-methylglutaconic aciduria type 9,3-methylglutaconic aciduria type 9,Orphanet,ORDO_505216,http://www.orpha.net/ORDO/Orphanet_505216,0
3-oxoacid CoA-transferase 1,3-oxoacid CoA-transferase 1,Orphanet,ORDO_124042,http://www.orpha.net/ORDO/Orphanet_124042,0
"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form","3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form",Orphanet,ORDO_79351,http://www.orpha.net/ORDO/Orphanet_79351,0
3-phosphoserine phosphatase deficiency,3-phosphoserine phosphatase deficiency,Orphanet,ORDO_79350,http://www.orpha.net/ORDO/Orphanet_79350,0
319719,319719,,319719,,0
3C syndrome,3C syndrome,Orphanet,ORDO_7,http://www.orpha.net/ORDO/Orphanet_7,0
3M syndrome,3M syndrome,Orphanet,ORDO_2616,http://www.orpha.net/ORDO/Orphanet_2616,0
3MC SYNDROME 1,3MC SYNDROME 1,"OMIM, phenotype",MIM_257920,http://purl.bioontology.org/ontology/OMIM/257920,0
3MC SYNDROME 2,3MC SYNDROME 2,"OMIM, phenotype",MIM_265050,http://purl.bioontology.org/ontology/OMIM/265050,0
3MC SYNDROME 3,3MC SYNDROME 3,"OMIM, phenotype",MIM_248340,http://purl.bioontology.org/ontology/OMIM/248340,0
3MC syndrome,3MC syndrome,Orphanet,ORDO_293843,http://www.orpha.net/ORDO/Orphanet_293843,0
3p25.3 microdeletion syndrome,3p25.3 microdeletion syndrome,Orphanet,ORDO_435638,http://www.orpha.net/ORDO/Orphanet_435638,0
3q13 microdeletion syndrome,3q13 microdeletion syndrome,Orphanet,ORDO_1621,http://www.orpha.net/ORDO/Orphanet_1621,0
3q26 microduplication syndrome,3q26 microduplication syndrome,Orphanet,ORDO_96095,http://www.orpha.net/ORDO/Orphanet_96095,0
3q26q27 microdeletion syndrome,3q26q27 microdeletion syndrome,Orphanet,ORDO_356947,http://www.orpha.net/ORDO/Orphanet_356947,0
3q27.3 microdeletion syndrome,3q27.3 microdeletion syndrome,Orphanet,ORDO_397695,http://www.orpha.net/ORDO/Orphanet_397695,0
3q29 microdeletion syndrome,3q29 microdeletion syndrome,Orphanet,ORDO_65286,http://www.orpha.net/ORDO/Orphanet_65286,0
3q29 microduplication syndrome,3q29 microduplication syndrome,Orphanet,ORDO_251038,http://www.orpha.net/ORDO/Orphanet_251038,0
4-aminobutyrate aminotransferase,4-aminobutyrate aminotransferase,Orphanet,ORDO_117617,http://www.orpha.net/ORDO/Orphanet_117617,0
4-hydroxy-2-oxoglutarate aldolase 1,4-hydroxy-2-oxoglutarate aldolase 1,Orphanet,ORDO_242313,http://www.orpha.net/ORDO/Orphanet_242313,0
4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase,Orphanet,ORDO_122470,http://www.orpha.net/ORDO/Orphanet_122470,0
"45,X/46,XY mixed gonadal dysgenesis","45,X/46,XY mixed gonadal dysgenesis",Orphanet,ORDO_1772,http://www.orpha.net/ORDO/Orphanet_1772,0
"46,XX SEX REVERSAL 1","46,XX SEX REVERSAL 1","OMIM, phenotype",MIM_400045,http://purl.bioontology.org/ontology/OMIM/400045,0
"46,XX SEX REVERSAL 2","46,XX SEX REVERSAL 2","OMIM, phenotype",MIM_278850,http://purl.bioontology.org/ontology/OMIM/278850,0
"46,XX SEX REVERSAL 3","46,XX SEX REVERSAL 3","OMIM, phenotype",MIM_300833,http://purl.bioontology.org/ontology/OMIM/300833,0
"46,XX SEX REVERSAL 4","46,XX SEX REVERSAL 4","OMIM, phenotype",MIM_617480,http://purl.bioontology.org/ontology/OMIM/617480,0
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS","46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS","OMIM, phenotype",MIM_611812,http://purl.bioontology.org/ontology/OMIM/611812,0
"46,XX disorder of gonadal development","46,XX disorder of gonadal development",Orphanet,ORDO_325055,http://www.orpha.net/ORDO/Orphanet_325055,0
"46,XX disorder of sex development","46,XX disorder of sex development",Orphanet,ORDO_2982,http://www.orpha.net/ORDO/Orphanet_2982,0
"46,XX disorder of sex development induced by androgens excess","46,XX disorder of sex development induced by androgens excess",Orphanet,ORDO_98078,http://www.orpha.net/ORDO/Orphanet_98078,0
"46,XX disorder of sex development induced by endogenous maternal-derived androgen","46,XX disorder of sex development induced by endogenous maternal-derived androgen",Orphanet,ORDO_325093,http://www.orpha.net/ORDO/Orphanet_325093,0
"46,XX disorder of sex development induced by exogenous maternal-derived androgen","46,XX disorder of sex development induced by exogenous maternal-derived androgen",Orphanet,ORDO_325099,http://www.orpha.net/ORDO/Orphanet_325099,0
"46,XX disorder of sex development induced by fetal androgens excess","46,XX disorder of sex development induced by fetal androgens excess",Orphanet,ORDO_90776,http://www.orpha.net/ORDO/Orphanet_90776,0
"46,XX disorder of sex development induced by fetoplacental androgens excess","46,XX disorder of sex development induced by fetoplacental androgens excess",Orphanet,ORDO_325061,http://www.orpha.net/ORDO/Orphanet_325061,0
"46,XX disorder of sex development induced by maternal-derived androgen","46,XX disorder of sex development induced by maternal-derived androgen",Orphanet,ORDO_91144,http://www.orpha.net/ORDO/Orphanet_91144,0
"46,XX disorder of sex development-anorectal anomalies syndrome","46,XX disorder of sex development-anorectal anomalies syndrome",Orphanet,ORDO_2973,http://www.orpha.net/ORDO/Orphanet_2973,0
"46,XX disorder of sex development-skeletal anomalies syndrome","46,XX disorder of sex development-skeletal anomalies syndrome",Orphanet,ORDO_2975,http://www.orpha.net/ORDO/Orphanet_2975,0
"46,XX gonadal dysgenesis","46,XX gonadal dysgenesis",Orphanet,ORDO_243,http://www.orpha.net/ORDO/Orphanet_243,0
"46,XX ovarian dysgenesis-short stature syndrome","46,XX ovarian dysgenesis-short stature syndrome",Orphanet,ORDO_444048,http://www.orpha.net/ORDO/Orphanet_444048,0
"46,XX ovotesticular disorder of sex development","46,XX ovotesticular disorder of sex development",Orphanet,ORDO_2138,http://www.orpha.net/ORDO/Orphanet_2138,0
"46,XX testicular disorder of sex development","46,XX testicular disorder of sex development",Orphanet,ORDO_393,http://www.orpha.net/ORDO/Orphanet_393,0
"46,XY GONADAL DYSGENESIS, PARTIAL, WITH MINIFASCICULAR NEUROPATHY","46,XY GONADAL DYSGENESIS, PARTIAL, WITH MINIFASCICULAR NEUROPATHY","OMIM, phenotype",MIM_607080,http://purl.bioontology.org/ontology/OMIM/607080,0
"46,XY SEX REVERSAL 1","46,XY SEX REVERSAL 1","OMIM, phenotype",MIM_400044,http://purl.bioontology.org/ontology/OMIM/400044,0
"46,XY SEX REVERSAL 10","46,XY SEX REVERSAL 10","OMIM, phenotype",MIM_616425,http://purl.bioontology.org/ontology/OMIM/616425,0
"46,XY SEX REVERSAL 2","46,XY SEX REVERSAL 2","OMIM, phenotype",MIM_300018,http://purl.bioontology.org/ontology/OMIM/300018,0
"46,XY SEX REVERSAL 3","46,XY SEX REVERSAL 3","OMIM, phenotype",MIM_612965,http://purl.bioontology.org/ontology/OMIM/612965,0
"46,XY SEX REVERSAL 4","46,XY SEX REVERSAL 4","OMIM, phenotype",MIM_154230,http://purl.bioontology.org/ontology/OMIM/154230,0
"46,XY SEX REVERSAL 5","46,XY SEX REVERSAL 5","OMIM, phenotype",MIM_613080,http://purl.bioontology.org/ontology/OMIM/613080,0
"46,XY SEX REVERSAL 6","46,XY SEX REVERSAL 6","OMIM, phenotype",MIM_613762,http://purl.bioontology.org/ontology/OMIM/613762,0
"46,XY SEX REVERSAL 7","46,XY SEX REVERSAL 7","OMIM, phenotype",MIM_233420,http://purl.bioontology.org/ontology/OMIM/233420,0
"46,XY SEX REVERSAL 8","46,XY SEX REVERSAL 8","OMIM, phenotype",MIM_614279,http://purl.bioontology.org/ontology/OMIM/614279,0
"46,XY SEX REVERSAL 9","46,XY SEX REVERSAL 9","OMIM, phenotype",MIM_616067,http://purl.bioontology.org/ontology/OMIM/616067,0
"46,XY complete gonadal dysgenesis","46,XY complete gonadal dysgenesis",Orphanet,ORDO_242,http://www.orpha.net/ORDO/Orphanet_242,0
"46,XY disorder of gonadal development","46,XY disorder of gonadal development",Orphanet,ORDO_325118,http://www.orpha.net/ORDO/Orphanet_325118,0
"46,XY disorder of sex development","46,XY disorder of sex development",Orphanet,ORDO_98085,http://www.orpha.net/ORDO/Orphanet_98085,0
